wconfid,pctid,x,y,z
2,20,1.043,0.055,-0.121
2,20,0.984,0.031,-0.125
2,20,1.012,0.074,-0.105
2,20,0.977,-0.035,-0.148
2,20,0.988,-0.039,-0.113
2,20,1.023,0.063,-0.102
2,20,0.973,-0.023,-0.156
2,20,0.996,-0.047,-0.109
2,20,1.012,0.008,-0.113
2,20,0.973,0,-0.152
2,20,1.043,-0.039,-0.137
2,20,1.02,-0.078,-0.109
2,20,0.973,0.016,-0.137
2,20,1.039,0.078,-0.133
2,20,0.969,0.09,-0.133
2,20,1.012,0.004,-0.113
2,20,0.988,-0.117,-0.121
2,20,0.957,0,-0.145
2,20,1.031,0.027,-0.094
2,20,0.961,0.105,-0.125
2,20,1.043,0.047,-0.121
2,20,0.949,0.121,-0.137
2,20,1.008,0.023,-0.102
2,20,0.973,-0.023,-0.145
2,20,0.992,0.129,-0.109
2,20,1.023,-0.043,-0.105
2,20,0.977,-0.012,-0.148
2,20,0.992,-0.043,-0.113
2,20,1.031,0.09,-0.105
2,20,0.977,0,-0.141
2,20,1.035,-0.031,-0.133
2,20,1.023,-0.113,-0.098
2,20,0.988,0.023,-0.133
2,20,1.027,-0.031,-0.121
2,20,1.016,-0.113,-0.102
2,20,0.992,0.012,-0.125
2,20,1.027,0.066,-0.117
2,20,0.969,0.078,-0.137
2,20,1.016,-0.004,-0.141
2,20,0.969,0.027,-0.098
2,20,0.957,0.004,-0.113
2,20,1.051,0.031,-0.07
2,20,0.969,0.039,-0.113
2,20,1.031,0.047,-0.121
2,20,0.953,0.133,-0.145
2,20,1.023,0.086,-0.102
2,20,0.973,-0.016,-0.141
2,20,0.988,0.121,-0.113
2,20,1.023,-0.09,-0.09
2,20,0.988,0.016,-0.113
2,20,1.023,-0.035,-0.125
2,20,1.016,-0.105,-0.09
2,20,0.98,-0.012,-0.137
2,20,1.008,-0.031,-0.113
2,20,1.035,0.094,-0.094
2,20,0.977,0.012,-0.148
2,20,1.023,0.012,-0.125
2,20,0.965,0.07,-0.137
2,20,1.012,-0.004,-0.141
2,20,1.02,0.059,-0.105
2,20,0.957,0.016,-0.133
2,20,1.047,0.035,-0.07
2,20,0.957,0.113,-0.133
2,20,1.016,0.012,-0.113
2,20,0.957,0.117,-0.137
2,20,1.023,0.086,-0.105
2,20,0.992,-0.023,-0.129
2,20,1,0.113,-0.117
2,20,1.02,-0.098,-0.086
2,20,0.98,-0.023,-0.141
2,20,0.992,-0.027,-0.117
2,20,1.031,0.086,-0.094
2,20,0.969,-0.012,-0.148
2,20,1.016,-0.012,-0.125
2,20,1.023,0.074,-0.098
2,20,0.961,0,-0.148
2,20,1.012,-0.004,-0.137
2,20,1.012,-0.09,-0.098
2,20,0.965,0.016,-0.148
2,20,1.043,0.082,-0.133
2,20,0.973,0.066,-0.141
2,20,1.008,0.004,-0.125
2,20,0.992,-0.137,-0.129
2,20,0.984,-0.008,-0.137
2,20,1.012,0.012,-0.121
2,20,0.988,-0.129,-0.137
2,20,0.969,-0.008,-0.117
2,20,1.004,0.016,-0.125
2,20,0.992,-0.117,-0.137
2,20,0.965,-0.016,-0.121
2,20,1.008,0.012,-0.117
2,20,0.961,-0.105,-0.133
2,20,0.973,-0.027,-0.129
2,20,1,0.008,-0.113
2,20,0.957,-0.094,-0.133
2,20,0.969,-0.035,-0.129
2,20,1.004,0.066,-0.117
2,20,0.957,0.113,-0.137
2,20,1.035,0.086,-0.098
2,20,0.977,-0.027,-0.148
2,20,0.996,0.086,-0.125
2,20,1.023,-0.086,-0.102
2,20,0.961,-0.016,-0.145
2,20,0.988,0.043,-0.113
2,20,1.02,-0.094,-0.098
2,20,0.965,0.008,-0.145
2,20,0.996,-0.023,-0.129
2,20,1.008,-0.098,-0.098
2,20,0.969,0.027,-0.145
2,20,1.043,-0.031,-0.133
2,20,0.996,-0.078,-0.105
2,20,0.973,0.039,-0.137
2,20,1.039,-0.023,-0.129
2,20,0.996,-0.023,-0.129
2,20,0.969,0.043,-0.133
2,20,1.047,0.063,-0.129
2,20,0.98,0.07,-0.129
2,20,1.008,0.012,-0.125
2,20,0.98,-0.113,-0.133
2,20,0.961,-0.02,-0.133
2,20,1.008,0.02,-0.117
2,20,0.977,-0.105,-0.133
2,20,0.961,-0.031,-0.129
2,20,1.004,-0.004,-0.109
2,20,0.977,-0.09,-0.074
2,20,0.961,0.125,-0.133
2,20,0.996,0.051,-0.125
2,20,0.953,-0.082,-0.129
2,20,0.98,-0.027,-0.137
2,20,1.023,0.055,-0.121
2,20,0.957,-0.055,-0.133
2,20,0.98,-0.035,-0.129
2,20,1.031,0.063,-0.113
2,20,0.984,-0.004,-0.129
2,20,0.977,-0.047,-0.125
2,20,1.027,0.078,-0.117
2,20,0.953,0.043,-0.117
2,20,1.031,0.078,-0.094
2,20,0.965,0.004,-0.152
2,20,0.992,-0.035,-0.129
2,20,1.008,-0.066,-0.094
2,20,0.973,0.012,-0.145
2,20,1.004,-0.035,-0.145
2,20,0.977,-0.027,-0.105
2,20,0.973,0.035,-0.148
2,20,1.047,-0.027,-0.133
2,20,1.012,-0.059,-0.113
2,20,0.98,0.043,-0.141
2,20,1.043,-0.023,-0.125
2,20,1.004,-0.117,-0.117
2,20,0.977,0.055,-0.137
2,20,1.043,-0.012,-0.137
2,20,0.996,-0.125,-0.117
2,20,0.977,0.051,-0.129
2,20,1.035,0.043,-0.121
2,20,0.957,0.121,-0.129
2,20,0.996,0.016,-0.125
2,20,0.977,-0.086,-0.137
2,20,0.977,-0.035,-0.129
2,20,1.016,0.051,-0.125
2,20,0.973,-0.078,-0.137
2,20,0.969,-0.039,-0.125
2,20,1.02,0.066,-0.109
2,20,0.973,-0.043,-0.137
2,20,0.977,-0.039,-0.117
2,20,1.023,0.07,-0.113
2,20,0.996,-0.004,-0.129
2,20,0.984,-0.035,-0.125
2,20,1.008,0.07,-0.113
2,20,0.961,-0.051,-0.121
2,20,0.992,-0.035,-0.129
2,20,1.027,0.07,-0.109
2,20,0.953,0.102,-0.152
2,20,1.023,0.063,-0.105
2,20,0.965,0.027,-0.145
2,20,1,-0.031,-0.137
2,20,0.98,-0.035,-0.121
2,20,0.969,0.039,-0.133
2,20,1.008,-0.02,-0.141
2,20,1.016,-0.051,-0.113
2,20,0.957,0.043,-0.129
2,20,1.051,-0.02,-0.137
2,20,1.012,-0.109,-0.121
2,20,0.969,0.059,-0.137
2,20,1.043,-0.012,-0.133
2,20,0.996,-0.129,-0.125
2,20,0.984,0.063,-0.141
2,20,1.035,-0.004,-0.129
2,20,0.988,-0.129,-0.125
2,20,0.996,0.063,-0.125
2,20,1.043,0.023,-0.121
2,20,0.957,0.133,-0.133
2,20,1.004,0.051,-0.117
2,20,0.977,-0.07,-0.133
2,20,0.98,-0.039,-0.129
2,20,1.02,0.059,-0.121
2,20,0.973,-0.051,-0.129
2,20,0.984,-0.039,-0.129
2,20,1.027,0.07,-0.109
2,20,0.992,-0.004,-0.133
2,20,0.984,-0.039,-0.129
2,20,1.039,0.078,-0.109
2,20,0.984,0.008,-0.121
2,20,1.023,0.082,-0.094
2,20,0.977,0.02,-0.148
2,20,1,-0.02,-0.137
2,20,1.004,-0.086,-0.094
2,20,0.973,0.027,-0.148
2,20,0.996,-0.031,-0.129
2,20,0.988,-0.059,-0.09
2,20,0.973,0.039,-0.148
2,20,1.004,-0.031,-0.141
2,20,0.992,-0.02,-0.113
2,20,0.977,0.051,-0.141
2,20,1.008,-0.02,-0.137
2,20,1.035,-0.082,-0.109
2,20,0.977,0.059,-0.141
2,20,1.047,-0.008,-0.137
2,20,1.004,-0.113,-0.117
2,20,0.969,0.051,-0.137
2,20,1.047,-0.008,-0.141
2,20,1,-0.121,-0.125
2,20,0.973,0.055,-0.129
2,20,1.043,-0.004,-0.125
2,20,0.996,-0.129,-0.125
2,20,0.996,0.047,-0.117
2,20,1.043,0.027,-0.125
2,20,0.961,0.137,-0.133
2,20,1,0.055,-0.121
2,20,0.977,-0.078,-0.141
2,20,0.98,-0.035,-0.125
2,20,1.016,0.063,-0.121
2,20,0.973,-0.059,-0.141
2,20,0.984,-0.039,-0.125
2,20,1.02,0.063,-0.113
2,20,0.98,-0.02,-0.133
2,20,0.988,-0.039,-0.125
2,20,1.027,0.074,-0.105
2,20,0.988,0.008,-0.121
2,20,1.027,0.082,-0.094
2,20,0.973,0.004,-0.148
2,20,0.992,-0.02,-0.141
2,20,1.016,-0.098,-0.098
2,20,0.965,0.027,-0.148
2,20,1,-0.023,-0.125
2,20,0.996,-0.074,-0.102
2,20,0.973,0.031,-0.148
2,20,1.004,-0.031,-0.137
2,20,0.98,-0.039,-0.109
2,20,0.969,0.051,-0.145
2,20,1.004,-0.02,-0.125
2,20,1.02,-0.027,-0.117
2,20,0.977,0.059,-0.141
2,20,1.047,-0.004,-0.129
2,20,1.008,-0.102,-0.121
2,20,0.973,0.066,-0.141
2,20,1.047,0,-0.125
2,20,0.961,0.117,-0.129
2,20,1.016,0.02,-0.121
2,20,0.984,-0.102,-0.137
2,20,0.977,-0.027,-0.125
2,20,1.012,0,-0.109
2,20,0.984,-0.082,-0.141
2,20,0.977,-0.035,-0.117
2,20,0.977,0.043,-0.129
2,20,0.973,-0.078,-0.137
2,20,0.977,-0.047,-0.125
2,20,1.008,0.066,-0.117
2,20,0.977,-0.059,-0.145
2,20,0.984,-0.047,-0.133
2,20,1.012,0.074,-0.109
2,20,0.961,-0.039,-0.137
2,20,0.992,-0.043,-0.129
2,20,1.023,0.074,-0.105
2,20,0.977,-0.008,-0.137
2,20,0.992,-0.043,-0.129
2,20,1.023,0.09,-0.105
2,20,1.004,0.02,-0.125
2,20,1.035,0.078,-0.094
2,20,0.98,0.047,-0.145
2,20,0.996,-0.008,-0.133
2,20,0.996,-0.105,-0.086
2,20,0.973,0.059,-0.145
2,20,1.008,-0.008,-0.141
2,20,0.992,-0.09,-0.113
2,20,0.969,0.063,-0.145
2,20,1.004,-0.004,-0.137
2,20,0.98,-0.055,-0.117
2,20,0.965,0.074,-0.137
2,20,1.047,-0.004,-0.133
2,20,0.977,-0.008,-0.125
2,20,0.977,0.09,-0.133
2,20,1.047,0.012,-0.125
2,20,0.973,0.078,-0.105
2,20,1.02,0.043,-0.117
2,20,0.98,-0.09,-0.145
2,20,0.977,-0.031,-0.125
2,20,1.012,0.035,-0.113
2,20,0.98,-0.082,-0.145
2,20,0.98,-0.043,-0.129
2,20,1.012,0.02,-0.113
2,20,0.977,-0.059,-0.137
2,20,0.98,-0.051,-0.117
2,20,1,0.023,-0.113
2,20,0.973,-0.051,-0.141
2,20,0.988,-0.059,-0.133
2,20,0.973,0.059,-0.117
2,20,0.953,-0.039,-0.145
2,20,0.988,-0.043,-0.133
2,20,1.016,0.074,-0.113
2,20,0.953,-0.031,-0.137
2,20,0.996,-0.051,-0.137
2,20,1.023,0.086,-0.109
2,20,0.953,-0.012,-0.141
2,20,1,-0.039,-0.133
2,20,1.027,0.09,-0.094
2,20,0.988,0.047,-0.137
2,20,1.035,0.082,-0.094
2,20,0.973,0.066,-0.145
2,20,0.973,0,-0.121
2,20,0.973,-0.117,-0.117
2,20,0.957,0.02,-0.117
2,20,1.027,0.039,-0.082
2,20,0.969,0.098,-0.125
2,20,1.047,-0.012,-0.133
2,20,0.98,-0.102,-0.141
2,20,0.984,0.086,-0.121
2,20,1.039,-0.02,-0.078
2,20,0.98,-0.094,-0.141
2,20,0.996,0.086,-0.129
2,20,1.027,-0.035,-0.078
2,20,0.977,-0.09,-0.152
2,20,1,-0.027,-0.109
2,20,1.02,0.059,-0.109
2,20,0.977,-0.082,-0.145
2,20,0.977,-0.023,-0.117
2,20,1.008,0.055,-0.109
2,20,0.977,-0.07,-0.145
2,20,0.988,-0.039,-0.121
2,20,1.012,0.059,-0.105
2,20,0.973,-0.051,-0.145
2,20,0.988,-0.051,-0.133
2,20,1.02,0.051,-0.105
2,20,0.945,-0.043,-0.141
2,20,0.992,-0.055,-0.125
2,20,1.027,0.027,-0.105
2,20,0.949,-0.027,-0.141
2,20,0.992,-0.043,-0.133
2,20,0.996,0.023,-0.109
2,20,0.949,-0.016,-0.141
2,20,1.008,-0.051,-0.129
2,20,0.988,0.086,-0.117
2,20,0.949,0.074,-0.137
2,20,1.031,0.082,-0.086
2,20,0.973,0.059,-0.145
2,20,1.02,-0.008,-0.129
2,20,0.984,-0.125,-0.078
2,20,0.977,0.082,-0.137
2,20,1.016,0,-0.121
2,20,0.965,0.121,-0.121
2,20,1.02,0.047,-0.121
2,20,1.012,-0.004,-0.129
2,20,0.969,0.113,-0.121
2,20,1.043,-0.02,-0.074
2,20,1.004,-0.059,-0.129
2,20,0.977,0.113,-0.121
2,20,1.043,-0.035,-0.078
2,20,0.984,-0.074,-0.129
2,20,0.984,-0.031,-0.125
2,20,1.02,0.066,-0.109
2,20,0.973,-0.074,-0.148
2,20,0.992,-0.016,-0.121
2,20,1.027,0.063,-0.113
2,20,0.977,-0.059,-0.145
2,20,1.008,-0.012,-0.125
2,20,1.02,0.07,-0.105
2,20,0.965,-0.051,-0.148
2,20,1,-0.012,-0.109
2,20,1.023,0.07,-0.113
2,20,0.945,-0.039,-0.145
2,20,0.988,-0.02,-0.125
2,20,1.031,0.07,-0.113
2,20,0.945,-0.023,-0.152
2,20,0.984,-0.035,-0.133
2,20,1.027,0.074,-0.105
2,20,0.949,-0.008,-0.145
2,20,0.996,-0.035,-0.133
2,20,1.027,0.059,-0.102
2,20,0.957,0.078,-0.152
2,20,1.039,0.082,-0.082
2,20,0.969,0.051,-0.133
2,20,1.016,0,-0.129
2,20,0.953,-0.133,-0.121
2,20,0.984,-0.02,-0.109
2,20,1.012,0.004,-0.133
2,20,0.965,0.137,-0.129
2,20,1.008,0.055,-0.121
2,20,0.973,-0.082,-0.141
2,20,0.977,0.129,-0.129
2,20,1.035,-0.035,-0.117
2,20,0.977,-0.059,-0.125
2,20,0.984,0.129,-0.129
2,20,1.035,-0.047,-0.074
2,20,0.969,-0.027,-0.133
2,20,0.988,-0.043,-0.121
2,20,1.016,0.07,-0.113
2,20,0.98,-0.004,-0.133
2,20,0.984,-0.043,-0.113
2,20,1.031,0.082,-0.105
2,20,0.996,0.004,-0.117
2,20,1.027,-0.043,-0.121
2,20,1.027,-0.09,-0.098
2,20,0.992,-0.027,-0.137
2,20,0.984,-0.035,-0.113
2,20,1.023,0.074,-0.105
2,20,0.973,-0.027,-0.145
2,20,0.996,-0.031,-0.117
2,20,1.023,0.094,-0.105
2,20,0.957,-0.008,-0.148
2,20,1.004,-0.023,-0.121
2,20,1.031,0.09,-0.098
2,20,0.945,0,-0.145
2,20,1.012,0.008,-0.098
2,20,0.973,0.066,-0.137
2,20,1.02,0,-0.129
2,20,0.984,-0.039,-0.113
2,20,0.949,0.031,-0.105
2,20,1.047,0.047,-0.074
2,20,0.977,0.078,-0.121
2,20,1.031,-0.004,-0.121
2,20,0.977,-0.105,-0.148
2,20,0.969,0.117,-0.129
2,20,1.023,-0.023,-0.121
2,20,0.977,-0.098,-0.137
2,20,0.977,0.133,-0.125
2,20,1.016,-0.027,-0.102
2,20,0.973,-0.086,-0.141
2,20,0.973,0.133,-0.121
2,20,1.02,-0.012,-0.113
2,20,0.98,-0.07,-0.129
2,20,0.98,-0.039,-0.117
2,20,0.984,0.012,-0.117
2,20,0.977,-0.063,-0.145
2,20,0.988,-0.051,-0.125
2,20,1.012,0.066,-0.113
2,20,0.973,-0.055,-0.137
2,20,0.98,-0.051,-0.113
2,20,1.02,0.074,-0.105
2,20,0.98,-0.047,-0.141
2,20,0.992,-0.043,-0.141
2,20,1.016,0.074,-0.109
2,20,0.965,-0.027,-0.137
2,20,0.988,-0.039,-0.129
2,20,1.02,0.074,-0.105
2,20,0.973,-0.012,-0.137
2,20,0.996,-0.039,-0.129
2,20,1.023,0.09,-0.102
2,20,0.984,0.008,-0.125
2,20,1.031,0.09,-0.094
2,20,0.973,0.039,-0.145
2,20,0.992,0.02,-0.129
2,20,0.969,-0.105,-0.113
2,20,0.949,0.051,-0.121
2,20,1.031,0.059,-0.086
2,20,0.961,0.074,-0.129
2,20,1.051,0.02,-0.133
2,20,0.953,0.129,-0.121
2,20,1.012,0.016,-0.109
2,20,0.977,-0.074,-0.137
2,20,0.98,-0.039,-0.133
2,20,1,0.016,-0.117
2,20,0.98,-0.07,-0.148
2,20,0.977,-0.055,-0.125
2,20,0.996,0.035,-0.117
2,20,0.953,-0.059,-0.145
2,20,0.977,-0.051,-0.133
2,20,1.004,0.066,-0.113
2,20,0.957,-0.051,-0.133
2,20,0.984,-0.047,-0.137
2,20,1.012,0.074,-0.109
2,20,0.953,0.09,-0.137
2,20,1.031,0.09,-0.09
2,20,0.98,0.016,-0.145
2,20,1.004,-0.012,-0.125
2,20,1.004,-0.113,-0.09
2,20,0.969,0.039,-0.141
2,20,1.012,-0.016,-0.105
2,20,0.996,-0.109,-0.105
2,20,0.961,0.039,-0.148
2,20,0.988,-0.02,-0.117
2,20,0.996,-0.105,-0.105
2,20,0.969,0.051,-0.148
2,20,1.031,0.016,-0.141
2,20,0.969,0.086,-0.113
2,20,1.016,0.02,-0.137
2,20,0.992,-0.117,-0.129
2,20,0.969,0,-0.133
2,20,1.039,0.004,-0.074
