,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
69,70,2013,3,3,21,18.0,52.0,10.0,,300.0,52.0,4.7,1010.5,-12.3,0.0,16.0,0.0,Huairou
70,71,2013,3,3,22,17.0,44.0,34.0,47.0,1200.0,4.0,3.3,1011.3,-10.7,0.0,15.0,1.2,Huairou
71,72,2013,3,3,23,40.0,79.0,29.0,47.0,1000.0,19.0,9.9,1011.8,-13.4,0.0,15.0,2.6,Huairou
72,73,2013,3,4,0,38.0,68.0,27.0,34.0,700.0,33.0,7.2,1012.8,-13.1,0.0,1.0,0.7,Huairou
73,74,2013,3,4,1,28.0,51.0,11.0,6.0,100.0,75.0,5.9,1013.7,-13.2,0.0,13.0,1.6,Huairou
74,75,2013,3,4,2,9.0,24.0,16.0,10.0,100.0,74.0,4.7,1013.9,-13.2,0.0,8.0,5.3,Huairou
75,76,2013,3,4,3,13.0,26.0,13.0,8.0,200.0,73.0,7.2,1014.0,-15.6,0.0,7.0,3.5,Huairou
76,77,2013,3,4,4,6.0,14.0,21.0,12.0,100.0,74.0,4.0,1014.0,-14.3,0.0,11.0,1.4,Huairou
77,78,2013,3,4,5,8.0,26.0,29.0,31.0,400.0,43.0,1.8,1014.7,-13.2,0.0,13.0,2.0,Huairou
78,79,2013,3,4,6,14.0,30.0,31.0,38.0,500.0,35.0,0.0,1016.0,-13.3,0.0,12.0,0.2,Huairou
79,80,2013,3,4,7,13.0,38.0,40.0,55.0,600.0,16.0,2.4,1017.0,-11.9,0.0,1.0,0.5,Huairou
80,81,2013,3,4,8,14.0,42.0,60.0,92.0,3299.0,2.0,7.1,1017.6,-12.2,0.0,10.0,1.7,Huairou
81,82,2013,3,4,9,47.0,117.0,64.0,49.0,500.0,38.0,8.6,1017.8,-13.8,0.0,10.0,1.9,Huairou
82,83,2013,3,4,10,26.0,48.0,34.0,22.0,200.0,66.0,10.1,1017.2,-13.9,0.0,1.0,2.2,Huairou
83,84,2013,3,4,11,15.0,29.0,31.0,23.0,200.0,69.0,11.4,1016.8,-14.4,0.0,3.0,2.9,Huairou
84,85,2013,3,4,12,17.0,28.0,21.0,20.0,200.0,75.0,12.5,1015.7,-14.3,0.0,2.0,3.5,Huairou
85,86,2013,3,4,13,21.0,29.0,13.0,15.0,200.0,84.0,12.9,1014.5,-14.0,0.0,1.0,2.6,Huairou
86,87,2013,3,4,14,16.0,21.0,13.0,14.0,100.0,88.0,13.7,1013.5,-14.3,0.0,1.0,1.9,Huairou
87,88,2013,3,4,15,15.0,19.0,15.0,16.0,100.0,90.0,13.9,1012.9,-14.1,0.0,11.0,1.6,Huairou
88,89,2013,3,4,16,16.0,24.0,14.0,14.0,100.0,91.0,13.3,1012.3,-14.6,0.0,2.0,1.5,Huairou
89,90,2013,3,4,17,20.0,27.0,23.0,26.0,200.0,81.0,11.2,1012.5,-13.8,0.0,4.0,2.0,Huairou
90,91,2013,3,4,18,27.0,36.0,24.0,34.0,300.0,72.0,7.8,1013.2,-11.6,0.0,8.0,1.1,Huairou
91,92,2013,3,4,19,,53.0,23.0,79.0,700.0,18.0,5.6,1013.5,-12.0,0.0,14.0,1.6,Huairou
92,93,2013,3,4,20,,92.0,30.0,90.0,1000.0,8.0,3.5,1013.7,-11.7,0.0,8.0,1.6,Huairou
93,94,2013,3,4,21,,100.0,24.0,54.0,1000.0,25.0,2.3,1013.7,-10.3,0.0,8.0,1.0,Huairou
94,95,2013,3,4,22,,85.0,22.0,54.0,900.0,21.0,2.1,1013.6,-10.8,0.0,15.0,2.2,Huairou
95,96,2013,3,4,23,,74.0,18.0,47.0,900.0,91.0,1.4,1013.1,-10.8,0.0,4.0,0.8,Huairou
96,97,2013,3,5,0,,70.0,16.0,39.0,700.0,91.0,1.2,1012.5,-10.6,0.0,8.0,1.3,Huairou
97,98,2013,3,5,1,,57.0,16.0,31.0,600.0,91.0,0.8,1012.0,-10.7,0.0,8.0,1.3,Huairou
98,99,2013,3,5,2,,51.0,,27.0,600.0,91.0,0.3,1011.6,-10.3,0.0,15.0,2.3,Huairou
99,100,2013,3,5,3,,51.0,13.0,28.0,,91.0,-0.1,1011.1,-10.4,0.0,15.0,1.6,Huairou
100,101,2013,3,5,4,,51.0,14.0,,800.0,91.0,-0.9,1010.9,-9.8,0.0,15.0,2.0,Huairou
101,102,2013,3,5,5,,53.0,13.0,28.0,800.0,91.0,-0.9,1010.6,-9.8,0.0,15.0,1.4,Huairou
102,103,2013,3,5,6,,58.0,15.0,28.0,800.0,91.0,-1.5,1010.7,-9.4,0.0,15.0,1.8,Huairou
103,104,2013,3,5,7,,58.0,14.0,36.0,900.0,91.0,0.4,1010.5,-8.8,0.0,14.0,0.4,Huairou
104,105,2013,3,5,8,,62.0,20.0,44.0,1000.0,91.0,5.0,1010.4,-8.5,0.0,2.0,0.6,Huairou
105,106,2013,3,5,9,,69.0,39.0,39.0,1200.0,91.0,7.8,1009.9,-9.2,0.0,9.0,1.1,Huairou
106,107,2013,3,5,10,,98.0,84.0,62.0,1600.0,91.0,8.8,1009.0,-8.7,0.0,10.0,1.6,Huairou
107,108,2013,3,5,11,,122.0,101.0,75.0,1700.0,91.0,9.9,1007.8,-8.7,0.0,10.0,1.5,Huairou
108,109,2013,3,5,12,,135.0,105.0,77.0,1600.0,42.0,12.0,1006.5,-8.5,0.0,11.0,2.1,Huairou
109,110,2013,3,5,13,,142.0,90.0,80.0,1500.0,91.0,13.1,1005.2,-9.4,0.0,12.0,1.2,Huairou
110,111,2013,3,5,14,,146.0,84.0,83.0,,91.0,14.3,1004.5,-8.4,0.0,3.0,1.7,Huairou
111,112,2013,3,5,15,,136.0,75.0,75.0,1100.0,91.0,14.1,1004.2,-7.9,0.0,11.0,2.2,Huairou
112,113,2013,3,5,16,,136.0,77.0,82.0,1100.0,88.0,13.0,1004.2,-8.3,0.0,12.0,1.1,Huairou
113,114,2013,3,5,17,3.0,158.0,80.0,79.0,1200.0,88.0,11.5,1004.6,-7.9,0.0,12.0,0.2,Huairou
114,115,2013,3,5,18,3.0,184.0,82.0,83.0,1600.0,88.0,7.9,1005.1,-7.4,0.0,15.0,1.6,Huairou
115,116,2013,3,5,19,3.0,233.0,61.0,150.0,2299.0,88.0,6.2,1005.5,-7.4,0.0,15.0,2.2,Huairou
116,117,2013,3,5,20,189.0,243.0,54.0,124.0,2500.0,88.0,5.0,1005.9,-6.9,0.0,10.0,0.6,Huairou
117,118,2013,3,5,21,200.0,233.0,54.0,123.0,2200.0,88.0,3.4,1006.0,-7.1,0.0,6.0,0.6,Huairou
118,119,2013,3,5,22,182.0,203.0,47.0,92.0,1899.0,88.0,3.1,1005.7,-6.6,0.0,5.0,0.8,Huairou
119,120,2013,3,5,23,163.0,163.0,42.0,90.0,1899.0,88.0,2.0,1005.7,-6.8,0.0,11.0,0.6,Huairou
120,121,2013,3,6,0,156.0,159.0,38.0,67.0,1700.0,88.0,1.1,1005.5,-6.5,0.0,6.0,0.5,Huairou
121,122,2013,3,6,1,142.0,142.0,34.0,58.0,1500.0,88.0,0.6,1005.5,-6.5,0.0,15.0,1.9,Huairou
122,123,2013,3,6,2,154.0,132.0,29.0,63.0,1700.0,88.0,0.2,1004.7,-6.2,0.0,8.0,1.0,Huairou
123,124,2013,3,6,3,134.0,136.0,25.0,51.0,1600.0,88.0,0.0,1004.7,-6.2,0.0,5.0,0.7,Huairou
124,125,2013,3,6,4,154.0,128.0,21.0,51.0,1600.0,88.0,0.0,1004.7,-6.2,0.0,7.0,0.9,Huairou
125,126,2013,3,6,5,135.0,138.0,21.0,57.0,1600.0,88.0,0.4,1005.3,-6.3,0.0,8.0,1.6,Huairou
126,127,2013,3,6,6,132.0,143.0,31.0,76.0,1800.0,88.0,0.7,1005.6,-6.0,0.0,8.0,1.7,Huairou
127,128,2013,3,6,7,130.0,143.0,31.0,79.0,1800.0,88.0,1.6,1006.3,-5.3,0.0,15.0,1.2,Huairou
128,129,2013,3,6,8,134.0,150.0,51.0,84.0,1899.0,88.0,3.3,1006.3,-4.0,0.0,13.0,0.4,Huairou
129,130,2013,3,6,9,142.0,160.0,70.0,91.0,2100.0,88.0,5.5,1006.1,-4.7,0.0,3.0,1.0,Huairou
130,131,2013,3,6,10,175.0,182.0,83.0,91.0,2100.0,88.0,7.9,1005.9,-5.2,0.0,7.0,0.4,Huairou
131,132,2013,3,6,11,188.0,192.0,103.0,91.0,1800.0,88.0,8.8,1005.0,-5.8,0.0,5.0,0.9,Huairou
132,133,2013,3,6,12,175.0,185.0,113.0,91.0,1700.0,88.0,9.7,1003.8,-6.2,0.0,2.0,1.8,Huairou
133,134,2013,3,6,13,170.0,178.0,89.0,80.0,1600.0,88.0,11.2,1002.7,-6.2,0.0,1.0,1.7,Huairou
134,135,2013,3,6,14,121.0,159.0,96.0,71.0,1399.0,88.0,12.8,1002.2,-6.3,0.0,1.0,3.0,Huairou
135,136,2013,3,6,15,140.0,141.0,112.0,66.0,1399.0,84.0,13.5,1002.3,-6.2,0.0,2.0,1.9,Huairou
136,137,2013,3,6,16,150.0,156.0,127.0,62.0,1399.0,70.0,13.6,1002.2,-6.1,0.0,1.0,0.7,Huairou
137,138,2013,3,6,17,149.0,170.0,118.0,83.0,1500.0,65.0,11.2,1002.8,-5.8,0.0,4.0,0.5,Huairou
138,139,2013,3,6,18,177.0,252.0,90.0,96.0,1700.0,65.0,7.8,1003.6,-4.7,0.0,13.0,1.2,Huairou
139,140,2013,3,6,19,173.0,316.0,61.0,117.0,2200.0,65.0,7.1,1004.2,-5.3,0.0,5.0,1.5,Huairou
140,141,2013,3,6,20,192.0,340.0,67.0,144.0,4299.0,65.0,5.2,1004.7,-4.9,0.0,4.0,0.9,Huairou
141,142,2013,3,6,21,267.0,354.0,66.0,150.0,4400.0,65.0,3.9,1004.5,-4.8,0.0,15.0,0.5,Huairou
142,143,2013,3,6,22,288.0,354.0,54.0,132.0,3500.0,65.0,2.3,1004.6,-4.5,0.0,15.0,1.5,Huairou
143,144,2013,3,6,23,245.0,279.0,49.0,127.0,4000.0,65.0,2.8,1004.2,-4.4,0.0,15.0,2.3,Huairou
144,145,2013,3,7,0,240.0,276.0,44.0,116.0,3500.0,65.0,1.8,1004.1,-4.5,0.0,15.0,1.2,Huairou
145,146,2013,3,7,1,231.0,239.0,33.0,101.0,2600.0,65.0,0.6,1004.6,-4.6,0.0,7.0,1.7,Huairou
146,147,2013,3,7,2,174.0,197.0,32.0,104.0,3200.0,65.0,0.7,1003.8,-4.2,0.0,4.0,1.3,Huairou
147,148,2013,3,7,3,203.0,205.0,34.0,101.0,2399.0,65.0,-0.2,1003.6,-4.3,0.0,8.0,0.8,Huairou
148,149,2013,3,7,4,142.0,173.0,32.0,98.0,2399.0,65.0,-0.8,1003.6,-4.7,0.0,10.0,0.5,Huairou
149,150,2013,3,7,5,165.0,184.0,20.0,88.0,2299.0,65.0,-1.6,1003.8,-4.8,0.0,15.0,1.1,Huairou
150,151,2013,3,7,6,151.0,161.0,16.0,85.0,2399.0,65.0,-1.6,1003.5,-4.9,0.0,9.0,0.7,Huairou
151,152,2013,3,7,7,142.0,165.0,23.0,84.0,2100.0,65.0,1.9,1003.8,-3.8,0.0,10.0,0.8,Huairou
152,153,2013,3,7,8,126.0,135.0,38.0,85.0,2200.0,65.0,5.9,1003.6,-3.2,0.0,3.0,0.9,Huairou
153,154,2013,3,7,9,128.0,139.0,89.0,100.0,1899.0,65.0,8.6,1003.2,-3.6,0.0,11.0,1.1,Huairou
154,155,2013,3,7,10,144.0,171.0,126.0,78.0,1200.0,65.0,11.1,1002.4,-3.8,0.0,16.0,1.3,Huairou
155,156,2013,3,7,11,116.0,138.0,128.0,87.0,1399.0,65.0,13.7,1000.8,-3.6,0.0,9.0,1.4,Huairou
156,157,2013,3,7,12,122.0,169.0,144.0,113.0,1800.0,65.0,15.9,998.5,-5.2,0.0,3.0,1.9,Huairou
157,158,2013,3,7,13,181.0,222.0,104.0,95.0,1600.0,65.0,17.6,996.9,-5.0,0.0,9.0,1.3,Huairou
158,159,2013,3,7,14,135.0,166.0,83.0,87.0,1300.0,68.0,16.6,995.8,-4.6,0.0,12.0,2.1,Huairou
159,160,2013,3,7,15,144.0,181.0,81.0,118.0,1800.0,68.0,16.5,995.0,-3.6,0.0,13.0,0.7,Huairou
160,161,2013,3,7,16,190.0,336.0,100.0,163.0,2600.0,68.0,15.6,994.4,-3.4,0.0,15.0,1.1,Huairou
161,162,2013,3,7,17,290.0,553.0,75.0,177.0,2700.0,68.0,13.1,994.1,-3.7,0.0,15.0,2.7,Huairou
162,163,2013,3,7,18,350.0,,67.0,199.0,3000.0,68.0,11.0,994.8,-3.5,0.0,16.0,1.0,Huairou
163,164,2013,3,7,19,363.0,,57.0,198.0,3500.0,4.0,8.8,994.7,-3.4,0.0,15.0,2.0,Huairou
164,165,2013,3,7,20,354.0,545.0,55.0,205.0,4400.0,68.0,8.6,994.7,-3.6,0.0,14.0,2.3,Huairou
165,166,2013,3,7,21,371.0,418.0,56.0,169.0,3500.0,68.0,7.3,995.3,-3.0,0.0,3.0,1.6,Huairou
166,167,2013,3,7,22,264.0,318.0,52.0,124.0,2399.0,68.0,5.9,995.2,-3.5,0.0,8.0,1.6,Huairou
167,168,2013,3,7,23,228.0,229.0,47.0,145.0,3000.0,68.0,6.1,995.4,-3.3,0.0,4.0,0.9,Huairou
168,169,2013,3,8,0,223.0,252.0,40.0,113.0,2700.0,68.0,5.3,995.1,-3.3,0.0,15.0,2.4,Huairou
169,170,2013,3,8,1,221.0,230.0,43.0,118.0,2700.0,68.0,4.7,995.2,-3.1,0.0,1.0,1.2,Huairou
170,171,2013,3,8,2,208.0,234.0,32.0,78.0,2100.0,68.0,2.6,995.1,-3.3,0.0,14.0,1.8,Huairou
171,172,2013,3,8,3,195.0,206.0,28.0,84.0,2399.0,68.0,2.0,995.0,-3.5,0.0,15.0,1.3,Huairou
172,173,2013,3,8,4,173.0,193.0,24.0,66.0,1899.0,68.0,1.9,995.4,-3.8,0.0,14.0,1.2,Huairou
173,174,2013,3,8,5,174.0,180.0,24.0,78.0,2000.0,68.0,1.2,996.4,-4.1,0.0,3.0,1.4,Huairou
174,175,2013,3,8,6,211.0,235.0,34.0,92.0,2100.0,68.0,1.2,996.9,-4.3,0.0,16.0,0.4,Huairou
175,176,2013,3,8,7,197.0,213.0,44.0,99.0,2399.0,68.0,3.9,997.5,-3.4,0.0,6.0,2.9,Huairou
176,177,2013,3,8,8,227.0,232.0,61.0,102.0,2799.0,68.0,10.3,997.9,-3.4,0.0,14.0,0.7,Huairou
177,178,2013,3,8,9,240.0,246.0,112.0,98.0,2200.0,68.0,14.6,997.8,-4.7,0.0,1.0,1.3,Huairou
178,179,2013,3,8,10,173.0,193.0,105.3864,79.4511,,68.0,17.8,997.6,-3.6,0.0,11.0,2.8,Huairou
179,180,2013,3,8,11,112.0,122.0,66.0,58.0,1000.0,68.0,19.4,997.0,-3.5,0.0,9.0,2.2,Huairou
180,181,2013,3,8,12,114.0,148.0,57.0,61.0,1000.0,76.0,20.3,996.5,-3.4,0.0,10.0,2.4,Huairou
181,182,2013,3,8,13,139.0,173.0,48.0,66.0,1200.0,97.0,16.5,996.2,1.7,0.0,10.0,5.2,Huairou
182,183,2013,3,8,14,534.0,835.0,114.0,184.0,7299.0,107.0,14.8,996.5,-0.1,0.0,11.0,3.9,Huairou
183,184,2013,3,8,15,510.0,624.0,159.0,158.0,8000.0,107.0,13.8,996.8,-0.7,0.0,10.0,3.9,Huairou
184,185,2013,3,8,16,212.0,246.0,112.0,90.0,2299.0,107.0,12.3,997.0,-0.9,0.0,9.0,2.9,Huairou
185,186,2013,3,8,17,165.0,202.0,74.0,74.0,1399.0,107.0,11.0,997.1,-1.8,0.0,11.0,4.6,Huairou
186,187,2013,3,8,18,136.0,145.0,52.0,66.0,1100.0,107.0,9.4,997.5,-1.7,0.0,16.0,1.3,Huairou
187,188,2013,3,8,19,112.0,135.0,40.0,71.0,1000.0,107.0,7.8,997.3,-2.0,0.0,15.0,2.4,Huairou
188,189,2013,3,8,20,110.0,129.0,36.0,74.0,1200.0,107.0,6.4,997.4,-2.5,0.0,13.0,1.5,Huairou
189,190,2013,3,8,21,99.0,139.0,33.0,82.0,1399.0,107.0,5.2,997.0,-2.6,0.0,15.0,1.8,Huairou
190,191,2013,3,8,22,94.0,135.0,38.0,75.0,1399.0,107.0,4.7,996.0,-3.6,0.0,14.0,3.0,Huairou
191,192,2013,3,8,23,98.0,127.0,29.0,65.0,1399.0,107.0,4.5,994.2,-4.5,0.0,14.0,3.1,Huairou
192,193,2013,3,9,0,88.0,97.0,29.0,55.0,1300.0,107.0,4.7,992.6,-4.6,0.0,14.0,3.1,Huairou
193,194,2013,3,9,1,78.0,79.0,24.0,42.0,1200.0,107.0,3.6,991.5,-4.1,0.0,12.0,1.2,Huairou
194,195,2013,3,9,2,51.0,72.0,,31.0,1000.0,107.0,2.6,990.7,-4.0,0.0,13.0,1.9,Huairou
195,196,2013,3,9,3,78.0,81.0,25.0,31.0,,107.0,2.5,989.6,-4.1,0.0,14.0,1.9,Huairou
196,197,2013,3,9,4,77.0,80.0,23.0,,1000.0,107.0,1.6,988.5,-4.3,0.0,3.0,1.4,Huairou
197,198,2013,3,9,5,80.0,84.0,22.0,27.0,1100.0,107.0,0.4,989.1,-4.3,0.0,8.0,0.8,Huairou
198,199,2013,3,9,6,96.0,122.0,24.0,71.0,1700.0,107.0,0.3,989.3,-4.0,0.0,15.0,1.5,Huairou
199,200,2013,3,9,7,116.0,151.0,39.0,92.0,2100.0,107.0,2.2,990.3,-3.1,0.0,14.0,1.2,Huairou
200,201,2013,3,9,8,118.0,163.0,50.0,87.0,2200.0,107.0,7.1,991.6,-3.8,0.0,5.0,3.3,Huairou
201,202,2013,3,9,9,125.0,182.0,78.0,81.0,2000.0,107.0,15.7,993.0,-2.8,0.0,8.0,4.2,Huairou
202,203,2013,3,9,10,126.0,213.0,133.0,64.0,1500.0,107.0,16.6,996.0,-9.4,0.0,15.0,7.8,Huairou
