,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
107,108,2013,3,5,11,128.0,197.0,105.0,152.0,3700.0,92.0,10.9,1012.8,-8.4,0.0,3.0,1.3,Nongzhanguan
108,109,2013,3,5,12,3.0,215.0,98.0,155.0,2799.0,21.0,12.3,1011.4,-8.8,0.0,1.0,0.0,Nongzhanguan
109,110,2013,3,5,13,3.0,192.0,86.0,162.0,2600.0,92.0,13.0,1010.1,-8.3,0.0,2.0,1.5,Nongzhanguan
110,111,2013,3,5,14,3.0,175.0,86.0,196.0,3000.0,92.0,13.3,1009.5,-8.0,0.0,2.0,1.6,Nongzhanguan
111,112,2013,3,5,15,163.0,192.0,85.0,211.0,3000.0,86.0,13.8,1009.1,-7.6,0.0,1.0,1.9,Nongzhanguan
112,113,2013,3,5,16,192.0,206.0,95.0,195.0,2700.0,86.0,13.2,1009.0,-7.5,0.0,2.0,1.8,Nongzhanguan
113,114,2013,3,5,17,203.0,230.0,93.0,163.0,2100.0,82.0,11.6,1009.4,-7.3,0.0,6.0,0.7,Nongzhanguan
114,115,2013,3,5,18,195.0,216.0,92.0,156.0,2000.0,59.0,9.4,1009.8,-5.7,0.0,3.0,0.7,Nongzhanguan
115,116,2013,3,5,19,185.0,204.0,97.0,175.0,2200.0,48.0,6.7,1010.4,-5.0,0.0,3.0,0.1,Nongzhanguan
116,117,2013,3,5,20,203.0,218.0,102.0,184.0,2700.0,48.0,5.2,1010.7,-4.7,0.0,4.0,0.0,Nongzhanguan
117,118,2013,3,5,21,217.0,226.0,117.0,183.0,2799.0,48.0,4.3,1010.5,-2.6,0.0,2.0,1.0,Nongzhanguan
118,119,2013,3,5,22,235.0,238.0,123.0,185.0,3299.0,48.0,4.3,1010.7,-4.2,0.0,1.0,0.8,Nongzhanguan
119,120,2013,3,5,23,242.0,243.0,122.0,181.0,3299.0,48.0,4.9,1010.5,-5.8,0.0,1.0,0.0,Nongzhanguan
120,121,2013,3,6,0,229.0,232.0,124.0,182.0,3299.0,48.0,5.6,1010.4,-7.0,0.0,5.0,0.8,Nongzhanguan
121,122,2013,3,6,1,202.0,236.0,117.0,169.0,2899.0,44.0,3.5,1010.2,-6.0,0.0,6.0,0.5,Nongzhanguan
122,123,2013,3,6,2,184.0,214.0,,158.0,2399.0,35.0,6.3,1009.9,-7.0,0.0,5.0,1.0,Nongzhanguan
123,124,2013,3,6,3,169.0,190.0,107.0,155.0,,35.0,6.3,1009.6,-7.0,0.0,5.0,0.7,Nongzhanguan
124,125,2013,3,6,4,153.0,175.0,87.0,,1899.0,35.0,5.1,1009.5,-6.5,0.0,5.0,1.0,Nongzhanguan
125,126,2013,3,6,5,145.0,160.0,93.0,139.0,2200.0,35.0,4.6,1009.8,-6.3,0.0,5.0,0.7,Nongzhanguan
126,127,2013,3,6,6,148.0,162.0,97.0,138.0,2500.0,35.0,4.1,1010.3,-6.2,0.0,4.0,0.8,Nongzhanguan
127,128,2013,3,6,7,156.0,178.0,108.0,131.0,2399.0,35.0,5.3,1011.0,-6.0,0.0,5.0,0.9,Nongzhanguan
128,129,2013,3,6,8,152.0,179.0,88.0,119.0,2399.0,35.0,6.9,1010.8,-6.5,0.0,7.0,1.3,Nongzhanguan
129,130,2013,3,6,9,176.0,177.0,88.0,116.0,2500.0,35.0,8.4,1010.8,-6.6,0.0,4.0,0.8,Nongzhanguan
130,131,2013,3,6,10,138.0,170.0,96.0,114.0,2200.0,35.0,8.8,1010.4,-6.2,0.0,5.0,1.1,Nongzhanguan
131,132,2013,3,6,11,167.0,171.0,97.0,112.0,2100.0,35.0,9.5,1009.5,-6.0,0.0,2.0,1.0,Nongzhanguan
132,133,2013,3,6,12,172.0,176.0,109.0,122.0,2299.0,35.0,10.4,1008.5,-5.6,0.0,2.0,0.2,Nongzhanguan
133,134,2013,3,6,13,189.0,201.0,116.0,131.0,2500.0,35.0,11.5,1007.6,-5.1,0.0,11.0,0.8,Nongzhanguan
134,135,2013,3,6,14,204.0,223.0,118.0,138.0,2700.0,35.0,13.2,1006.9,-4.5,0.0,12.0,1.0,Nongzhanguan
135,136,2013,3,6,15,227.0,245.0,119.0,153.0,2899.0,35.0,14.7,1007.0,-4.6,0.0,13.0,1.3,Nongzhanguan
136,137,2013,3,6,16,237.0,257.0,133.0,166.0,3100.0,35.0,14.6,1007.2,-4.7,0.0,12.0,0.0,Nongzhanguan
137,138,2013,3,6,17,232.0,247.0,134.0,176.0,3200.0,30.0,11.8,1007.9,-4.4,0.0,14.0,0.6,Nongzhanguan
138,139,2013,3,6,18,232.0,249.0,146.0,179.0,3399.0,14.0,8.5,1008.5,-4.0,0.0,15.0,0.0,Nongzhanguan
139,140,2013,3,6,19,235.0,258.0,142.0,177.0,3500.0,14.0,8.5,1009.3,-4.4,0.0,16.0,0.4,Nongzhanguan
140,141,2013,3,6,20,235.0,262.0,140.0,173.0,3500.0,14.0,5.8,1009.9,-3.6,0.0,16.0,0.2,Nongzhanguan
141,142,2013,3,6,21,238.0,260.0,139.0,165.0,3700.0,14.0,5.3,1009.4,-4.0,0.0,16.0,0.7,Nongzhanguan
142,143,2013,3,6,22,234.0,257.0,140.0,158.0,3700.0,14.0,8.3,1009.3,-3.6,0.0,10.0,1.8,Nongzhanguan
143,144,2013,3,6,23,234.0,251.0,130.0,156.0,4099.0,14.0,5.0,1009.4,-3.3,0.0,6.0,1.0,Nongzhanguan
144,145,2013,3,7,0,231.0,249.0,121.0,151.0,3899.0,14.0,2.9,1009.2,-3.2,0.0,1.0,0.6,Nongzhanguan
145,146,2013,3,7,1,226.0,236.0,126.0,146.0,3600.0,14.0,2.2,1009.0,-3.3,0.0,16.0,1.6,Nongzhanguan
146,147,2013,3,7,2,228.0,241.0,122.0,140.0,3500.0,14.0,3.3,1008.9,-3.3,0.0,2.0,1.6,Nongzhanguan
147,148,2013,3,7,3,230.0,250.0,104.0,136.0,3600.0,14.0,1.2,1008.3,-3.9,0.0,11.0,0.4,Nongzhanguan
148,149,2013,3,7,4,227.0,245.0,74.0,153.0,6500.0,14.0,0.9,1008.5,-2.5,0.0,5.0,1.4,Nongzhanguan
149,150,2013,3,7,5,291.0,321.0,69.0,159.0,7200.0,14.0,0.5,1008.6,-3.4,0.0,1.0,0.9,Nongzhanguan
150,151,2013,3,7,6,314.0,337.0,88.0,165.0,6500.0,14.0,-0.4,1008.4,-3.3,0.0,1.0,0.1,Nongzhanguan
151,152,2013,3,7,7,318.0,331.0,87.0,157.0,5500.0,14.0,2.6,1008.7,-1.8,0.0,4.0,0.0,Nongzhanguan
152,153,2013,3,7,8,300.0,301.0,111.0,150.0,5000.0,14.0,8.9,1008.7,-2.1,0.0,3.0,0.9,Nongzhanguan
153,154,2013,3,7,9,281.0,287.0,160.0,149.0,4099.0,14.0,9.4,1007.9,-2.6,0.0,1.0,1.1,Nongzhanguan
154,155,2013,3,7,10,253.0,256.0,153.0,180.0,4500.0,14.0,10.5,1007.2,-2.6,0.0,1.0,1.0,Nongzhanguan
155,156,2013,3,7,11,258.0,273.0,130.0,216.0,4700.0,14.0,14.7,1005.5,-2.3,0.0,3.0,3.2,Nongzhanguan
156,157,2013,3,7,12,299.0,341.0,142.0,273.0,5599.0,14.0,16.0,1003.2,-2.5,0.0,11.0,2.7,Nongzhanguan
157,158,2013,3,7,13,363.0,396.0,136.0,210.0,3899.0,32.0,17.9,1001.8,-3.0,0.0,12.0,2.5,Nongzhanguan
158,159,2013,3,7,14,332.0,336.0,100.0,148.0,3299.0,78.0,18.1,1000.5,-3.4,0.0,13.0,1.8,Nongzhanguan
159,160,2013,3,7,15,317.0,319.0,75.0,106.0,2600.0,102.0,19.5,999.3,-4.8,0.0,13.0,3.0,Nongzhanguan
160,161,2013,3,7,16,214.0,261.0,58.0,94.0,2000.0,102.0,19.1,998.9,-3.8,0.0,11.0,0.9,Nongzhanguan
161,162,2013,3,7,17,150.0,194.0,63.0,87.0,1700.0,102.0,17.3,998.5,-3.5,0.0,10.0,0.4,Nongzhanguan
162,163,2013,3,7,18,195.0,208.0,66.0,118.0,1899.0,102.0,12.5,998.9,-2.2,0.0,4.0,0.7,Nongzhanguan
163,164,2013,3,7,19,188.0,198.0,64.0,144.0,2000.0,34.0,11.2,999.4,-1.6,0.0,4.0,1.0,Nongzhanguan
164,165,2013,3,7,20,178.0,196.0,69.0,190.0,2799.0,102.0,10.2,999.6,0.2,0.0,8.0,0.5,Nongzhanguan
165,166,2013,3,7,21,203.0,257.0,113.0,245.0,4599.0,102.0,8.6,999.5,0.1,0.0,4.0,0.6,Nongzhanguan
166,167,2013,3,7,22,403.0,502.0,122.0,256.0,5400.0,102.0,8.1,1000.1,-0.9,0.0,1.0,0.8,Nongzhanguan
167,168,2013,3,7,23,490.0,535.0,118.0,237.0,5400.0,102.0,7.0,1000.0,-1.4,0.0,10.0,0.4,Nongzhanguan
168,169,2013,3,8,0,493.0,500.0,116.0,223.0,5700.0,102.0,5.4,1000.0,-1.5,0.0,2.0,0.9,Nongzhanguan
169,170,2013,3,8,1,396.0,446.0,105.0,210.0,5099.0,102.0,5.3,1000.2,-1.8,0.0,15.0,0.9,Nongzhanguan
170,171,2013,3,8,2,346.0,391.0,107.0,203.0,4700.0,102.0,4.1,999.9,-2.3,0.0,15.0,0.0,Nongzhanguan
171,172,2013,3,8,3,312.0,340.0,105.0,200.0,4299.0,102.0,3.5,999.8,-2.5,0.0,13.0,0.6,Nongzhanguan
172,173,2013,3,8,4,303.0,329.0,86.0,188.0,4200.0,102.0,3.4,1000.2,-2.6,0.0,16.0,1.0,Nongzhanguan
173,174,2013,3,8,5,294.0,320.0,78.0,180.0,4200.0,102.0,3.4,1001.0,-2.0,0.0,15.0,0.2,Nongzhanguan
174,175,2013,3,8,6,291.0,314.0,72.0,174.0,4000.0,102.0,3.5,1001.6,-2.5,0.0,1.0,0.7,Nongzhanguan
175,176,2013,3,8,7,288.0,309.0,63.0,163.0,5000.0,102.0,6.6,1002.2,-0.9,0.0,9.0,0.1,Nongzhanguan
176,177,2013,3,8,8,284.0,306.0,76.0,161.0,5500.0,102.0,11.6,1002.3,-1.9,0.0,3.0,1.0,Nongzhanguan
177,178,2013,3,8,9,279.0,324.0,100.0,170.0,5200.0,102.0,16.6,1002.6,-3.5,0.0,9.0,1.0,Nongzhanguan
178,179,2013,3,8,10,216.0,233.0,78.54,151.922,,102.0,19.9,1002.4,-5.2,0.0,1.0,0.9,Nongzhanguan
179,180,2013,3,8,11,157.0,135.0,46.0,132.0,2500.0,102.0,21.2,1002.0,-2.7,0.0,10.0,3.1,Nongzhanguan
180,181,2013,3,8,12,105.0,123.0,36.0,111.0,1600.0,102.0,21.7,1001.1,-4.4,0.0,12.0,2.9,Nongzhanguan
181,182,2013,3,8,13,184.0,203.0,43.0,111.0,1800.0,102.0,17.2,1001.0,0.8,0.0,10.0,3.5,Nongzhanguan
182,183,2013,3,8,14,332.0,487.0,98.0,148.0,3899.0,102.0,13.8,1001.2,-0.3,0.0,10.0,4.9,Nongzhanguan
183,184,2013,3,8,15,239.0,284.0,87.0,97.0,2600.0,102.0,11.9,1001.5,-2.0,0.0,3.0,5.1,Nongzhanguan
184,185,2013,3,8,16,155.0,168.0,60.0,64.0,1500.0,101.0,10.9,1001.7,-1.5,0.0,10.0,2.4,Nongzhanguan
185,186,2013,3,8,17,86.0,101.0,46.0,50.0,1000.0,93.0,9.9,1001.9,-1.5,0.0,11.0,1.6,Nongzhanguan
186,187,2013,3,8,18,85.0,90.0,41.0,53.0,1000.0,93.0,9.2,1002.4,-1.0,0.0,10.0,1.3,Nongzhanguan
187,188,2013,3,8,19,88.0,92.0,38.0,68.0,1200.0,93.0,8.4,1002.4,-2.3,0.0,3.0,1.9,Nongzhanguan
188,189,2013,3,8,20,90.0,61.0,37.0,57.0,1000.0,93.0,7.2,1002.2,-3.7,0.0,3.0,3.0,Nongzhanguan
189,190,2013,3,8,21,59.0,65.0,35.0,66.0,1200.0,93.0,6.0,1002.0,-4.5,0.0,3.0,1.9,Nongzhanguan
