,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
38,39,2013,3,2,14,18.0,27.0,23.0,36.0,800.0,44.0,4.1,1024.1,-16.3,0.0,12.0,1.3,Wanshouxigong
39,40,2013,3,2,15,34.0,37.0,44.0,43.0,1100.0,40.0,3.9,1023.5,-15.9,0.0,12.0,1.9,Wanshouxigong
40,41,2013,3,2,16,42.0,56.0,46.0,44.0,1100.0,38.0,3.8,1022.8,-15.0,0.0,12.0,1.0,Wanshouxigong
41,42,2013,3,2,17,56.0,68.0,48.0,46.0,1100.0,37.0,3.1,1022.7,-14.1,0.0,9.0,1.1,Wanshouxigong
42,43,2013,3,2,18,56.0,80.0,51.0,52.0,1100.0,31.0,2.6,1022.5,-13.7,0.0,9.0,1.3,Wanshouxigong
43,44,2013,3,2,19,64.0,88.0,53.0,67.0,1300.0,14.0,0.6,1022.2,-12.8,0.0,12.0,0.5,Wanshouxigong
44,45,2013,3,2,20,72.0,96.0,63.0,83.0,1600.0,2.0,-0.2,1022.3,-11.0,0.0,14.0,1.1,Wanshouxigong
45,46,2013,3,2,21,88.0,118.0,72.0,91.0,1800.0,2.0,-0.1,1021.8,-10.9,0.0,4.0,0.2,Wanshouxigong
46,47,2013,3,2,22,101.0,125.0,82.0,93.0,2000.0,2.0,-2.4,1021.3,-11.7,0.0,12.0,0.6,Wanshouxigong
47,48,2013,3,2,23,108.0,127.0,70.0,92.0,2100.0,2.0,-2.3,1020.3,-12.1,0.0,4.0,0.1,Wanshouxigong
48,49,2013,3,3,0,101.0,108.0,56.0,92.0,2100.0,2.0,-0.6,1019.4,-14.2,0.0,5.0,1.3,Wanshouxigong
49,50,2013,3,3,1,77.0,93.0,62.0,94.0,2299.0,2.0,-0.1,1018.7,-14.5,0.0,6.0,1.4,Wanshouxigong
50,51,2013,3,3,2,97.0,109.0,68.0,92.0,2600.0,2.0,-2.8,1017.3,-13.4,0.0,14.0,0.6,Wanshouxigong
51,52,2013,3,3,3,107.0,120.0,75.0,89.0,2700.0,2.0,-4.4,1016.6,-11.7,0.0,12.0,0.4,Wanshouxigong
52,53,2013,3,3,4,107.0,118.0,76.0,89.0,2799.0,2.0,-5.1,1015.9,-11.5,0.0,16.0,0.7,Wanshouxigong
53,54,2013,3,3,5,104.0,109.0,65.0,86.0,2000.0,2.0,-5.3,1015.7,-11.2,0.0,16.0,1.0,Wanshouxigong
54,55,2013,3,3,6,87.0,94.0,60.0,86.0,2000.0,2.0,-5.8,1015.6,-11.1,0.0,14.0,1.0,Wanshouxigong
55,56,2013,3,3,7,86.0,95.0,69.0,86.0,2000.0,2.0,-3.2,1015.8,-10.3,0.0,7.0,0.6,Wanshouxigong
56,57,2013,3,3,8,84.0,101.0,73.0,86.0,2399.0,2.0,1.7,1015.1,-12.5,0.0,3.0,0.6,Wanshouxigong
57,58,2013,3,3,9,88.0,119.0,83.0,91.0,2799.0,2.0,3.8,1015.0,-12.6,0.0,4.0,0.5,Wanshouxigong
58,59,2013,3,3,10,91.0,127.0,84.0,95.0,2600.0,2.0,7.2,1014.1,-12.1,0.0,12.0,0.8,Wanshouxigong
59,60,2013,3,3,11,93.0,129.0,88.0,102.0,2600.0,4.0,11.1,1012.8,-11.7,0.0,12.0,2.3,Wanshouxigong
60,61,2013,3,3,12,101.0,143.0,79.0,115.0,3000.0,6.0,12.7,1011.9,-12.5,0.0,9.0,1.9,Wanshouxigong
61,62,2013,3,3,13,110.0,152.0,54.0,92.0,2000.0,18.0,13.7,1010.6,-11.7,0.0,9.0,2.3,Wanshouxigong
62,63,2013,3,3,14,92.0,143.0,52.0,86.0,1800.0,35.0,14.7,1010.2,-12.6,0.0,13.0,2.3,Wanshouxigong
63,64,2013,3,3,15,114.0,169.0,43.0,58.0,1300.0,55.0,15.0,1009.6,-12.3,0.0,16.0,2.8,Wanshouxigong
64,65,2013,3,3,16,95.0,146.0,29.0,46.0,1000.0,60.0,13.6,1009.8,-9.6,0.0,16.0,3.2,Wanshouxigong
65,66,2013,3,3,17,77.0,130.0,36.0,57.0,1000.0,50.0,11.6,1010.4,-8.9,0.0,16.0,1.5,Wanshouxigong
66,67,2013,3,3,18,84.0,159.0,65.0,102.0,1600.0,16.0,8.6,1011.4,-8.0,0.0,15.0,1.3,Wanshouxigong
67,68,2013,3,3,19,123.0,225.0,66.0,116.0,1800.0,2.0,9.6,1012.4,-12.3,0.0,15.0,2.9,Wanshouxigong
68,69,2013,3,3,20,150.0,242.0,69.0,120.0,2200.0,2.0,12.1,1012.6,-13.0,0.0,14.0,0.8,Wanshouxigong
69,70,2013,3,3,21,147.0,191.0,23.0,80.0,1100.0,2.0,5.1,1012.8,-12.4,0.0,4.0,0.2,Wanshouxigong
70,71,2013,3,3,22,62.0,68.0,14.0,73.0,800.0,2.0,3.5,1012.9,-10.9,0.0,16.0,1.0,Wanshouxigong
71,72,2013,3,3,23,27.0,41.0,20.0,89.0,1600.0,2.0,9.6,1013.8,-11.7,0.0,5.0,1.9,Wanshouxigong
72,73,2013,3,4,0,33.0,46.0,21.0,85.0,2000.0,2.0,9.6,1014.8,-11.7,0.0,6.0,2.6,Wanshouxigong
73,74,2013,3,4,1,31.0,36.0,31.0,73.0,1200.0,2.0,8.8,1015.6,-11.8,0.0,5.0,2.1,Wanshouxigong
74,75,2013,3,4,2,23.0,31.0,10.0,25.0,500.0,44.0,7.8,1016.1,-11.6,0.0,5.0,2.1,Wanshouxigong
75,76,2013,3,4,3,10.0,27.0,5.0,17.0,400.0,56.0,7.6,1015.9,-11.7,0.0,6.0,2.8,Wanshouxigong
76,77,2013,3,4,4,8.0,16.0,12.0,32.0,500.0,37.0,4.8,1016.8,-12.2,0.0,5.0,0.4,Wanshouxigong
77,78,2013,3,4,5,9.0,22.0,15.0,23.0,400.0,44.0,1.9,1017.4,-11.6,0.0,1.0,1.0,Wanshouxigong
78,79,2013,3,4,6,4.0,24.0,18.0,32.0,600.0,33.0,1.0,1018.1,-10.5,0.0,8.0,0.0,Wanshouxigong
79,80,2013,3,4,7,8.0,22.0,22.0,53.0,900.0,11.0,6.6,1019.0,-11.1,0.0,13.0,0.8,Wanshouxigong
80,81,2013,3,4,8,9.0,28.0,32.0,61.0,1100.0,8.0,9.0,1019.8,-11.1,0.0,5.0,2.0,Wanshouxigong
81,82,2013,3,4,9,12.0,29.0,22.0,37.0,600.0,36.0,10.7,1019.8,-12.7,0.0,2.0,2.5,Wanshouxigong
82,83,2013,3,4,10,11.0,13.0,15.0,25.0,500.0,51.0,11.6,1019.7,-12.7,0.0,6.0,2.5,Wanshouxigong
83,84,2013,3,4,11,12.0,14.0,11.0,19.0,400.0,60.0,13.1,1019.0,-13.0,0.0,5.0,1.4,Wanshouxigong
84,85,2013,3,4,12,15.0,16.0,12.0,19.0,400.0,63.0,14.3,1018.1,-12.9,0.0,10.0,0.8,Wanshouxigong
85,86,2013,3,4,13,13.0,16.0,11.0,18.0,400.0,67.0,14.5,1017.0,-13.7,0.0,1.0,1.3,Wanshouxigong
86,87,2013,3,4,14,8.0,13.0,9.0,20.0,400.0,69.0,15.8,1016.1,-12.6,0.0,13.0,2.5,Wanshouxigong
87,88,2013,3,4,15,10.0,15.0,11.0,25.0,400.0,67.0,15.1,1015.4,-14.2,0.0,9.0,2.0,Wanshouxigong
88,89,2013,3,4,16,12.0,18.0,10.0,28.0,400.0,75.0,14.6,1015.0,-13.6,0.0,12.0,2.3,Wanshouxigong
89,90,2013,3,4,17,23.0,26.0,8.0,28.0,500.0,87.0,12.8,1015.2,-11.7,0.0,16.0,2.9,Wanshouxigong
90,91,2013,3,4,18,29.0,38.0,13.0,43.0,500.0,63.0,11.2,1015.7,-11.6,0.0,16.0,2.3,Wanshouxigong
91,92,2013,3,4,19,32.0,66.0,16.0,65.0,700.0,32.0,9.5,1015.9,-10.6,0.0,12.0,1.5,Wanshouxigong
92,93,2013,3,4,20,40.0,92.0,25.0,78.0,1100.0,14.0,7.8,1016.1,-10.6,0.0,16.0,0.6,Wanshouxigong
93,94,2013,3,4,21,56.0,104.0,38.0,88.0,1399.0,4.0,6.9,1016.3,-10.4,0.0,9.0,2.2,Wanshouxigong
94,95,2013,3,4,22,71.0,111.0,35.0,83.0,1399.0,7.0,6.6,1016.0,-10.2,0.0,9.0,1.3,Wanshouxigong
95,96,2013,3,4,23,76.0,105.0,52.0,71.0,1399.0,87.0,4.9,1015.0,-9.7,0.0,14.0,1.2,Wanshouxigong
96,97,2013,3,5,0,82.0,106.0,86.0,63.0,1300.0,87.0,5.0,1014.6,-8.9,0.0,13.0,0.7,Wanshouxigong
97,98,2013,3,5,1,93.0,124.0,82.0,58.0,1300.0,87.0,3.7,1013.9,-8.4,0.0,11.0,2.7,Wanshouxigong
98,99,2013,3,5,2,107.0,138.0,,56.0,1399.0,87.0,2.3,1013.5,-7.9,0.0,14.0,0.9,Wanshouxigong
99,100,2013,3,5,3,114.0,130.0,4.0,59.0,,87.0,-0.4,1013.0,-7.7,0.0,16.0,1.1,Wanshouxigong
100,101,2013,3,5,4,125.0,137.0,5.0,,1800.0,87.0,-1.1,1012.9,-8.1,0.0,14.0,0.9,Wanshouxigong
101,102,2013,3,5,5,138.0,149.0,59.0,74.0,2200.0,87.0,-1.9,1012.9,-7.8,0.0,3.0,0.0,Wanshouxigong
102,103,2013,3,5,6,132.0,145.0,63.0,79.0,2399.0,87.0,-0.1,1012.6,-9.0,0.0,6.0,0.6,Wanshouxigong
103,104,2013,3,5,7,129.0,137.0,67.0,82.0,2799.0,87.0,2.4,1012.5,-7.5,0.0,2.0,0.0,Wanshouxigong
104,105,2013,3,5,8,118.0,136.0,80.0,90.0,3399.0,87.0,7.2,1012.3,-8.8,0.0,2.0,1.0,Wanshouxigong
105,106,2013,3,5,9,117.0,150.0,117.0,97.0,3100.0,87.0,9.0,1011.7,-8.6,0.0,2.0,1.9,Wanshouxigong
106,107,2013,3,5,10,126.0,172.0,90.0,108.0,3000.0,87.0,10.3,1011.0,-8.9,0.0,6.0,1.7,Wanshouxigong
107,108,2013,3,5,11,133.0,180.0,83.0,108.0,2600.0,87.0,11.4,1010.2,-9.0,0.0,1.0,0.8,Wanshouxigong
108,109,2013,3,5,12,138.0,169.0,73.0,101.0,2000.0,25.0,13.2,1008.6,-8.7,0.0,13.0,0.8,Wanshouxigong
109,110,2013,3,5,13,134.0,157.0,72.0,116.0,2100.0,87.0,14.7,1007.4,-8.1,0.0,12.0,1.3,Wanshouxigong
110,111,2013,3,5,14,142.0,161.0,79.0,140.0,2399.0,87.0,15.4,1006.5,-7.5,0.0,2.0,1.0,Wanshouxigong
111,112,2013,3,5,15,168.0,187.0,102.0,132.0,2200.0,87.0,15.9,1006.2,-7.1,0.0,12.0,0.9,Wanshouxigong
112,113,2013,3,5,16,193.0,217.0,100.0,95.0,1700.0,87.0,14.9,1006.0,-6.7,0.0,11.0,0.9,Wanshouxigong
113,114,2013,3,5,17,184.0,208.0,104.0,75.0,1500.0,78.0,11.3,1006.5,-5.7,0.0,7.0,0.7,Wanshouxigong
114,115,2013,3,5,18,180.0,194.0,104.0,82.0,1500.0,78.0,11.3,1007.0,-5.7,0.0,1.0,0.7,Wanshouxigong
115,116,2013,3,5,19,185.0,206.0,88.0,146.0,2200.0,78.0,6.8,1007.6,-5.9,0.0,3.0,0.0,Wanshouxigong
116,117,2013,3,5,20,198.0,230.0,85.0,145.0,2299.0,78.0,5.7,1007.9,-5.6,0.0,16.0,0.6,Wanshouxigong
117,118,2013,3,5,21,202.0,234.0,88.0,145.0,3100.0,78.0,4.6,1007.9,-5.5,0.0,16.0,0.6,Wanshouxigong
118,119,2013,3,5,22,216.0,233.0,96.0,142.0,2700.0,78.0,4.4,1007.9,-5.4,0.0,6.0,0.9,Wanshouxigong
119,120,2013,3,5,23,214.0,220.0,100.0,154.0,3399.0,78.0,7.9,1007.5,-6.6,0.0,2.0,0.5,Wanshouxigong
120,121,2013,3,6,0,220.0,232.0,110.0,148.0,3100.0,78.0,4.8,1007.5,-6.2,0.0,15.0,0.4,Wanshouxigong
121,122,2013,3,6,1,229.0,232.0,99.0,136.0,2799.0,78.0,2.5,1007.3,-5.6,0.0,13.0,0.4,Wanshouxigong
122,123,2013,3,6,2,220.0,226.0,102.0,138.0,3000.0,78.0,2.3,1007.0,-5.4,0.0,7.0,0.9,Wanshouxigong
123,124,2013,3,6,3,159.0,208.0,82.0,129.0,2600.0,78.0,3.6,1006.9,-5.6,0.0,16.0,1.0,Wanshouxigong
124,125,2013,3,6,4,149.0,187.0,77.0,131.0,2799.0,78.0,4.7,1006.7,-6.0,0.0,2.0,0.5,Wanshouxigong
125,126,2013,3,6,5,186.0,187.0,75.0,131.0,2799.0,78.0,4.9,1006.8,-5.5,0.0,3.0,1.2,Wanshouxigong
126,127,2013,3,6,6,187.0,188.0,79.0,137.0,3000.0,78.0,5.3,1007.5,-5.7,0.0,15.0,1.5,Wanshouxigong
127,128,2013,3,6,7,186.0,200.0,86.0,128.0,2700.0,78.0,6.7,1008.2,-5.6,0.0,15.0,0.7,Wanshouxigong
128,129,2013,3,6,8,193.0,207.0,102.0,117.0,2799.0,78.0,7.6,1008.2,-4.8,0.0,15.0,1.0,Wanshouxigong
129,130,2013,3,6,9,194.0,215.0,88.0,100.0,2299.0,78.0,8.7,1008.1,-5.6,0.0,7.0,1.0,Wanshouxigong
130,131,2013,3,6,10,181.0,202.0,87.0,101.0,2600.0,78.0,9.6,1007.8,-5.1,0.0,5.0,1.3,Wanshouxigong
131,132,2013,3,6,11,177.0,199.0,105.0,106.0,3000.0,78.0,11.4,1006.7,-4.3,0.0,3.0,0.4,Wanshouxigong
132,133,2013,3,6,12,187.0,207.0,107.0,104.0,2600.0,78.0,12.2,1006.0,-4.5,0.0,16.0,0.8,Wanshouxigong
133,134,2013,3,6,13,192.0,218.0,116.0,112.0,2700.0,78.0,13.4,1005.3,-4.3,0.0,15.0,0.6,Wanshouxigong
134,135,2013,3,6,14,209.0,231.0,128.0,116.0,2799.0,78.0,14.6,1004.6,-4.2,0.0,9.0,1.6,Wanshouxigong
135,136,2013,3,6,15,226.0,244.0,138.0,122.0,3200.0,78.0,14.5,1004.6,-4.3,0.0,13.0,1.8,Wanshouxigong
136,137,2013,3,6,16,224.0,253.0,144.0,130.0,3299.0,78.0,13.8,1004.5,-4.0,0.0,12.0,1.1,Wanshouxigong
137,138,2013,3,6,17,225.0,260.0,146.0,129.0,3299.0,67.0,12.0,1005.2,-3.8,0.0,13.0,1.0,Wanshouxigong
138,139,2013,3,6,18,227.0,270.0,138.0,131.0,3200.0,8.0,8.6,1006.2,-3.6,0.0,15.0,0.0,Wanshouxigong
139,140,2013,3,6,19,228.0,278.0,125.0,134.0,3500.0,8.0,6.0,1006.8,-3.7,0.0,4.0,0.0,Wanshouxigong
140,141,2013,3,6,20,236.0,282.0,114.0,135.0,3700.0,8.0,4.7,1007.6,-3.3,0.0,16.0,0.0,Wanshouxigong
141,142,2013,3,6,21,247.0,293.0,110.0,134.0,4400.0,8.0,5.0,1007.1,-3.1,0.0,16.0,1.0,Wanshouxigong
142,143,2013,3,6,22,253.0,285.0,118.0,131.0,4700.0,8.0,6.8,1006.8,-2.9,0.0,14.0,0.8,Wanshouxigong
143,144,2013,3,6,23,254.0,280.0,134.0,130.0,4799.0,8.0,5.4,1006.9,-2.9,0.0,16.0,0.9,Wanshouxigong
144,145,2013,3,7,0,258.0,292.0,123.0,129.0,5299.0,8.0,5.2,1006.6,-2.9,0.0,14.0,2.4,Wanshouxigong
145,146,2013,3,7,1,270.0,316.0,103.0,124.0,5200.0,8.0,3.3,1006.5,-3.1,0.0,10.0,1.1,Wanshouxigong
146,147,2013,3,7,2,280.0,317.0,100.0,118.0,4500.0,8.0,2.2,1006.0,-3.1,0.0,15.0,0.8,Wanshouxigong
147,148,2013,3,7,3,264.0,285.0,98.0,110.0,4099.0,8.0,1.0,1005.7,-3.5,0.0,15.0,1.1,Wanshouxigong
148,149,2013,3,7,4,249.0,263.0,78.0,107.0,4799.0,8.0,0.0,1005.7,-3.6,0.0,15.0,1.0,Wanshouxigong
149,150,2013,3,7,5,243.0,257.0,69.0,105.0,4799.0,8.0,-0.4,1005.7,-3.1,0.0,5.0,0.2,Wanshouxigong
150,151,2013,3,7,6,243.0,256.0,61.0,104.0,5700.0,8.0,-0.3,1005.7,-2.7,0.0,14.0,0.9,Wanshouxigong
151,152,2013,3,7,7,240.0,259.0,60.0,106.0,5799.0,8.0,3.6,1006.0,-0.6,0.0,14.0,0.6,Wanshouxigong
152,153,2013,3,7,8,249.0,275.0,81.0,121.0,6700.0,8.0,9.4,1005.7,-0.8,0.0,4.0,0.1,Wanshouxigong
153,154,2013,3,7,9,262.0,306.0,137.0,158.0,6000.0,8.0,10.1,1005.2,-1.0,0.0,16.0,0.9,Wanshouxigong
154,155,2013,3,7,10,292.0,349.0,120.0,206.0,7599.0,8.0,12.8,1004.4,-0.8,0.0,15.0,1.0,Wanshouxigong
155,156,2013,3,7,11,327.0,407.0,130.0,241.0,8599.0,8.0,15.6,1002.7,-2.4,0.0,10.0,1.6,Wanshouxigong
156,157,2013,3,7,12,389.0,454.0,150.0,221.0,6099.0,8.0,16.1,1000.7,-2.4,0.0,12.0,2.2,Wanshouxigong
157,158,2013,3,7,13,366.0,400.0,137.0,167.0,3799.0,25.0,17.2,999.3,-2.5,0.0,13.0,2.1,Wanshouxigong
158,159,2013,3,7,14,294.0,336.0,99.0,110.0,3200.0,62.0,18.8,997.9,-2.8,0.0,12.0,2.4,Wanshouxigong
159,160,2013,3,7,15,338.0,338.0,78.0,94.0,2600.0,70.0,18.4,996.7,-1.5,0.0,12.0,2.1,Wanshouxigong
160,161,2013,3,7,16,190.0,274.0,56.0,59.0,1600.0,94.0,18.2,996.1,-1.1,0.0,12.0,0.8,Wanshouxigong
161,162,2013,3,7,17,159.0,202.0,70.0,81.0,1700.0,94.0,15.1,995.8,-1.1,0.0,16.0,1.0,Wanshouxigong
162,163,2013,3,7,18,208.0,226.0,73.0,117.0,1700.0,94.0,10.9,996.4,-0.6,0.0,15.0,0.9,Wanshouxigong
163,164,2013,3,7,19,197.0,212.0,62.0,136.0,1500.0,2.0,10.5,996.8,-0.6,0.0,6.0,1.3,Wanshouxigong
164,165,2013,3,7,20,153.0,190.0,66.0,147.0,2200.0,94.0,12.9,996.9,-2.6,0.0,6.0,0.0,Wanshouxigong
165,166,2013,3,7,21,193.0,251.0,92.0,184.0,3500.0,94.0,11.0,996.8,-1.4,0.0,15.0,0.6,Wanshouxigong
166,167,2013,3,7,22,304.0,380.0,103.0,191.0,4599.0,94.0,8.1,997.1,-1.4,0.0,5.0,1.3,Wanshouxigong
167,168,2013,3,7,23,400.0,468.0,98.0,182.0,4500.0,94.0,8.8,997.2,-1.1,0.0,1.0,1.2,Wanshouxigong
168,169,2013,3,8,0,410.0,454.0,106.0,178.0,4500.0,94.0,5.0,997.3,-1.9,0.0,14.0,1.0,Wanshouxigong
169,170,2013,3,8,1,421.0,431.0,74.0,172.0,4700.0,94.0,4.9,997.5,-1.8,0.0,5.0,0.4,Wanshouxigong
170,171,2013,3,8,2,379.0,431.0,74.0,164.0,4700.0,94.0,6.1,997.4,-1.8,0.0,6.0,0.6,Wanshouxigong
171,172,2013,3,8,3,316.0,375.0,94.0,157.0,4200.0,94.0,3.9,997.3,-2.1,0.0,8.0,0.7,Wanshouxigong
172,173,2013,3,8,4,282.0,312.0,65.0,148.0,4700.0,94.0,3.4,997.6,-2.0,0.0,2.0,1.3,Wanshouxigong
173,174,2013,3,8,5,287.0,319.0,52.0,158.0,6000.0,94.0,3.0,998.3,-2.1,0.0,1.0,0.8,Wanshouxigong
174,175,2013,3,8,6,289.0,333.0,49.0,162.0,7000.0,94.0,2.9,998.9,-1.8,0.0,12.0,0.4,Wanshouxigong
175,176,2013,3,8,7,338.0,342.0,48.0,164.0,7500.0,94.0,7.2,999.5,-0.3,0.0,3.0,1.1,Wanshouxigong
176,177,2013,3,8,8,330.0,352.0,66.0,165.0,7400.0,94.0,12.3,999.9,-0.3,0.0,1.0,0.2,Wanshouxigong
177,178,2013,3,8,9,340.0,377.0,118.0,198.0,8300.0,94.0,16.2,1000.2,-1.0,0.0,14.0,0.9,Wanshouxigong
178,179,2013,3,8,10,360.0,398.0,115.668,220.9028,,94.0,18.7,999.9,-1.2,0.0,13.0,1.1,Wanshouxigong
179,180,2013,3,8,11,284.0,198.0,79.0,187.0,4700.0,94.0,21.1,999.6,-3.5,0.0,12.0,3.3,Wanshouxigong
180,181,2013,3,8,12,174.0,166.0,48.0,119.0,2299.0,94.0,22.2,998.4,-3.3,0.0,9.0,2.7,Wanshouxigong
181,182,2013,3,8,13,156.0,174.0,41.0,72.0,1399.0,94.0,22.9,997.4,-3.5,0.0,13.0,2.7,Wanshouxigong
182,183,2013,3,8,14,138.0,304.0,47.0,61.0,1300.0,94.0,16.7,997.5,1.1,0.0,1.0,4.6,Wanshouxigong
183,184,2013,3,8,15,264.0,460.0,92.0,106.0,2700.0,94.0,13.5,998.2,0.5,0.0,1.0,3.8,Wanshouxigong
184,185,2013,3,8,16,181.0,253.0,71.0,75.0,1300.0,86.0,11.5,999.0,-0.7,0.0,10.0,1.6,Wanshouxigong
185,186,2013,3,8,17,115.0,132.0,49.0,56.0,600.0,86.0,9.7,999.0,-1.1,0.0,1.0,3.2,Wanshouxigong
186,187,2013,3,8,18,56.0,69.0,38.0,46.0,600.0,86.0,8.7,999.6,-1.7,0.0,1.0,0.8,Wanshouxigong
187,188,2013,3,8,19,43.0,72.0,35.0,49.0,900.0,86.0,8.6,999.6,-0.7,0.0,1.0,2.2,Wanshouxigong
188,189,2013,3,8,20,55.0,72.0,37.0,54.0,1100.0,86.0,7.5,999.2,-2.3,0.0,1.0,0.6,Wanshouxigong
189,190,2013,3,8,21,49.0,52.0,33.0,42.0,1100.0,86.0,7.4,998.9,-2.1,0.0,1.0,1.7,Wanshouxigong
190,191,2013,3,8,22,50.0,60.0,38.0,68.0,1600.0,86.0,6.7,998.1,-3.6,0.0,1.0,2.5,Wanshouxigong
