,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
27,28,2013,3,2,3,15.0,24.0,20.0,12.0,1000.0,46.0,-1.2,1028.6,-17.9,0.0,2.0,1.1,Gucheng
28,29,2013,3,2,4,13.0,16.0,21.0,24.0,1200.0,37.0,-1.3,1028.7,-18.9,0.0,5.0,1.1,Gucheng
29,30,2013,3,2,5,12.0,23.0,26.0,11.0,1200.0,50.0,-1.3,1028.0,-18.4,0.0,2.0,1.4,Gucheng
30,31,2013,3,2,6,12.0,12.0,18.0,,1000.0,62.0,-1.6,1027.5,-18.6,0.0,2.0,0.7,Gucheng
31,32,2013,3,2,7,3.0,6.0,19.0,11.0,1100.0,52.0,-1.3,1028.0,-17.9,0.0,3.0,0.6,Gucheng
32,33,2013,3,2,8,3.0,9.0,22.0,15.0,1200.0,51.0,-0.6,1027.7,-17.8,0.0,6.0,0.9,Gucheng
33,34,2013,3,2,9,10.0,15.0,30.0,27.0,1200.0,42.0,0.3,1027.8,-17.5,0.0,13.0,0.7,Gucheng
34,35,2013,3,2,10,15.0,17.0,34.0,45.0,1300.0,30.0,1.7,1027.2,-17.3,0.0,13.0,1.9,Gucheng
35,36,2013,3,2,11,20.0,31.0,27.0,45.0,1399.0,31.0,2.5,1026.4,-17.1,0.0,12.0,2.0,Gucheng
36,37,2013,3,2,12,26.0,36.0,26.0,23.0,1200.0,49.0,3.1,1025.1,-17.2,0.0,12.0,2.2,Gucheng
37,38,2013,3,2,13,31.0,43.0,23.0,6.0,1100.0,65.0,3.5,1023.7,-17.4,0.0,11.0,1.2,Gucheng
38,39,2013,3,2,14,32.0,36.0,26.0,12.0,1200.0,62.0,3.7,1022.9,-16.7,0.0,11.0,1.1,Gucheng
39,40,2013,3,2,15,36.0,37.0,40.0,22.0,1600.0,59.0,3.8,1022.3,-16.0,0.0,11.0,1.2,Gucheng
40,41,2013,3,2,16,47.0,66.0,47.0,30.0,1600.0,55.0,3.6,1021.7,-15.1,0.0,9.0,1.4,Gucheng
41,42,2013,3,2,17,59.0,80.0,50.0,32.0,1500.0,51.0,3.2,1021.6,-14.5,0.0,11.0,1.4,Gucheng
42,43,2013,3,2,18,63.0,88.0,50.0,36.0,1600.0,50.0,2.8,1021.2,-13.9,0.0,9.0,0.6,Gucheng
43,44,2013,3,2,19,70.0,102.0,62.0,62.0,1899.0,26.0,1.4,1021.1,-13.5,0.0,1.0,0.7,Gucheng
44,45,2013,3,2,20,86.0,125.0,66.0,89.0,2100.0,6.0,1.4,1021.1,-14.7,0.0,1.0,0.9,Gucheng
45,46,2013,3,2,21,98.0,147.0,67.0,84.0,2200.0,7.0,0.5,1020.7,-13.6,0.0,10.0,0.6,Gucheng
46,47,2013,3,2,22,98.0,126.0,71.0,97.0,2500.0,5.0,-0.8,1020.2,-12.7,0.0,7.0,0.6,Gucheng
47,48,2013,3,2,23,86.0,108.0,71.0,97.0,2600.0,5.0,-1.9,1019.2,-11.5,0.0,8.0,0.0,Gucheng
48,49,2013,3,3,0,81.0,108.0,64.0,91.0,2500.0,4.0,-2.5,1018.4,-11.0,0.0,15.0,0.5,Gucheng
49,50,2013,3,3,1,80.0,99.0,66.0,85.0,3000.0,5.0,-2.6,1017.6,-10.9,0.0,13.0,0.2,Gucheng
50,51,2013,3,3,2,84.0,106.0,66.0,74.0,3799.0,5.0,-3.1,1016.2,-11.1,0.0,10.0,0.8,Gucheng
51,52,2013,3,3,3,87.0,137.0,50.0,61.0,2600.0,5.0,-3.6,1015.4,-11.6,0.0,13.0,0.2,Gucheng
52,53,2013,3,3,4,79.0,92.0,42.0,39.0,2100.0,10.0,-4.2,1014.9,-11.2,0.0,3.0,0.0,Gucheng
53,54,2013,3,3,5,54.0,71.0,56.0,78.0,3799.0,5.0,-4.4,1014.5,-11.0,0.0,4.0,0.0,Gucheng
54,55,2013,3,3,6,76.0,94.0,47.0,65.0,3700.0,4.0,-4.7,1014.4,-11.5,0.0,8.0,0.9,Gucheng
55,56,2013,3,3,7,82.0,110.0,46.0,53.0,2899.0,4.0,-2.5,1014.7,-10.3,0.0,11.0,0.9,Gucheng
56,57,2013,3,3,8,78.0,88.0,52.0,52.0,2899.0,6.0,1.2,1014.1,-12.6,0.0,5.0,0.5,Gucheng
57,58,2013,3,3,9,77.0,99.0,60.0,66.0,3399.0,9.0,3.8,1013.6,-12.6,0.0,12.0,0.5,Gucheng
58,59,2013,3,3,10,87.0,113.0,80.0,86.0,3000.0,14.0,6.4,1012.8,-12.2,0.0,10.0,1.4,Gucheng
59,60,2013,3,3,11,97.0,115.0,74.0,94.0,3000.0,16.0,10.5,1011.7,-12.2,0.0,11.0,1.4,Gucheng
60,61,2013,3,3,12,102.0,138.0,68.0,109.0,3100.0,18.0,14.1,1010.4,-12.2,0.0,15.0,3.0,Gucheng
61,62,2013,3,3,13,113.0,184.0,66.0,81.0,2399.0,51.0,16.0,1009.3,-13.5,0.0,15.0,2.6,Gucheng
62,63,2013,3,3,14,127.0,194.0,53.0,51.0,1800.0,71.0,16.6,1008.7,-13.0,0.0,15.0,2.4,Gucheng
63,64,2013,3,3,15,97.0,149.0,19.0,,1000.0,85.0,16.9,1008.3,-13.8,0.0,15.0,3.7,Gucheng
64,65,2013,3,3,16,61.0,112.0,20.0,6.0,1100.0,79.0,15.8,1008.4,-11.7,0.0,15.0,1.9,Gucheng
65,66,2013,3,3,17,44.0,119.0,25.0,13.0,1300.0,80.0,12.1,1009.1,-9.0,0.0,8.0,1.7,Gucheng
66,67,2013,3,3,18,78.0,178.0,81.0,90.0,2299.0,51.0,14.6,1010.1,-13.6,0.0,7.0,4.4,Gucheng
67,68,2013,3,3,19,150.0,268.0,60.0,81.0,2100.0,40.0,13.8,1011.3,-13.3,0.0,14.0,1.2,Gucheng
68,69,2013,3,3,20,126.0,193.0,7.0,,900.0,79.0,12.6,1011.4,-13.4,0.0,15.0,1.4,Gucheng
69,70,2013,3,3,21,34.0,39.0,3.0,,800.0,88.0,10.3,1011.7,-12.4,0.0,15.0,2.1,Gucheng
70,71,2013,3,3,22,14.0,32.0,12.0,3.0,1100.0,63.0,9.4,1011.9,-11.9,0.0,15.0,1.4,Gucheng
71,72,2013,3,3,23,20.0,43.0,24.0,52.0,1800.0,17.0,11.0,1012.7,-11.8,0.0,1.0,0.5,Gucheng
72,73,2013,3,4,0,28.0,59.0,23.0,18.0,1600.0,47.0,10.1,1013.6,-11.9,0.0,6.0,3.5,Gucheng
73,74,2013,3,4,1,23.0,53.0,15.0,,900.0,70.0,9.5,1014.5,-11.8,0.0,5.0,2.0,Gucheng
74,75,2013,3,4,2,16.0,38.0,9.0,,800.0,70.0,8.6,1014.7,-12.5,0.0,15.0,1.0,Gucheng
75,76,2013,3,4,3,13.0,40.0,10.0,,900.0,62.0,8.1,1014.9,-13.0,0.0,4.0,1.6,Gucheng
76,77,2013,3,4,4,13.0,40.0,10.0,2.0,1000.0,52.0,7.2,1015.8,-13.1,0.0,13.0,0.9,Gucheng
77,78,2013,3,4,5,12.0,31.0,8.0,,900.0,64.0,3.7,1016.4,-12.7,0.0,1.0,0.2,Gucheng
78,79,2013,3,4,6,8.0,20.0,5.0,,900.0,78.0,3.2,1016.9,-11.9,0.0,1.0,0.5,Gucheng
79,80,2013,3,4,7,5.0,10.0,4.0,,1000.0,62.0,7.0,1017.9,-12.2,0.0,4.0,0.8,Gucheng
80,81,2013,3,4,8,7.0,21.0,17.0,46.0,1500.0,24.0,8.7,1018.7,-11.3,0.0,10.0,1.5,Gucheng
81,82,2013,3,4,9,15.0,49.0,24.0,39.0,1600.0,31.0,10.1,1018.5,-11.9,0.0,3.0,3.2,Gucheng
82,83,2013,3,4,10,19.0,50.0,21.0,32.0,1399.0,47.0,11.1,1018.4,-12.4,0.0,11.0,1.8,Gucheng
83,84,2013,3,4,11,19.0,35.0,15.0,2.0,1100.0,67.0,12.7,1017.6,-12.5,0.0,3.0,1.8,Gucheng
84,85,2013,3,4,12,18.0,31.0,12.0,,1000.0,72.0,14.3,1016.7,-12.9,0.0,15.0,0.9,Gucheng
85,86,2013,3,4,13,18.0,32.0,9.0,,900.0,84.0,14.8,1015.7,-12.5,0.0,9.0,2.8,Gucheng
86,87,2013,3,4,14,19.0,22.0,11.0,,900.0,81.0,14.8,1014.9,-13.4,0.0,12.0,1.7,Gucheng
87,88,2013,3,4,15,22.0,27.0,12.0,,1000.0,103.0,15.0,1014.2,-14.2,0.0,12.0,2.3,Gucheng
88,89,2013,3,4,16,26.0,36.0,10.0,,900.0,105.0,14.7,1013.8,-12.6,0.0,14.0,1.3,Gucheng
89,90,2013,3,4,17,28.0,34.0,10.0,,1000.0,107.0,12.7,1014.0,-11.1,0.0,14.0,1.8,Gucheng
90,91,2013,3,4,18,32.0,55.0,12.0,3.0,1000.0,94.0,11.2,1014.5,-11.6,0.0,16.0,0.9,Gucheng
91,92,2013,3,4,19,38.0,82.0,17.0,16.0,1100.0,76.0,9.7,1014.7,-10.5,0.0,14.0,1.7,Gucheng
92,93,2013,3,4,20,45.0,96.0,34.0,36.0,1399.0,52.0,8.4,1014.9,-10.5,0.0,11.0,1.0,Gucheng
93,94,2013,3,4,21,57.0,108.0,39.0,42.0,1399.0,44.0,7.8,1015.0,-10.1,0.0,14.0,1.6,Gucheng
94,95,2013,3,4,22,72.0,106.0,51.0,74.0,1899.0,15.0,5.8,1014.6,-10.1,0.0,15.0,0.9,Gucheng
95,96,2013,3,4,23,83.0,156.0,70.0,82.0,2000.0,107.0,5.9,1013.7,-10.0,0.0,15.0,1.3,Gucheng
96,97,2013,3,5,0,99.0,156.0,83.0,85.0,2100.0,107.0,5.7,1013.3,-9.7,0.0,14.0,0.9,Gucheng
97,98,2013,3,5,1,111.0,159.0,63.0,62.0,2100.0,107.0,3.0,1012.7,-8.4,0.0,5.0,0.5,Gucheng
98,99,2013,3,5,2,122.0,162.0,,54.0,1899.0,107.0,1.3,1012.4,-8.0,0.0,2.0,0.2,Gucheng
99,100,2013,3,5,3,122.0,157.0,53.0,70.0,,107.0,0.6,1012.0,-7.9,0.0,15.0,0.1,Gucheng
100,101,2013,3,5,4,111.0,147.0,48.0,,2000.0,107.0,0.5,1011.8,-8.5,0.0,14.0,0.5,Gucheng
101,102,2013,3,5,5,95.0,158.0,50.0,59.0,3299.0,107.0,-0.2,1011.9,-8.2,0.0,8.0,0.4,Gucheng
102,103,2013,3,5,6,86.0,108.0,52.0,77.0,2899.0,107.0,0.1,1011.7,-7.9,0.0,15.0,0.2,Gucheng
103,104,2013,3,5,7,88.0,124.0,63.0,80.0,3299.0,107.0,1.6,1011.5,-8.0,0.0,7.0,0.2,Gucheng
104,105,2013,3,5,8,93.0,134.0,69.0,77.0,4099.0,107.0,5.4,1011.3,-10.0,0.0,10.0,2.3,Gucheng
105,106,2013,3,5,9,98.0,137.0,78.0,87.0,3200.0,107.0,7.7,1010.7,-9.3,0.0,3.0,1.7,Gucheng
106,107,2013,3,5,10,109.0,151.0,78.0,84.0,2899.0,107.0,9.0,1009.9,-9.0,0.0,10.0,2.9,Gucheng
107,108,2013,3,5,11,114.0,141.0,70.0,,1500.0,107.0,10.1,1009.1,-9.1,0.0,10.0,2.0,Gucheng
108,109,2013,3,5,12,115.0,144.0,65.0,,100.0,2.0,12.4,1007.6,-8.8,0.0,10.0,1.6,Gucheng
109,110,2013,3,5,13,120.0,139.0,66.0,,100.0,107.0,13.3,1006.4,-8.6,0.0,7.0,0.9,Gucheng
110,111,2013,3,5,14,125.0,130.0,68.0,,100.0,107.0,14.3,1005.5,-7.8,0.0,10.0,1.6,Gucheng
111,112,2013,3,5,15,133.0,137.0,66.0,,,107.0,14.4,1005.2,-7.7,0.0,1.0,0.6,Gucheng
112,113,2013,3,5,16,146.0,155.0,72.0,,100.0,107.0,13.6,1005.0,-7.2,0.0,1.0,0.7,Gucheng
113,114,2013,3,5,17,162.0,190.0,78.0,,100.0,94.0,12.4,1005.5,-7.1,0.0,5.0,1.1,Gucheng
114,115,2013,3,5,18,174.0,212.0,86.0,,100.0,76.0,10.0,1006.0,-6.4,0.0,5.0,0.0,Gucheng
115,116,2013,3,5,19,186.0,226.0,89.0,,100.0,52.0,7.6,1006.5,-6.2,0.0,10.0,0.0,Gucheng
116,117,2013,3,5,20,203.0,250.0,98.0,,100.0,44.0,6.2,1006.9,-6.1,0.0,14.0,0.7,Gucheng
117,118,2013,3,5,21,217.0,264.0,113.0,,100.0,15.0,5.1,1007.0,-5.6,0.0,15.0,0.8,Gucheng
118,119,2013,3,5,22,224.0,271.0,112.0,,100.0,15.0,4.3,1006.8,-5.2,0.0,15.0,0.1,Gucheng
119,120,2013,3,5,23,228.0,289.0,108.0,,100.0,15.0,3.6,1006.5,-5.1,0.0,4.0,0.2,Gucheng
120,121,2013,3,6,0,216.0,241.0,90.0,,100.0,15.0,3.3,1006.5,-5.4,0.0,4.0,0.0,Gucheng
121,122,2013,3,6,1,200.0,214.0,84.0,,100.0,15.0,2.5,1006.3,-4.7,0.0,4.0,0.2,Gucheng
122,123,2013,3,6,2,192.0,207.0,78.0,,100.0,15.0,2.3,1006.0,-4.7,0.0,7.0,0.2,Gucheng
123,124,2013,3,6,3,185.0,186.0,69.0,,100.0,15.0,2.0,1005.8,-5.4,0.0,14.0,0.5,Gucheng
124,125,2013,3,6,4,148.0,177.0,70.0,,100.0,15.0,2.0,1005.5,-5.4,0.0,15.0,0.0,Gucheng
125,126,2013,3,6,5,144.0,173.0,71.0,,100.0,15.0,2.4,1005.6,-5.3,0.0,3.0,0.8,Gucheng
126,127,2013,3,6,6,174.0,175.0,81.0,,100.0,15.0,3.1,1006.4,-5.8,0.0,10.0,0.6,Gucheng
127,128,2013,3,6,7,178.0,180.0,80.0,,100.0,15.0,4.8,1007.3,-6.2,0.0,2.0,1.6,Gucheng
128,129,2013,3,6,8,193.0,217.0,90.0,,100.0,15.0,6.0,1007.5,-5.7,0.0,7.0,0.6,Gucheng
129,130,2013,3,6,9,209.0,251.0,118.0,,100.0,15.0,7.4,1007.3,-5.0,0.0,5.0,0.0,Gucheng
130,131,2013,3,6,10,209.0,240.0,116.0,150.0,3799.0,11.0,9.6,1006.7,-5.1,0.0,2.0,1.3,Gucheng
131,132,2013,3,6,11,212.0,242.0,109.0,153.0,4400.0,9.0,10.2,1005.7,-4.2,0.0,10.0,1.0,Gucheng
132,133,2013,3,6,12,218.0,277.0,110.0,170.0,4400.0,9.0,11.0,1005.0,-4.7,0.0,9.0,0.8,Gucheng
133,134,2013,3,6,13,234.0,283.0,126.0,180.0,4400.0,9.0,13.5,1004.1,-4.2,0.0,9.0,0.7,Gucheng
134,135,2013,3,6,14,245.0,285.0,124.0,172.0,3799.0,11.0,14.6,1003.4,-4.2,0.0,9.0,1.3,Gucheng
135,136,2013,3,6,15,238.0,284.0,148.0,166.0,3500.0,20.0,14.6,1003.4,-3.7,0.0,14.0,1.6,Gucheng
136,137,2013,3,6,16,162.0,288.0,155.0,153.0,,20.0,14.1,1003.4,-3.7,0.0,16.0,1.2,Gucheng
137,138,2013,3,6,17,3.0,289.0,156.0,143.0,3299.0,25.0,12.3,1004.0,-3.9,0.0,14.0,0.7,Gucheng
138,139,2013,3,6,18,3.0,290.0,162.0,157.0,3500.0,26.0,10.5,1005.0,-3.6,0.0,8.0,0.9,Gucheng
139,140,2013,3,6,19,120.0,307.0,146.0,171.0,3600.0,26.0,7.7,1005.7,-2.6,0.0,8.0,0.9,Gucheng
140,141,2013,3,6,20,248.0,320.0,158.0,170.0,3700.0,26.0,6.1,1006.2,-2.8,0.0,15.0,0.9,Gucheng
141,142,2013,3,6,21,287.0,349.0,151.0,172.0,4099.0,26.0,5.3,1006.0,-2.8,0.0,8.0,0.9,Gucheng
142,143,2013,3,6,22,292.0,347.0,121.0,164.0,4299.0,26.0,5.3,1005.6,-2.8,0.0,13.0,0.7,Gucheng
143,144,2013,3,6,23,272.0,329.0,125.0,166.0,4799.0,26.0,5.9,1005.6,-2.7,0.0,15.0,0.5,Gucheng
144,145,2013,3,7,0,279.0,373.0,114.0,163.0,5200.0,26.0,4.9,1005.4,-2.7,0.0,14.0,1.0,Gucheng
145,146,2013,3,7,1,284.0,391.0,101.0,160.0,5200.0,26.0,4.2,1005.3,-2.9,0.0,8.0,0.9,Gucheng
146,147,2013,3,7,2,280.0,375.0,90.0,150.0,5099.0,26.0,4.0,1004.9,-3.1,0.0,9.0,0.8,Gucheng
147,148,2013,3,7,3,261.0,331.0,63.0,130.0,4700.0,26.0,2.6,1004.5,-3.3,0.0,14.0,0.6,Gucheng
148,149,2013,3,7,4,201.0,248.0,53.0,113.0,4500.0,26.0,1.8,1004.6,-3.3,0.0,6.0,0.6,Gucheng
149,150,2013,3,7,5,149.0,165.0,46.0,104.0,4299.0,26.0,1.1,1004.8,-3.6,0.0,4.0,0.0,Gucheng
150,151,2013,3,7,6,131.0,152.0,39.0,100.0,4299.0,26.0,1.3,1004.7,-3.2,0.0,3.0,0.5,Gucheng
151,152,2013,3,7,7,126.0,165.0,38.0,112.0,5099.0,26.0,4.2,1005.0,-2.0,0.0,16.0,0.7,Gucheng
152,153,2013,3,7,8,154.0,187.0,75.0,171.0,7000.0,26.0,8.6,1004.7,-2.4,0.0,10.0,0.7,Gucheng
153,154,2013,3,7,9,223.0,304.0,168.0,208.0,6099.0,26.0,10.3,1004.1,-2.1,0.0,1.0,0.7,Gucheng
154,155,2013,3,7,10,274.0,345.0,140.0,240.0,6000.0,26.0,13.3,1003.2,-1.5,0.0,10.0,1.4,Gucheng
155,156,2013,3,7,11,301.0,362.0,123.0,,6900.0,26.0,15.5,1001.4,-2.0,0.0,3.0,2.1,Gucheng
156,157,2013,3,7,12,328.0,399.0,94.0,,6299.0,26.0,16.4,999.5,-3.7,0.0,9.0,2.1,Gucheng
157,158,2013,3,7,13,315.0,357.0,85.0,219.0,4099.0,36.0,16.8,998.0,-3.9,0.0,9.0,2.6,Gucheng
158,159,2013,3,7,14,251.0,298.0,53.0,67.0,1800.0,97.0,18.5,996.5,-3.6,0.0,11.0,2.6,Gucheng
159,160,2013,3,7,15,161.0,170.0,59.0,93.0,2100.0,99.0,18.4,995.6,-2.6,0.0,13.0,2.6,Gucheng
160,161,2013,3,7,16,198.0,253.0,64.0,82.0,1899.0,107.0,17.7,995.1,-1.6,0.0,13.0,0.8,Gucheng
161,162,2013,3,7,17,222.0,284.0,77.0,111.0,2299.0,107.0,14.9,994.9,-1.3,0.0,14.0,0.4,Gucheng
162,163,2013,3,7,18,243.0,322.0,84.0,160.0,2799.0,107.0,12.2,995.3,-0.4,0.0,5.0,0.5,Gucheng
163,164,2013,3,7,19,272.0,364.0,91.0,213.0,3799.0,16.0,10.8,995.7,-0.4,0.0,4.0,0.0,Gucheng
164,165,2013,3,7,20,299.0,411.0,96.0,211.0,5700.0,107.0,10.1,995.7,-0.1,0.0,4.0,0.2,Gucheng
165,166,2013,3,7,21,318.0,427.0,87.0,211.0,5200.0,107.0,8.6,995.9,-0.5,0.0,14.0,0.5,Gucheng
166,167,2013,3,7,22,302.0,373.0,77.0,208.0,4900.0,107.0,7.6,996.1,-0.6,0.0,14.0,0.0,Gucheng
167,168,2013,3,7,23,278.0,350.0,79.0,187.0,5299.0,107.0,9.7,996.4,-2.3,0.0,4.0,1.8,Gucheng
168,169,2013,3,8,0,264.0,324.0,69.0,167.0,4400.0,107.0,6.9,996.2,-1.8,0.0,6.0,0.0,Gucheng
169,170,2013,3,8,1,248.0,279.0,71.0,189.0,4500.0,107.0,5.7,996.6,-1.9,0.0,4.0,0.1,Gucheng
170,171,2013,3,8,2,254.0,303.0,68.0,177.0,4200.0,107.0,5.1,996.3,-1.8,0.0,11.0,0.5,Gucheng
171,172,2013,3,8,3,251.0,299.0,64.0,168.0,3899.0,107.0,5.1,996.0,-1.8,0.0,14.0,0.8,Gucheng
172,173,2013,3,8,4,247.0,282.0,68.0,175.0,4700.0,107.0,4.8,996.6,-1.9,0.0,16.0,0.8,Gucheng
173,174,2013,3,8,5,247.0,295.0,59.0,155.0,4200.0,107.0,4.2,997.3,-1.8,0.0,15.0,0.7,Gucheng
174,175,2013,3,8,6,240.0,274.0,65.0,166.0,4299.0,107.0,3.8,997.8,-1.6,0.0,15.0,0.2,Gucheng
175,176,2013,3,8,7,250.0,293.0,59.0,170.0,4900.0,107.0,6.8,998.4,-1.1,0.0,6.0,0.7,Gucheng
176,177,2013,3,8,8,258.0,294.0,73.0,176.0,5900.0,107.0,12.5,998.8,-1.5,0.0,6.0,0.8,Gucheng
177,178,2013,3,8,9,260.0,317.0,83.0,175.0,5000.0,107.0,16.7,999.1,-1.4,0.0,12.0,1.5,Gucheng
178,179,2013,3,8,10,266.0,329.0,83.1096,179.2269,,107.0,19.2,998.8,-3.1,0.0,13.0,1.7,Gucheng
179,180,2013,3,8,11,233.0,262.0,77.0,145.0,2700.0,107.0,20.4,998.4,-1.4,0.0,13.0,2.1,Gucheng
180,181,2013,3,8,12,273.0,386.0,85.0,239.0,3500.0,107.0,21.2,997.2,-4.1,0.0,11.0,3.1,Gucheng
181,182,2013,3,8,13,222.0,268.0,50.0,122.0,2000.0,107.0,22.4,996.2,-3.1,0.0,9.0,1.9,Gucheng
182,183,2013,3,8,14,152.0,232.0,48.0,64.0,1300.0,107.0,18.1,996.0,1.1,0.0,10.0,4.7,Gucheng
183,184,2013,3,8,15,179.0,400.0,70.0,90.0,2200.0,107.0,14.9,997.2,0.7,0.0,3.0,2.6,Gucheng
184,185,2013,3,8,16,245.0,542.0,87.0,158.0,3000.0,106.0,12.7,997.7,0.1,0.0,3.0,2.6,Gucheng
185,186,2013,3,8,17,169.0,298.0,59.0,115.0,1899.0,106.0,10.3,998.0,-1.1,0.0,10.0,2.2,Gucheng
186,187,2013,3,8,18,124.0,200.0,43.0,103.0,1300.0,106.0,9.0,998.6,-2.0,0.0,9.0,0.7,Gucheng
187,188,2013,3,8,19,95.0,113.0,34.0,85.0,1000.0,106.0,8.1,998.6,-1.7,0.0,9.0,0.1,Gucheng
188,189,2013,3,8,20,85.0,102.0,35.0,77.0,1000.0,106.0,7.6,998.3,-1.4,0.0,2.0,0.4,Gucheng
189,190,2013,3,8,21,95.0,129.0,36.0,97.0,1100.0,106.0,6.8,997.9,-2.4,0.0,1.0,0.0,Gucheng
190,191,2013,3,8,22,84.0,88.0,32.0,79.0,1100.0,106.0,6.5,997.1,-1.9,0.0,5.0,1.0,Gucheng
191,192,2013,3,8,23,95.0,107.0,35.0,117.0,1300.0,106.0,5.9,995.7,-2.7,0.0,2.0,0.7,Gucheng
192,193,2013,3,9,0,86.0,90.0,41.0,103.0,1700.0,106.0,4.7,994.3,-3.6,0.0,1.0,0.0,Gucheng
193,194,2013,3,9,1,54.0,72.0,48.0,72.0,1800.0,106.0,4.3,993.1,-3.5,0.0,14.0,1.5,Gucheng
194,195,2013,3,9,2,92.0,101.0,,84.0,1600.0,106.0,4.3,992.1,-3.7,0.0,14.0,1.3,Gucheng
195,196,2013,3,9,3,91.0,97.0,48.0,93.0,,106.0,3.5,990.9,-3.8,0.0,14.0,0.5,Gucheng
196,197,2013,3,9,4,94.0,102.0,42.0,,1300.0,106.0,2.8,989.9,-3.6,0.0,4.0,0.1,Gucheng
197,198,2013,3,9,5,98.0,101.0,47.0,97.0,2200.0,106.0,2.5,990.0,-3.4,0.0,4.0,0.0,Gucheng
198,199,2013,3,9,6,96.0,118.0,40.0,100.0,2200.0,106.0,2.8,990.3,-2.9,0.0,8.0,0.5,Gucheng
199,200,2013,3,9,7,101.0,123.0,43.0,91.0,2200.0,106.0,4.4,990.8,-2.3,0.0,16.0,0.7,Gucheng
200,201,2013,3,9,8,106.0,124.0,46.0,92.0,2000.0,106.0,10.0,991.7,-2.0,0.0,1.0,1.7,Gucheng
201,202,2013,3,9,9,110.0,236.0,57.0,96.0,2000.0,106.0,17.9,994.1,-1.4,0.0,14.0,5.1,Gucheng
