,Sequence Name,Tag identificator,timestamp,date,x,y,z,activity
27501,B01,020-000-032-221,6.33790199783892e+17,27.05.2009 13:19:38:390,1.55379390716553,1.46931898593903,0.956198453903198,walking
27502,B01,010-000-024-033,6.33790199784162e+17,27.05.2009 13:19:38:417,1.53076708316803,1.84274303913116,0.277312844991684,walking
27503,B01,010-000-030-096,6.33790199784433e+17,27.05.2009 13:19:38:443,1.55493986606598,1.5007244348526,0.073158122599125,walking
27504,B01,020-000-033-111,6.33790199784703e+17,27.05.2009 13:19:38:470,1.3654488325119,1.31971287727356,1.30934417247772,walking
27505,B01,020-000-032-221,6.33790199784973e+17,27.05.2009 13:19:38:497,1.54573166370392,1.42890620231628,0.991839051246643,walking
27506,B01,010-000-024-033,6.33790199785244e+17,27.05.2009 13:19:38:523,1.50100386142731,1.85363435745239,0.120079070329666,walking
27507,B01,020-000-033-111,6.33790199785784e+17,27.05.2009 13:19:38:580,1.38821721076965,1.32137405872345,1.32038116455078,walking
27508,B01,020-000-032-221,6.33790199786055e+17,27.05.2009 13:19:38:607,1.54511225223541,1.39739418029785,0.917921960353851,walking
27509,B01,010-000-024-033,6.33790199786325e+17,27.05.2009 13:19:38:633,1.48726081848145,1.83765506744385,0.115789689123631,walking
27510,B01,010-000-030-096,6.33790199786595e+17,27.05.2009 13:19:38:660,1.50839781761169,1.48602545261383,0.056221518665552,walking
27511,B01,020-000-033-111,6.33790199786865e+17,27.05.2009 13:19:38:687,1.37301683425903,1.34841072559357,1.34991693496704,walking
27512,B01,020-000-032-221,6.33790199787136e+17,27.05.2009 13:19:38:713,1.55735003948212,1.47068440914154,0.875529944896698,walking
27513,B01,010-000-024-033,6.33790199787406e+17,27.05.2009 13:19:38:740,1.50607073307037,1.85239040851593,0.149801909923553,walking
27514,B01,020-000-033-111,6.33790199787947e+17,27.05.2009 13:19:38:793,1.37189412117004,1.33073389530182,1.28775811195374,walking
27515,B01,020-000-032-221,6.33790199788217e+17,27.05.2009 13:19:38:823,1.58645498752594,1.47585809230804,0.91205221414566,walking
27516,B01,010-000-024-033,6.33790199788487e+17,27.05.2009 13:19:38:850,1.51222515106201,1.85624730587006,0.189639955759048,walking
27517,B01,010-000-030-096,6.33790199788758e+17,27.05.2009 13:19:38:877,1.5708259344101,1.47919845581055,0.106457874178886,walking
27518,B01,020-000-033-111,6.33790199789028e+17,27.05.2009 13:19:38:903,1.36498832702637,1.33761274814606,1.33648228645325,walking
27519,B01,020-000-032-221,6.33790199789298e+17,27.05.2009 13:19:38:930,1.54609441757202,1.43604052066803,0.93889045715332,walking
27520,B01,010-000-024-033,6.33790199789568e+17,27.05.2009 13:19:38:957,1.48838937282562,1.86202943325043,0.117164343595505,walking
27521,B01,020-000-033-111,6.33790199790109e+17,27.05.2009 13:19:39:010,1.38540256023407,1.31499028205872,1.29869258403778,walking
27522,B01,020-000-032-221,6.33790199790379e+17,27.05.2009 13:19:39:037,1.52715361118317,1.41340851783752,1.00800657272339,walking
27523,B01,010-000-024-033,6.3379019979065e+17,27.05.2009 13:19:39:063,1.48300611972809,1.82783997058868,0.088105499744415,walking
27524,B01,010-000-030-096,6.3379019979092e+17,27.05.2009 13:19:39:093,1.58438396453857,1.48311591148376,0.02425193041563,walking
27525,B01,020-000-033-111,6.3379019979119e+17,27.05.2009 13:19:39:120,1.37950384616852,1.31894052028656,1.27682781219482,walking
27526,B01,020-000-032-221,6.3379019979146e+17,27.05.2009 13:19:39:147,1.55817198753357,1.43780243396759,1.00949108600616,walking
27527,B01,010-000-024-033,6.33790199791731e+17,27.05.2009 13:19:39:173,1.51123237609863,1.90056896209717,0.108740702271461,walking
27528,B01,020-000-033-111,6.33790199792271e+17,27.05.2009 13:19:39:227,1.39977431297302,1.3359158039093,1.32587337493896,walking
27529,B01,020-000-032-221,6.33790199792542e+17,27.05.2009 13:19:39:253,1.59417998790741,1.59477317333221,0.934561431407928,walking
27530,B01,010-000-024-033,6.33790199792812e+17,27.05.2009 13:19:39:280,1.41199231147766,1.67415750026703,0.140104651451111,walking
27531,B01,010-000-030-096,6.33790199793082e+17,27.05.2009 13:19:39:307,1.61751413345337,1.31452834606171,-0.178532376885414,walking
27532,B01,020-000-033-111,6.33790199793353e+17,27.05.2009 13:19:39:337,1.38721930980682,1.3546187877655,1.31364750862122,walking
27533,B01,020-000-032-221,6.33790199793623e+17,27.05.2009 13:19:39:363,1.59248244762421,1.64166879653931,0.911592900753021,walking
27534,B01,010-000-024-033,6.33790199793893e+17,27.05.2009 13:19:39:390,1.4293315410614,1.84335470199585,0.011149992235005,walking
27535,B01,020-000-033-111,6.33790199794434e+17,27.05.2009 13:19:39:443,1.41247761249542,1.39859402179718,1.38004124164581,walking
27536,B01,020-000-032-221,6.33790199794704e+17,27.05.2009 13:19:39:470,1.64546155929565,1.6620512008667,0.913721561431885,walking
27537,B01,010-000-024-033,6.33790199794974e+17,27.05.2009 13:19:39:497,1.45106196403503,1.82767105102539,0.15129342675209,walking
27538,B01,010-000-030-096,6.33790199795245e+17,27.05.2009 13:19:39:523,1.72900331020355,1.14535927772522,-0.21873913705349,walking
27539,B01,020-000-032-221,6.33790199795785e+17,27.05.2009 13:19:39:580,1.63816058635712,1.61724042892456,0.848743140697479,walking
27540,B01,010-000-024-033,6.33790199796055e+17,27.05.2009 13:19:39:607,1.39054679870605,1.6476765871048,0.189150005578995,walking
27541,B01,020-000-033-111,6.33790199796596e+17,27.05.2009 13:19:39:660,1.39157032966614,1.3875470161438,1.35411155223846,walking
27542,B01,020-000-032-221,6.33790199796866e+17,27.05.2009 13:19:39:687,1.69185650348663,1.68445670604706,0.883759379386902,walking
27543,B01,010-000-024-033,6.33790199797137e+17,27.05.2009 13:19:39:713,1.48262786865234,1.77873718738556,0.169564619660378,walking
27544,B01,010-000-030-096,6.33790199797407e+17,27.05.2009 13:19:39:740,1.53780376911163,1.37525629997253,-0.085156694054604,walking
27545,B01,020-000-033-111,6.33790199797677e+17,27.05.2009 13:19:39:767,1.43175172805786,1.40318810939789,1.38942420482636,walking
27546,B01,020-000-032-221,6.33790199797947e+17,27.05.2009 13:19:39:793,1.65938258171082,1.69305670261383,0.939191341400146,walking
27547,B01,010-000-024-033,6.33790199798218e+17,27.05.2009 13:19:39:823,1.3510354757309,1.52611112594605,-0.024552760645747,walking
27548,B01,020-000-033-111,6.33790199798758e+17,27.05.2009 13:19:39:877,1.43809044361115,1.43568277359009,1.41042172908783,walking
27549,B01,020-000-032-221,6.33790199799029e+17,27.05.2009 13:19:39:903,1.67801463603973,1.72723364830017,0.887076199054718,walking
27550,B01,010-000-024-033,6.33790199799299e+17,27.05.2009 13:19:39:930,1.33974730968475,1.65159666538239,-0.006224107928574,walking
27551,B01,010-000-030-096,6.33790199799569e+17,27.05.2009 13:19:39:957,1.66915512084961,1.57072913646698,0.08499176055193,walking
27552,B01,020-000-033-111,6.33790199799839e+17,27.05.2009 13:19:39:983,1.44193077087402,1.40123867988586,1.31967806816101,walking
27553,B01,020-000-032-221,6.3379019980011e+17,27.05.2009 13:19:40:010,1.70513105392456,1.73183989524841,0.913101613521576,walking
27554,B01,010-000-024-033,6.3379019980038e+17,27.05.2009 13:19:40:037,1.46021258831024,1.7557715177536,0.130774468183517,walking
27555,B01,020-000-033-111,6.33790199800921e+17,27.05.2009 13:19:40:093,1.48278439044952,1.41850078105927,1.37439668178558,walking
27556,B01,020-000-032-221,6.33790199801191e+17,27.05.2009 13:19:40:120,1.7437652349472,1.75705552101135,0.869965374469757,walking
27557,B01,010-000-024-033,6.33790199801461e+17,27.05.2009 13:19:40:147,1.46522438526154,1.70376682281494,0.093713223934174,walking
27558,B01,010-000-030-096,6.33790199801732e+17,27.05.2009 13:19:40:173,1.52977585792542,1.69959402084351,0.524755001068115,walking
27559,B01,020-000-033-111,6.33790199802002e+17,27.05.2009 13:19:40:200,1.49309051036835,1.43596887588501,1.36263883113861,walking
27560,B01,020-000-032-221,6.33790199802272e+17,27.05.2009 13:19:40:227,1.75648331642151,1.66787433624268,0.821331441402435,walking
27561,B01,010-000-024-033,6.33790199802542e+17,27.05.2009 13:19:40:253,1.45733547210693,1.78851926326752,0.137360915541649,walking
27562,B01,020-000-033-111,6.33790199803083e+17,27.05.2009 13:19:40:307,1.53983175754547,1.43706405162811,1.3983873128891,walking
27563,B01,020-000-032-221,6.33790199803353e+17,27.05.2009 13:19:40:337,1.83745694160461,1.69443261623383,0.867247343063355,walking
27564,B01,010-000-024-033,6.33790199803624e+17,27.05.2009 13:19:40:363,1.42610144615173,1.77654945850372,0.101168937981129,walking
27565,B01,010-000-030-096,6.33790199803894e+17,27.05.2009 13:19:40:390,1.85737097263336,1.74786531925201,0.219860285520554,walking
27566,B01,020-000-033-111,6.33790199804164e+17,27.05.2009 13:19:40:417,1.6147780418396,1.44945216178894,1.27785885334015,walking
27567,B01,020-000-032-221,6.33790199804434e+17,27.05.2009 13:19:40:443,1.83423399925232,1.62829196453094,0.797487914562225,walking
27568,B01,010-000-024-033,6.33790199804705e+17,27.05.2009 13:19:40:470,1.46094417572021,1.77335667610168,0.088301956653595,walking
27569,B01,010-000-024-033,6.33790199805786e+17,27.05.2009 13:19:40:580,1.35840773582459,1.64772856235504,-0.075251884758473,walking
27570,B01,020-000-033-111,6.33790199806327e+17,27.05.2009 13:19:40:633,1.78554081916809,1.56104028224945,1.24773836135864,walking
27571,B01,020-000-032-221,6.33790199806597e+17,27.05.2009 13:19:40:660,1.99452495574951,1.62763941287994,0.932746767997742,walking
27572,B01,010-000-024-033,6.33790199806867e+17,27.05.2009 13:19:40:687,1.42153573036194,1.60722827911377,-0.156497925519943,walking
27573,B01,020-000-033-111,6.33790199807408e+17,27.05.2009 13:19:40:740,1.85871815681458,1.52294623851776,1.24945044517517,walking
27574,B01,020-000-032-221,6.33790199807678e+17,27.05.2009 13:19:40:767,2.04066371917725,1.68692493438721,0.912126541137695,walking
27575,B01,010-000-024-033,6.33790199807948e+17,27.05.2009 13:19:40:793,1.81300163269043,1.88436019420624,0.615114212036133,walking
27576,B01,020-000-033-111,6.33790199808489e+17,27.05.2009 13:19:40:850,1.90627491474152,1.55724453926086,1.31547975540161,walking
27577,B01,020-000-032-221,6.33790199808759e+17,27.05.2009 13:19:40:877,2.03770565986633,1.56497955322266,0.982684373855591,walking
27578,B01,010-000-024-033,6.3379019980903e+17,27.05.2009 13:19:40:903,1.75638830661774,1.68768179416657,-0.00960049778223,walking
27579,B01,020-000-033-111,6.3379019980957e+17,27.05.2009 13:19:40:957,1.92953169345856,1.58464205265045,1.34828317165375,walking
27580,B01,020-000-032-221,6.3379019980984e+17,27.05.2009 13:19:40:983,1.9692507982254,1.55677533149719,0.92837119102478,walking
27581,B01,010-000-024-033,6.33790199810111e+17,27.05.2009 13:19:41:010,2.03853392601013,1.99071049690247,0.555412471294403,walking
27582,B01,010-000-030-096,6.33790199810381e+17,27.05.2009 13:19:41:037,1.80483198165894,1.47149515151978,-0.107202403247356,walking
27583,B01,020-000-033-111,6.33790199810651e+17,27.05.2009 13:19:41:067,1.96413338184357,1.62343668937683,1.37801957130432,walking
27584,B01,020-000-032-221,6.33790199810922e+17,27.05.2009 13:19:41:093,2.07392001152039,1.61616086959839,0.910884439945221,walking
27585,B01,020-000-033-111,6.33790199811732e+17,27.05.2009 13:19:41:173,1.99576151371002,1.66152381896973,1.3827828168869,walking
27586,B01,020-000-032-221,6.33790199812003e+17,27.05.2009 13:19:41:200,2.07223916053772,1.58112251758575,0.914144217967987,walking
27587,B01,010-000-030-096,6.33790199812543e+17,27.05.2009 13:19:41:253,1.99370324611664,1.6063586473465,-0.120283216238022,walking
27588,B01,020-000-033-111,6.33790199812814e+17,27.05.2009 13:19:41:280,2.01103758811951,1.69660472869873,1.36001574993134,walking
27589,B01,020-000-032-221,6.33790199813084e+17,27.05.2009 13:19:41:310,2.14801979064941,1.66156244277954,0.877200722694397,walking
27590,B01,010-000-024-033,6.33790199813354e+17,27.05.2009 13:19:41:337,2.2041482925415,2.06938028335571,0.130109518766403,walking
27591,B01,020-000-033-111,6.33790199813895e+17,27.05.2009 13:19:41:390,2.04733896255493,1.69929850101471,1.26986467838287,walking
27592,B01,020-000-032-221,6.33790199814165e+17,27.05.2009 13:19:41:417,2.19222450256348,1.60648787021637,0.784682631492615,walking
27593,B01,010-000-030-096,6.33790199814706e+17,27.05.2009 13:19:41:470,1.95212471485138,1.50531256198883,-0.059962768107653,walking
27594,B01,020-000-033-111,6.33790199814976e+17,27.05.2009 13:19:41:497,2.09254837036133,1.71899366378784,1.09357762336731,walking
27595,B01,020-000-032-221,6.33790199815246e+17,27.05.2009 13:19:41:523,2.27064681053162,1.74162983894348,0.886145293712616,walking
27596,B01,020-000-033-111,6.33790199816057e+17,27.05.2009 13:19:41:607,2.14869618415833,1.76679837703705,1.01775443553925,walking
27597,B01,020-000-032-221,6.33790199816327e+17,27.05.2009 13:19:41:633,2.29762172698975,1.74664747714996,0.897393703460693,walking
27598,B01,010-000-024-033,6.33790199816598e+17,27.05.2009 13:19:41:660,2.15799832344055,1.94033443927765,0.209319174289703,walking
27599,B01,010-000-030-096,6.33790199816868e+17,27.05.2009 13:19:41:687,1.96160733699799,1.429722905159,0.105787560343742,walking
27600,B01,020-000-033-111,6.33790199817138e+17,27.05.2009 13:19:41:713,2.16923189163208,1.82528078556061,1.07969522476196,walking
27601,B01,020-000-032-221,6.33790199817409e+17,27.05.2009 13:19:41:740,2.34208083152771,1.75872600078583,0.866432964801788,walking
27602,B01,010-000-024-033,6.33790199817679e+17,27.05.2009 13:19:41:767,2.30645155906677,2.09316182136536,0.206832095980644,walking
27603,B01,020-000-033-111,6.33790199818219e+17,27.05.2009 13:19:41:823,2.30021142959595,1.70503926277161,1.17003905773163,walking
27604,B01,020-000-032-221,6.3379019981849e+17,27.05.2009 13:19:41:850,2.36201024055481,1.78658604621887,0.793479561805725,walking
27605,B01,010-000-024-033,6.3379019981876e+17,27.05.2009 13:19:41:877,2.07991766929626,1.84516036510468,0.17314438521862,walking
27606,B01,010-000-030-096,6.3379019981903e+17,27.05.2009 13:19:41:903,2.18821907043457,1.71047127246857,0.034215301275253,walking
27607,B01,020-000-033-111,6.33790199819301e+17,27.05.2009 13:19:41:930,2.25960516929626,1.59509754180908,1.49658370018005,walking
27608,B01,020-000-032-221,6.33790199819571e+17,27.05.2009 13:19:41:957,2.74580454826355,1.76355016231537,0.821579992771149,walking
27609,B01,010-000-024-033,6.33790199819841e+17,27.05.2009 13:19:41:983,2.25447845458984,2.06095790863037,0.292093694210052,walking
27610,B01,020-000-033-111,6.33790199820382e+17,27.05.2009 13:19:42:037,2.30200719833374,1.60203111171722,1.37615597248077,walking
27611,B01,020-000-032-221,6.33790199820652e+17,27.05.2009 13:19:42:067,2.81594204902649,1.85964739322662,0.819475352764129,walking
27612,B01,010-000-030-096,6.33790199821193e+17,27.05.2009 13:19:42:120,2.67131423950195,1.95832586288452,0.453808784484863,walking
27613,B01,020-000-033-111,6.33790199821463e+17,27.05.2009 13:19:42:147,2.41180109977722,1.80192315578461,1.16453909873962,walking
27614,B01,020-000-032-221,6.33790199821733e+17,27.05.2009 13:19:42:173,2.86072134971619,1.85781192779541,0.823616802692413,walking
27615,B01,020-000-033-111,6.33790199822544e+17,27.05.2009 13:19:42:253,2.46546077728271,1.81943011283875,1.20806980133057,walking
27616,B01,020-000-032-221,6.33790199822815e+17,27.05.2009 13:19:42:280,2.56712913513184,1.92066407203674,0.844408690929413,walking
27617,B01,010-000-024-033,6.33790199823085e+17,27.05.2009 13:19:42:310,2.23414874076843,1.99981772899628,0.12001895904541,walking
27618,B01,010-000-030-096,6.33790199823355e+17,27.05.2009 13:19:42:337,2.7075777053833,1.97981870174408,0.037546936422587,walking
27619,B01,020-000-033-111,6.33790199823625e+17,27.05.2009 13:19:42:363,2.50981187820435,1.86791026592255,1.10992276668549,walking
27620,B01,020-000-033-111,6.33790199824707e+17,27.05.2009 13:19:42:470,2.54175615310669,1.8097870349884,1.22652888298035,walking
27621,B01,020-000-032-221,6.33790199824977e+17,27.05.2009 13:19:42:497,2.71720695495605,1.89957416057587,0.855726659297943,walking
27622,B01,010-000-024-033,6.33790199825247e+17,27.05.2009 13:19:42:523,2.13096380233765,1.61631190776825,-0.226165503263473,walking
27623,B01,010-000-030-096,6.33790199825517e+17,27.05.2009 13:19:42:553,2.73932480812073,1.95196807384491,0.041658211499453,walking
27624,B01,020-000-033-111,6.33790199825788e+17,27.05.2009 13:19:42:580,2.6189968585968,1.80366909503937,1.34165954589844,walking
27625,B01,020-000-032-221,6.33790199826058e+17,27.05.2009 13:19:42:607,2.87109708786011,1.93983173370361,1.00251865386963,walking
27626,B01,010-000-024-033,6.33790199826328e+17,27.05.2009 13:19:42:633,2.07405376434326,1.48348069190979,-0.129375696182251,walking
27627,B01,020-000-033-111,6.33790199826869e+17,27.05.2009 13:19:42:687,2.66367864608765,1.78251135349274,1.36766088008881,walking
27628,B01,020-000-032-221,6.33790199827139e+17,27.05.2009 13:19:42:713,2.77514100074768,1.79974627494812,0.935053050518036,walking
27629,B01,010-000-024-033,6.3379019982741e+17,27.05.2009 13:19:42:740,2.55141186714172,0.257819622755051,-0.494736671447754,walking
27630,B01,010-000-030-096,6.3379019982768e+17,27.05.2009 13:19:42:767,2.78078746795654,1.8481011390686,-0.116906397044659,walking
27631,B01,020-000-033-111,6.3379019982795e+17,27.05.2009 13:19:42:797,2.72219848632812,1.78194725513458,1.30933606624603,walking
27632,B01,020-000-032-221,6.3379019982822e+17,27.05.2009 13:19:42:823,2.87270784378052,1.80362689495087,0.732723653316498,walking
27633,B01,010-000-024-033,6.33790199828491e+17,27.05.2009 13:19:42:850,2.74246668815613,2.01924967765808,0.055289700627327,walking
27634,B01,020-000-033-111,6.33790199829031e+17,27.05.2009 13:19:42:903,2.81698441505432,1.83794689178467,1.31714510917664,walking
27635,B01,020-000-032-221,6.33790199829302e+17,27.05.2009 13:19:42:930,2.79669642448425,1.90899384021759,0.889396369457245,walking
27636,B01,010-000-024-033,6.33790199829572e+17,27.05.2009 13:19:42:957,2.86325573921204,2.05623245239258,0.17005942761898,walking
27637,B01,010-000-030-096,6.33790199829842e+17,27.05.2009 13:19:42:983,2.81974840164185,1.8421049118042,-0.067223995923996,walking
27638,B01,020-000-033-111,6.33790199830112e+17,27.05.2009 13:19:43:010,2.87823128700256,1.80813479423523,1.25006341934204,walking
27639,B01,020-000-032-221,6.33790199830383e+17,27.05.2009 13:19:43:037,2.85076117515564,1.92135667800903,0.841736972332001,walking
27640,B01,010-000-024-033,6.33790199830653e+17,27.05.2009 13:19:43:067,2.93495035171509,2.11344408988953,0.306758493185043,walking
27641,B01,020-000-033-111,6.33790199831194e+17,27.05.2009 13:19:43:120,2.91971135139465,1.79404139518738,1.30611121654511,walking
27642,B01,020-000-032-221,6.33790199831464e+17,27.05.2009 13:19:43:147,2.91407561302185,1.9721987247467,0.863005995750427,walking
27643,B01,010-000-024-033,6.33790199831734e+17,27.05.2009 13:19:43:173,3.29021549224854,2.16793704032898,0.402558982372284,walking
27644,B01,010-000-030-096,6.33790199832005e+17,27.05.2009 13:19:43:200,2.7609658241272,1.90730011463165,0.006126386579126,walking
27645,B01,020-000-033-111,6.33790199832275e+17,27.05.2009 13:19:43:227,3.04989981651306,1.90730285644531,1.24728214740753,walking
27646,B01,020-000-032-221,6.33790199832545e+17,27.05.2009 13:19:43:253,2.9541540145874,2.03225922584534,0.823406755924225,walking
27647,B01,010-000-024-033,6.33790199832815e+17,27.05.2009 13:19:43:280,3.28882431983948,1.7642570734024,0.195303201675415,walking
27648,B01,020-000-033-111,6.33790199833356e+17,27.05.2009 13:19:43:337,3.18349480628967,2.06531047821045,1.26577281951904,walking
27649,B01,020-000-032-221,6.33790199833626e+17,27.05.2009 13:19:43:363,3.38900375366211,2.01421475410461,0.765824735164642,walking
27650,B01,010-000-024-033,6.33790199833897e+17,27.05.2009 13:19:43:390,3.31760668754578,1.70889472961426,0.100675627589226,walking
27651,B01,010-000-030-096,6.33790199834167e+17,27.05.2009 13:19:43:417,2.58720421791077,2.16380000114441,-0.311630964279175,walking
27652,B01,020-000-033-111,6.33790199834437e+17,27.05.2009 13:19:43:443,3.03782439231873,1.98299765586853,1.34634268283844,walking
27653,B01,020-000-032-221,6.33790199834707e+17,27.05.2009 13:19:43:470,3.02729606628418,2.06083917617798,0.825519859790802,walking
27654,B01,010-000-024-033,6.33790199834978e+17,27.05.2009 13:19:43:497,3.44072341918945,1.84690797328949,0.481213212013245,walking
27655,B01,020-000-033-111,6.33790199835518e+17,27.05.2009 13:19:43:553,3.11226773262024,2.06581664085388,1.21142184734344,walking
27656,B01,020-000-032-221,6.33790199835789e+17,27.05.2009 13:19:43:580,3.17689657211304,1.97642886638641,0.791360378265381,walking
27657,B01,010-000-024-033,6.33790199836059e+17,27.05.2009 13:19:43:607,3.38687014579773,1.69788110256195,0.226918905973434,walking
27658,B01,010-000-030-096,6.33790199836329e+17,27.05.2009 13:19:43:633,2.752845287323,1.80510485172272,-0.122065000236034,walking
27659,B01,020-000-033-111,6.337901998366e+17,27.05.2009 13:19:43:660,3.12093901634216,1.95564317703247,1.21398389339447,walking
27660,B01,020-000-032-221,6.3379019983687e+17,27.05.2009 13:19:43:687,3.17905569076538,2.02689337730408,0.743964195251465,walking
27661,B01,020-000-033-111,6.33790199837681e+17,27.05.2009 13:19:43:767,3.18968510627747,1.98883807659149,1.19269680976868,sitting down
27662,B01,020-000-032-221,6.33790199837951e+17,27.05.2009 13:19:43:797,3.24778723716736,2.08563804626465,0.756036221981049,sitting down
27663,B01,010-000-030-096,6.33790199838492e+17,27.05.2009 13:19:43:850,3.09632635116577,2.06298160552979,-0.274330794811249,sitting down
27664,B01,020-000-033-111,6.33790199838762e+17,27.05.2009 13:19:43:877,3.13215017318726,2.02916049957275,1.23173880577087,sitting down
27665,B01,020-000-032-221,6.33790199839032e+17,27.05.2009 13:19:43:903,3.23411870002747,2.12820243835449,0.77059942483902,sitting down
27666,B01,010-000-024-033,6.33790199839302e+17,27.05.2009 13:19:43:930,3.10971474647522,2.05252981185913,0.189182087779045,sitting down
27667,B01,020-000-033-111,6.33790199839843e+17,27.05.2009 13:19:43:983,3.14817929267883,2.07049226760864,1.1632376909256,sitting down
27668,B01,020-000-032-221,6.33790199840113e+17,27.05.2009 13:19:44:010,3.21100234985352,2.13759732246399,0.737199425697327,sitting down
27669,B01,010-000-024-033,6.33790199840384e+17,27.05.2009 13:19:44:040,3.39652562141418,1.94293892383575,0.291756153106689,sitting down
27670,B01,010-000-030-096,6.33790199840654e+17,27.05.2009 13:19:44:067,3.03653645515442,2.01055884361267,-0.140172928571701,sitting down
27671,B01,020-000-033-111,6.33790199840924e+17,27.05.2009 13:19:44:093,3.13147974014282,2.04221510887146,1.08758139610291,sitting down
27672,B01,020-000-032-221,6.33790199841195e+17,27.05.2009 13:19:44:120,3.2136025428772,2.063800573349,0.590996265411377,sitting down
27673,B01,010-000-024-033,6.33790199841465e+17,27.05.2009 13:19:44:147,3.38417935371399,1.93310964107513,0.42926424741745,sitting down
27674,B01,020-000-033-111,6.33790199842005e+17,27.05.2009 13:19:44:200,3.13949608802795,2.04854893684387,1.08493340015411,sitting down
27675,B01,020-000-032-221,6.33790199842276e+17,27.05.2009 13:19:44:227,3.19498205184937,2.02189016342163,0.683663070201874,sitting down
27676,B01,010-000-024-033,6.33790199842546e+17,27.05.2009 13:19:44:253,3.36945509910583,1.92001938819885,0.43976303935051,sitting down
27677,B01,010-000-030-096,6.33790199842816e+17,27.05.2009 13:19:44:280,2.94505167007446,1.87507462501526,0.074917547404766,sitting down
27678,B01,020-000-033-111,6.33790199843087e+17,27.05.2009 13:19:44:310,3.18123054504395,2.06811022758484,0.976515889167785,sitting down
27679,B01,020-000-032-221,6.33790199843357e+17,27.05.2009 13:19:44:337,3.08236789703369,2.22494697570801,0.719356834888458,sitting down
