,Sequence Name,Tag identificator,timestamp,date,x,y,z,activity
31,A01,020-000-033-111,6.33790226062633e+17,27.05.2009 14:03:26:263,4.15269470214844,2.2164318561554,1.34561812877655,walking
32,A01,020-000-032-221,6.33790226062903e+17,27.05.2009 14:03:26:290,4.32748413085938,1.90380048751831,1.01393020153046,walking
33,A01,010-000-024-033,6.33790226063173e+17,27.05.2009 14:03:26:317,3.99912333488464,1.91119658946991,0.547205030918121,walking
34,A01,010-000-030-096,6.33790226063443e+17,27.05.2009 14:03:26:343,4.48884439468384,1.87741839885712,0.298621416091919,walking
35,A01,020-000-033-111,6.33790226063714e+17,27.05.2009 14:03:26:370,4.14121961593628,2.18105888366699,1.33191704750061,walking
36,A01,020-000-032-221,6.33790226063984e+17,27.05.2009 14:03:26:400,4.31012630462647,1.99083614349365,0.969041049480438,walking
37,A01,010-000-024-033,6.33790226064254e+17,27.05.2009 14:03:26:427,3.79436922073364,1.94271290302277,0.193225994706154,walking
38,A01,020-000-033-111,6.33790226064795e+17,27.05.2009 14:03:26:480,4.13047981262207,2.18855571746826,1.3609391450882,walking
39,A01,020-000-032-221,6.33790226065065e+17,27.05.2009 14:03:26:507,4.35197830200195,1.9333747625351,0.996161460876465,walking
40,A01,010-000-024-033,6.33790226065336e+17,27.05.2009 14:03:26:533,4.03576374053955,1.88163256645203,0.497713834047318,walking
41,A01,010-000-030-096,6.33790226065606e+17,27.05.2009 14:03:26:560,4.33222675323486,2.00543785095215,0.441222310066223,walking
42,A01,020-000-033-111,6.33790226065876e+17,27.05.2009 14:03:26:587,4.19764137268066,2.16063952445984,1.35804724693298,walking
43,A01,020-000-032-221,6.33790226066146e+17,27.05.2009 14:03:26:613,4.35668325424194,1.91815960407257,1.05625402927399,walking
44,A01,010-000-024-033,6.33790226066417e+17,27.05.2009 14:03:26:643,4.02124357223511,1.90989983081818,0.503661274909973,walking
45,A01,020-000-033-111,6.33790226066957e+17,27.05.2009 14:03:26:697,4.24960660934448,2.15745806694031,1.34655094146729,walking
46,A01,020-000-032-221,6.33790226067228e+17,27.05.2009 14:03:26:723,4.48851108551025,1.82382273674011,1.02954649925232,walking
47,A01,010-000-024-033,6.33790226067498e+17,27.05.2009 14:03:26:750,3.8074049949646,2.06171727180481,0.227385714650154,walking
48,A01,010-000-030-096,6.33790226067768e+17,27.05.2009 14:03:26:777,4.32999086380005,2.00812792778015,0.453713744878769,walking
49,A01,020-000-032-221,6.33790226068309e+17,27.05.2009 14:03:26:830,4.43226957321167,1.88229286670685,1.04071199893951,walking
50,A01,010-000-024-033,6.33790226068579e+17,27.05.2009 14:03:26:857,3.79454493522644,2.00129413604736,0.363713830709457,walking
51,A01,020-000-033-111,6.3379022606912e+17,27.05.2009 14:03:26:913,4.49122047424316,1.60672509670258,1.2350310087204,walking
52,A01,020-000-032-221,6.3379022606939e+17,27.05.2009 14:03:26:940,4.397789478302,1.92392063140869,0.953213274478912,walking
53,A01,010-000-024-033,6.3379022606966e+17,27.05.2009 14:03:26:967,3.96129202842712,1.76983499526978,0.371803879737854,walking
54,A01,010-000-030-096,6.33790226069931e+17,27.05.2009 14:03:26:993,4.54258155822754,1.68784379959106,0.504661798477173,walking
55,A01,020-000-033-111,6.33790226070201e+17,27.05.2009 14:03:27:020,4.48272800445557,1.73068141937256,1.32382357120514,walking
56,A01,020-000-032-221,6.33790226070471e+17,27.05.2009 14:03:27:047,4.38154935836792,1.90936088562012,0.982146620750427,walking
57,A01,010-000-024-033,6.33790226070742e+17,27.05.2009 14:03:27:073,4.10830926895142,2.01657629013062,0.457854717969894,walking
58,A01,020-000-033-111,6.33790226071282e+17,27.05.2009 14:03:27:127,4.33219337463379,1.77593207359314,1.36975502967834,walking
59,A01,020-000-032-221,6.33790226071552e+17,27.05.2009 14:03:27:157,4.27715253829956,1.97078704833984,0.95144659280777,walking
60,A01,010-000-024-033,6.33790226071823e+17,27.05.2009 14:03:27:183,4.01491594314575,1.8255854845047,0.244143843650818,walking
61,A01,010-000-030-096,6.33790226072093e+17,27.05.2009 14:03:27:210,4.54868173599243,1.72539794445038,0.495403677225113,walking
62,A01,020-000-033-111,6.33790226072363e+17,27.05.2009 14:03:27:237,4.31184911727905,1.81169044971466,1.32373547554016,walking
63,A01,020-000-032-221,6.33790226072633e+17,27.05.2009 14:03:27:263,4.23297548294067,1.97645044326782,0.888943672180176,walking
64,A01,020-000-033-111,6.33790226073444e+17,27.05.2009 14:03:27:343,4.28231382369995,1.81220483779907,1.23961675167084,walking
65,A01,020-000-032-221,6.33790226073715e+17,27.05.2009 14:03:27:370,4.14471530914307,1.93803286552429,0.960132956504822,walking
66,A01,010-000-024-033,6.33790226073985e+17,27.05.2009 14:03:27:400,3.97061991691589,1.88538634777069,0.267846792936325,walking
67,A01,010-000-030-096,6.33790226074255e+17,27.05.2009 14:03:27:427,4.30968046188355,2.04974699020386,0.419509202241898,walking
68,A01,020-000-033-111,6.33790226074526e+17,27.05.2009 14:03:27:453,4.24349117279053,1.8112541437149,1.21025454998016,walking
69,A01,020-000-032-221,6.33790226074796e+17,27.05.2009 14:03:27:480,4.17739582061768,1.91658222675324,0.936088144779205,walking
70,A01,010-000-024-033,6.33790226075066e+17,27.05.2009 14:03:27:507,3.92220759391785,1.96513903141022,0.234748244285583,walking
71,A01,020-000-033-111,6.33790226075607e+17,27.05.2009 14:03:27:560,4.20230197906494,1.80551397800446,1.19121325016022,walking
72,A01,020-000-032-221,6.33790226075877e+17,27.05.2009 14:03:27:587,4.10698080062866,1.90982222557068,0.911067128181458,walking
73,A01,010-000-024-033,6.33790226076147e+17,27.05.2009 14:03:27:613,3.96978878974915,1.8813362121582,0.249228715896606,walking
74,A01,010-000-030-096,6.33790226076418e+17,27.05.2009 14:03:27:643,4.20946264266968,2.14107298851013,0.430455803871155,walking
75,A01,020-000-033-111,6.33790226076688e+17,27.05.2009 14:03:27:670,4.18606233596802,1.84223210811615,1.18908357620239,walking
76,A01,020-000-032-221,6.33790226076958e+17,27.05.2009 14:03:27:697,4.08933687210083,1.86157286167145,0.891495108604431,walking
77,A01,010-000-024-033,6.33790226077229e+17,27.05.2009 14:03:27:723,3.89559364318848,1.96741545200348,0.336934804916382,walking
78,A01,020-000-033-111,6.33790226077769e+17,27.05.2009 14:03:27:777,4.15580940246582,1.47230386734009,1.20934998989105,walking
79,A01,020-000-032-221,6.33790226078039e+17,27.05.2009 14:03:27:803,4.10193347930908,1.8251029253006,0.836554408073425,walking
80,A01,010-000-024-033,6.3379022607831e+17,27.05.2009 14:03:27:830,3.97601890563965,1.8089816570282,0.143199220299721,walking
81,A01,010-000-030-096,6.3379022607858e+17,27.05.2009 14:03:27:857,3.91944932937622,1.96853184700012,0.16913041472435,walking
82,A01,020-000-033-111,6.3379022607885e+17,27.05.2009 14:03:27:887,4.17076396942139,1.46134507656097,1.16423773765564,walking
83,A01,020-000-032-221,6.33790226079121e+17,27.05.2009 14:03:27:913,4.07015323638916,1.71868634223938,0.84313040971756,walking
84,A01,010-000-024-033,6.33790226079391e+17,27.05.2009 14:03:27:940,3.91943979263306,1.94059550762177,0.233181267976761,walking
85,A01,020-000-033-111,6.33790226079931e+17,27.05.2009 14:03:27:993,4.06235265731812,1.56535744667053,1.16135895252228,walking
86,A01,020-000-032-221,6.33790226080202e+17,27.05.2009 14:03:28:020,3.44492125511169,1.73855113983154,0.824879765510559,walking
87,A01,010-000-024-033,6.33790226080472e+17,27.05.2009 14:03:28:047,3.97371768951416,1.88479661941528,0.195785522460938,walking
88,A01,010-000-030-096,6.33790226080742e+17,27.05.2009 14:03:28:073,3.50315570831299,2.2341148853302,0.460168331861496,walking
89,A01,020-000-033-111,6.33790226081013e+17,27.05.2009 14:03:28:100,4.02312088012695,1.55640840530396,1.17239117622375,walking
90,A01,020-000-032-221,6.33790226081283e+17,27.05.2009 14:03:28:127,3.35827589035034,1.80218458175659,0.825344502925873,walking
91,A01,010-000-024-033,6.33790226081553e+17,27.05.2009 14:03:28:157,3.98968768119812,1.91324663162231,0.051525846123695,walking
92,A01,020-000-033-111,6.33790226082094e+17,27.05.2009 14:03:28:210,0.05054421722889,3.39242362976074,2.59101366996765,walking
93,A01,020-000-032-221,6.33790226082364e+17,27.05.2009 14:03:28:237,2.96842503547668,2.81970548629761,1.05447721481323,walking
94,A01,010-000-024-033,6.33790226082634e+17,27.05.2009 14:03:28:263,3.95525455474854,2.05494618415833,0.302209824323654,walking
95,A01,010-000-030-096,6.33790226082905e+17,27.05.2009 14:03:28:290,3.64552235603333,2.16728806495666,0.286724358797073,walking
96,A01,020-000-033-111,6.33790226083175e+17,27.05.2009 14:03:28:317,0.042952872812748,3.3962197303772,2.59108757972717,walking
97,A01,020-000-032-221,6.33790226083445e+17,27.05.2009 14:03:28:343,3.36029148101807,1.96698927879334,0.91673731803894,walking
98,A01,010-000-024-033,6.33790226083716e+17,27.05.2009 14:03:28:370,4.03004550933838,1.88690268993378,0.299511879682541,walking
99,A01,020-000-032-221,6.33790226084526e+17,27.05.2009 14:03:28:453,3.37953281402588,1.87262690067291,0.804171979427338,walking
100,A01,020-000-032-221,6.33790226085608e+17,27.05.2009 14:03:28:560,3.33382511138916,1.97261595726013,0.782830655574799,walking
101,A01,010-000-024-033,6.33790226085878e+17,27.05.2009 14:03:28:587,3.83212327957153,1.82745885848999,0.496006608009338,walking
102,A01,020-000-032-221,6.33790226086689e+17,27.05.2009 14:03:28:670,3.26645159721375,1.94000625610352,0.744503796100616,walking
103,A01,010-000-024-033,6.33790226086959e+17,27.05.2009 14:03:28:697,3.75696325302124,2.18890857696533,0.539164900779724,walking
104,A01,010-000-030-096,6.33790226087229e+17,27.05.2009 14:03:28:723,3.48601412773132,1.8936904668808,0.249947652220726,walking
105,A01,020-000-033-111,6.337902260875e+17,27.05.2009 14:03:28:750,3.47818040847778,2.09318280220032,1.172238945961,walking
106,A01,020-000-032-221,6.3379022608777e+17,27.05.2009 14:03:28:777,3.50565981864929,1.9708206653595,0.765509009361267,walking
107,A01,010-000-024-033,6.3379022608804e+17,27.05.2009 14:03:28:803,3.15858769416809,1.96463060379028,-0.212424591183662,walking
108,A01,020-000-033-111,6.33790226088581e+17,27.05.2009 14:03:28:857,3.42716431617737,2.08976531028748,1.19971561431885,walking
109,A01,020-000-032-221,6.33790226088851e+17,27.05.2009 14:03:28:887,3.41900897026062,1.96747696399689,0.73162853717804,walking
110,A01,010-000-030-096,6.33790226089392e+17,27.05.2009 14:03:28:940,3.44262337684631,1.88461089134216,0.122687317430973,walking
111,A01,020-000-033-111,6.33790226089662e+17,27.05.2009 14:03:28:967,3.35577964782715,2.09686970710754,1.12687790393829,walking
112,A01,020-000-032-221,6.33790226089932e+17,27.05.2009 14:03:28:993,3.38422727584839,1.97513282299042,0.699879705905914,walking
113,A01,010-000-024-033,6.33790226090203e+17,27.05.2009 14:03:29:020,2.97983336448669,1.83925664424896,-0.113228231668472,walking
114,A01,020-000-033-111,6.33790226090743e+17,27.05.2009 14:03:29:073,3.42762136459351,1.97905278205872,1.16388881206512,walking
115,A01,020-000-032-221,6.33790226091013e+17,27.05.2009 14:03:29:100,3.38284349441528,1.99164998531342,0.65547525882721,walking
116,A01,010-000-024-033,6.33790226091284e+17,27.05.2009 14:03:29:130,3.05723547935486,1.9670307636261,-0.300776660442352,walking
117,A01,010-000-030-096,6.33790226091554e+17,27.05.2009 14:03:29:157,3.50403499603271,2.15762567520142,0.110370986163616,walking
118,A01,020-000-033-111,6.33790226091824e+17,27.05.2009 14:03:29:183,3.39003157615662,2.0306236743927,1.16141021251678,walking
119,A01,020-000-032-221,6.33790226092095e+17,27.05.2009 14:03:29:210,3.33021783828735,1.93272149562836,0.62093585729599,walking
120,A01,010-000-024-033,6.33790226092365e+17,27.05.2009 14:03:29:237,3.10248279571533,2.01812028884888,-0.313945680856705,walking
121,A01,020-000-033-111,6.33790226092906e+17,27.05.2009 14:03:29:290,3.30119585990906,1.81426453590393,1.01023054122925,walking
122,A01,010-000-024-033,6.33790226093446e+17,27.05.2009 14:03:29:343,3.04673480987549,1.71327781677246,-0.072978086769581,sitting down
123,A01,010-000-030-096,6.33790226093716e+17,27.05.2009 14:03:29:370,3.21288394927979,2.10385394096375,0.159501105546951,sitting down
124,A01,020-000-033-111,6.33790226093987e+17,27.05.2009 14:03:29:400,3.14162850379944,1.72556948661804,1.08870184421539,sitting down
125,A01,020-000-032-221,6.33790226094257e+17,27.05.2009 14:03:29:427,3.21765518188477,1.96604704856873,0.681104779243469,sitting down
126,A01,010-000-024-033,6.33790226094527e+17,27.05.2009 14:03:29:453,3.03103065490723,1.86918687820435,-0.126245975494385,sitting down
127,A01,020-000-033-111,6.33790226095068e+17,27.05.2009 14:03:29:507,3.23439192771912,1.81924510002136,1.1302375793457,sitting down
128,A01,020-000-032-221,6.33790226095338e+17,27.05.2009 14:03:29:533,3.37246870994568,1.82452571392059,0.823813498020172,sitting down
129,A01,010-000-024-033,6.33790226095609e+17,27.05.2009 14:03:29:560,3.02086186408997,1.86372137069702,-0.195541560649872,sitting down
130,A01,010-000-030-096,6.33790226095879e+17,27.05.2009 14:03:29:587,2.99707388877869,2.1505765914917,-0.188694968819618,sitting down
131,A01,020-000-033-111,6.33790226096149e+17,27.05.2009 14:03:29:613,3.21518421173096,1.82649743556976,1.00560593605042,sitting down
132,A01,020-000-032-221,6.33790226096419e+17,27.05.2009 14:03:29:643,3.0723295211792,1.81290876865387,0.693451106548309,sitting down
133,A01,010-000-024-033,6.3379022609669e+17,27.05.2009 14:03:29:670,3.14918398857117,1.95627772808075,-0.089500792324543,sitting down
134,A01,020-000-033-111,6.3379022609723e+17,27.05.2009 14:03:29:723,3.19874620437622,1.9230192899704,1.07511675357819,sitting down
135,A01,010-000-024-033,6.33790226097771e+17,27.05.2009 14:03:29:777,3.0898768901825,1.50340902805328,-0.002846538322046,sitting down
136,A01,010-000-030-096,6.33790226098041e+17,27.05.2009 14:03:29:803,2.92633080482483,2.18630266189575,0.151973009109497,sitting down
137,A01,020-000-033-111,6.33790226098311e+17,27.05.2009 14:03:29:830,3.2049458026886,1.86217820644379,1.02507412433624,sitting down
138,A01,020-000-032-221,6.33790226098582e+17,27.05.2009 14:03:29:857,3.11553835868835,2.10766363143921,0.799027264118195,sitting down
139,A01,010-000-024-033,6.33790226098852e+17,27.05.2009 14:03:29:887,3.42746829986572,1.92113566398621,0.174794301390648,sitting down
140,A01,020-000-033-111,6.33790226099393e+17,27.05.2009 14:03:29:940,3.14835810661316,1.95479869842529,0.951635301113129,sitting down
141,A01,020-000-032-221,6.33790226099663e+17,27.05.2009 14:03:29:967,3.14835977554321,1.77107930183411,0.771906554698944,sitting down
142,A01,010-000-024-033,6.33790226099933e+17,27.05.2009 14:03:29:993,3.12631058692932,1.9823294878006,-0.153739660978317,sitting down
143,A01,010-000-030-096,6.33790226100203e+17,27.05.2009 14:03:30:020,2.93206095695496,2.16353034973145,-0.131327465176582,sitting down
144,A01,020-000-033-111,6.33790226100474e+17,27.05.2009 14:03:30:047,3.11631011962891,1.98294019699097,0.87375408411026,sitting down
145,A01,020-000-032-221,6.33790226100744e+17,27.05.2009 14:03:30:073,3.10633730888367,1.83603036403656,0.691381394863129,sitting down
146,A01,010-000-024-033,6.33790226101014e+17,27.05.2009 14:03:30:100,3.12493896484375,2.01383495330811,-0.076661720871925,sitting down
147,A01,020-000-033-111,6.33790226101555e+17,27.05.2009 14:03:30:157,3.11202931404114,1.99298226833344,0.86045914888382,sitting down
148,A01,020-000-032-221,6.33790226101825e+17,27.05.2009 14:03:30:183,4.63815402984619,0.648777782917023,1.94165933132172,sitting down
149,A01,010-000-024-033,6.33790226102096e+17,27.05.2009 14:03:30:210,3.26588988304138,1.80884146690369,0.145265936851501,sitting down
150,A01,010-000-030-096,6.33790226102366e+17,27.05.2009 14:03:30:237,3.05792713165283,2.08993482589722,-0.143642574548721,sitting down
151,A01,020-000-033-111,6.33790226102636e+17,27.05.2009 14:03:30:263,3.13920783996582,1.91495335102081,0.828384637832642,sitting down
152,A01,020-000-032-221,6.33790226102906e+17,27.05.2009 14:03:30:290,3.03629374504089,2.30498743057251,0.564240038394928,sitting down
153,A01,010-000-024-033,6.33790226103177e+17,27.05.2009 14:03:30:317,3.24796366691589,1.79325306415558,0.130469039082527,sitting down
154,A01,020-000-033-111,6.33790226103717e+17,27.05.2009 14:03:30:373,3.09366607666016,2.02474284172058,0.903836488723755,sitting down
155,A01,020-000-032-221,6.33790226103988e+17,27.05.2009 14:03:30:400,3.08994388580322,2.26397395133972,0.654100477695465,sitting down
156,A01,010-000-024-033,6.33790226104258e+17,27.05.2009 14:03:30:427,3.27071785926819,1.82629215717316,0.077716745436192,sitting down
157,A01,010-000-030-096,6.33790226104528e+17,27.05.2009 14:03:30:453,2.92914175987244,2.23430061340332,-0.206422701478004,sitting down
158,A01,020-000-033-111,6.33790226104799e+17,27.05.2009 14:03:30:480,3.06012582778931,2.09576654434204,0.763955056667328,sitting down
159,A01,020-000-032-221,6.33790226105069e+17,27.05.2009 14:03:30:507,3.10150980949402,2.27634763717651,0.688997387886047,sitting down
160,A01,010-000-024-033,6.33790226105339e+17,27.05.2009 14:03:30:533,3.26207494735718,1.84195685386658,0.022990571334958,sitting down
161,A01,020-000-033-111,6.3379022610588e+17,27.05.2009 14:03:30:587,3.05953192710876,2.15487217903137,0.817239105701447,sitting down
162,A01,020-000-032-221,6.3379022610615e+17,27.05.2009 14:03:30:613,3.01305079460144,2.2868595123291,0.660512983798981,sitting down
163,A01,010-000-024-033,6.3379022610642e+17,27.05.2009 14:03:30:643,3.1014666557312,2.04547071456909,-0.101444192230701,sitting down
164,A01,010-000-030-096,6.33790226106691e+17,27.05.2009 14:03:30:670,3.21507167816162,1.89511609077454,0.164896294474602,sitting down
165,A01,020-000-033-111,6.33790226106961e+17,27.05.2009 14:03:30:697,2.92958807945251,2.34815239906311,0.880455195903778,sitting down
166,A01,020-000-032-221,6.33790226107231e+17,27.05.2009 14:03:30:723,2.99841403961182,2.29154467582703,0.702722072601318,sitting down
167,A01,010-000-024-033,6.33790226107501e+17,27.05.2009 14:03:30:750,3.14838647842407,2.04386019706726,-0.04526012390852,sitting down
168,A01,020-000-033-111,6.33790226108042e+17,27.05.2009 14:03:30:803,2.81378531455994,2.28467440605164,1.03031098842621,sitting down
169,A01,020-000-032-221,6.33790226108312e+17,27.05.2009 14:03:30:830,2.97390127182007,2.25526523590088,0.825640797615051,sitting down
170,A01,010-000-024-033,6.33790226108583e+17,27.05.2009 14:03:30:857,3.12435364723206,2.00071501731873,0.038580100983381,sitting down
171,A01,010-000-030-096,6.33790226108853e+17,27.05.2009 14:03:30:887,3.22235369682312,1.83982455730438,0.21644352376461,sitting down
172,A01,020-000-033-111,6.33790226109123e+17,27.05.2009 14:03:30:913,2.81671619415283,2.71550512313843,0.838942050933838,sitting down
173,A01,020-000-032-221,6.33790226109393e+17,27.05.2009 14:03:30:940,2.97804975509644,2.27362465858459,0.756689965724945,sitting down
174,A01,010-000-024-033,6.33790226109664e+17,27.05.2009 14:03:30:967,3.144451379776,2.01467847824097,-0.095207259058952,sitting down
175,A01,020-000-033-111,6.33790226110204e+17,27.05.2009 14:03:31:020,2.87956237792969,2.4897632598877,1.00493574142456,sitting down
176,A01,020-000-032-221,6.33790226110474e+17,27.05.2009 14:03:31:047,2.96327543258667,2.41867780685425,0.717980146408081,sitting down
177,A01,010-000-024-033,6.33790226110745e+17,27.05.2009 14:03:31:073,3.1493558883667,2.04925274848938,-0.094545222818852,sitting down
178,A01,010-000-030-096,6.33790226111015e+17,27.05.2009 14:03:31:100,3.0969090461731,2.11035132408142,-0.061623957008123,sitting
179,A01,020-000-033-111,6.33790226111285e+17,27.05.2009 14:03:31:130,2.8679211139679,2.46402478218079,0.991596162319183,sitting
180,A01,020-000-032-221,6.33790226111556e+17,27.05.2009 14:03:31:157,3.01328659057617,2.40533328056335,0.691555857658386,sitting
181,A01,010-000-024-033,6.33790226111826e+17,27.05.2009 14:03:31:183,3.14322233200073,1.98226618766785,-0.151395291090012,sitting
182,A01,020-000-033-111,6.33790226112367e+17,27.05.2009 14:03:31:237,2.85244965553284,2.59028935432434,0.82980751991272,sitting
183,A01,020-000-032-221,6.33790226112637e+17,27.05.2009 14:03:31:263,3.00719738006592,2.42456603050232,0.64700710773468,sitting
184,A01,010-000-024-033,6.33790226112907e+17,27.05.2009 14:03:31:290,3.22889852523804,1.90206277370453,0.176819339394569,sitting
185,A01,010-000-030-096,6.33790226113177e+17,27.05.2009 14:03:31:317,3.13241243362427,2.01987981796265,-0.184929385781288,sitting
186,A01,020-000-033-111,6.33790226113448e+17,27.05.2009 14:03:31:343,2.86166930198669,2.67341136932373,0.868391335010529,sitting
187,A01,020-000-032-221,6.33790226113718e+17,27.05.2009 14:03:31:373,2.95885896682739,2.32948875427246,0.701195538043976,sitting
188,A01,010-000-024-033,6.33790226113988e+17,27.05.2009 14:03:31:400,3.19344019889832,1.94854617118835,0.192132338881493,sitting
189,A01,020-000-033-111,6.33790226114529e+17,27.05.2009 14:03:31:453,2.88647246360779,2.57962846755981,1.11868119239807,sitting
190,A01,020-000-032-221,6.33790226114799e+17,27.05.2009 14:03:31:480,3.01323103904724,2.37952995300293,0.550589740276337,sitting
191,A01,010-000-024-033,6.3379022611507e+17,27.05.2009 14:03:31:507,3.19062042236328,1.89767837524414,0.026785559952259,sitting
192,A01,010-000-030-096,6.3379022611534e+17,27.05.2009 14:03:31:533,3.14666223526001,2.01004147529602,-0.137616604566574,sitting
193,A01,020-000-033-111,6.3379022611561e+17,27.05.2009 14:03:31:560,2.89692497253418,2.63681840896606,0.962707459926605,sitting
194,A01,020-000-032-221,6.3379022611588e+17,27.05.2009 14:03:31:587,3.00955200195312,2.3281888961792,0.729980111122131,sitting
195,A01,010-000-024-033,6.33790226116151e+17,27.05.2009 14:03:31:617,3.13266658782959,1.94401502609253,0.078934848308563,sitting
196,A01,020-000-032-221,6.33790226116962e+17,27.05.2009 14:03:31:697,2.94067025184631,2.3866171836853,0.728615283966064,sitting
197,A01,010-000-024-033,6.33790226117232e+17,27.05.2009 14:03:31:723,3.11456155776978,2.07077598571777,0.189683482050896,sitting
198,A01,010-000-030-096,6.33790226117502e+17,27.05.2009 14:03:31:750,3.07889032363892,2.07631182670593,0.050853457301855,sitting
199,A01,020-000-032-221,6.33790226118043e+17,27.05.2009 14:03:31:803,3.02028512954712,2.20411396026611,0.629556179046631,sitting
200,A01,010-000-024-033,6.33790226118313e+17,27.05.2009 14:03:31:830,3.40052437782288,2.00903820991516,0.11260762065649,sitting
201,A01,020-000-033-111,6.33790226118854e+17,27.05.2009 14:03:31:887,2.91615772247314,2.60704135894775,1.07963407039642,sitting
202,A01,020-000-032-221,6.33790226119124e+17,27.05.2009 14:03:31:913,2.9297137260437,2.18269300460815,0.812567830085754,sitting
203,A01,010-000-024-033,6.33790226119394e+17,27.05.2009 14:03:31:940,3.4327335357666,1.85393166542053,-0.116154424846172,sitting
204,A01,010-000-030-096,6.33790226119665e+17,27.05.2009 14:03:31:967,3.21068143844604,1.99241244792938,-0.180817678570747,sitting
205,A01,020-000-033-111,6.33790226119935e+17,27.05.2009 14:03:31:993,2.88616394996643,2.64150714874268,1.0979927778244,sitting
206,A01,020-000-032-221,6.33790226120205e+17,27.05.2009 14:03:32:020,2.99362540245056,2.22872686386108,0.662904500961304,sitting
207,A01,010-000-024-033,6.33790226120475e+17,27.05.2009 14:03:32:047,3.4092276096344,1.73258697986603,0.19086304306984,sitting
