DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Consumption
1/1/2017 9:50,4.575,74.5,0.082,208.8,29.2,14830.39514
1/1/2017 10:00,5.124,73.7,0.076,234.8,29.23,15238.90578
1/1/2017 10:10,5.836,71.3,2.66,257.9,31.01,15837.08207
1/1/2017 10:20,5.996,69.85,4.93,282.7,31.96,16059.57447
1/1/2017 10:30,6.22,68.81,4.924,307,32.42,16322.18845
1/1/2017 10:40,6.703,68.01,4.923,327.6,33.22,16774.46809
1/1/2017 10:50,6.993,66.14,4.918,349.6,33.41,17164.74164
1/1/2017 11:00,7.54,64.21,4.916,371.1,33.43,17507.59878
1/1/2017 11:10,8.22,61.9,4.916,388.2,33.89,17478.41945
1/1/2017 11:20,9.49,59.3,2.451,401.3,34.4,17792.09726
1/1/2017 11:30,10.65,56.03,0.084,419.5,35.29,17748.32827
1/1/2017 11:40,11.06,53.52,0.082,430.9,37.58,17963.52584
1/1/2017 11:50,12.4,53.26,0.08,437.5,43.46,18142.24924
1/1/2017 12:00,13.08,54.36,0.077,450.4,43.2,18131.30699
1/1/2017 12:10,14.38,54.42,0.076,470.5,37.92,18102.12766
1/1/2017 12:20,15.02,56.46,0.074,480,38.81,18156.83891
1/1/2017 12:30,15.55,58.7,0.075,486.1,39.46,18335.56231
1/1/2017 12:40,15.56,59.23,0.076,490.2,40.92,18204.25532
1/1/2017 12:50,15.49,59.3,0.076,495.9,40.9,18196.96049
1/1/2017 13:00,15.57,58.06,0.077,498.1,40.94,18466.8693
1/1/2017 13:10,15.65,58.7,0.077,498.1,42.75,18350.15198
1/1/2017 13:20,15.73,59.33,0.076,498.8,44.65,18331.91489
1/1/2017 13:30,15.68,58.6,0.079,497,44.26,18419.45289
1/1/2017 13:40,15.7,55.29,0.074,489.2,39.32,18310.0304
1/1/2017 13:50,15.75,52.45,0.077,482.4,38.65,18390.27356
1/1/2017 14:00,15.83,54.99,0.079,476.1,39.49,18353.79939
1/1/2017 14:10,15.79,56.66,0.076,467.7,39.94,18142.24924
1/1/2017 14:20,15.72,55.86,0.077,456.1,39.95,18113.06991
1/1/2017 14:30,15.8,54.06,0.075,449.2,41.52,18036.47416
1/1/2017 14:40,15.74,55.56,0.075,437.4,44.13,17996.35258
1/1/2017 14:50,15.72,56.69,0.077,422,43.87,17952.58359
1/1/2017 15:00,15.64,57.26,0.077,409,44.9,17894.22492
1/1/2017 15:10,15.69,57.96,0.074,391.8,46.89,17846.80851
1/1/2017 15:20,15.69,58.93,0.075,369.4,51.51,17525.83587
1/1/2017 15:30,15.6,58.7,0.073,321,57.14,17547.72036
1/1/2017 15:40,15.39,57.6,0.075,180.3,60.31,17770.21277
1/1/2017 15:50,15.34,58.7,0.075,149.5,67.85,17751.97568
1/1/2017 16:00,15.33,59.23,0.077,209.1,128.9,17646.20061
1/1/2017 16:10,15.48,57.46,0.074,265.1,219.1,17514.89362
1/1/2017 16:20,15.54,58.3,0.076,241.3,246,17325.22796
1/1/2017 16:30,15.53,58.8,0.077,219,248.1,17456.53495
1/1/2017 16:40,15.48,57.73,0.075,195.7,231.6,17449.24012
1/1/2017 16:50,15.47,58.23,0.077,174.9,211.9,17627.96353
1/1/2017 17:00,15.44,59.07,0.076,165.8,201.7,17708.20669
1/1/2017 17:10,15.35,59.3,0.077,132,163,18649.24012
1/1/2017 17:20,15.34,59,0.079,117.4,144.3,20192.09726
1/1/2017 17:30,15.11,59.53,0.076,97.6,120.6,22238.29787
1/1/2017 17:40,14.93,60.83,0.077,76.5,94,23613.37386
1/1/2017 17:50,14.71,61.87,0.086,26.51,28.08,24167.78116
1/1/2017 18:00,14.48,63.27,0.08,18,18.29,24455.92705
1/1/2017 18:10,14.29,63.94,0.078,6.994,7.02,24463.22188
1/1/2017 18:20,14.09,64.87,0.078,2.818,2.763,24000
1/1/2017 18:30,13.89,66.11,0.076,0.809,0.89,24251.67173
1/1/2017 18:40,13.79,66.74,0.076,0.146,0.197,24401.21581
1/1/2017 18:50,13.54,66.71,0.076,0.062,0.089,24598.17629
1/1/2017 19:00,12.51,68.35,0.077,0.055,0.085,24477.81155
1/1/2017 19:10,12.06,70.2,0.078,0.066,0.096,24729.48328
1/1/2017 19:20,11.75,70.7,0.079,0.055,0.126,24671.12462
1/1/2017 19:30,11.61,70.7,0.077,0.081,0.126,24678.41945
1/1/2017 19:40,11.5,70.6,0.078,0.059,0.074,24842.55319
1/1/2017 19:50,11.43,70.7,0.076,0.048,0.093,24755.0152
1/1/2017 20:00,11.42,71.2,0.076,0.073,0.085,24919.14894
1/1/2017 20:10,11.69,71.1,0.078,0.091,0.104,25137.99392
1/1/2017 20:20,12.05,69.82,0.077,0.048,0.108,25437.08207
1/1/2017 20:30,11.87,69.98,0.076,0.051,0.093,25597.56839
1/1/2017 20:40,11.61,71.2,0.078,0.04,0.119,25706.99088
1/1/2017 20:50,11.5,72,0.078,0.07,0.078,25637.68997
1/1/2017 21:00,11.43,72,0.075,0.051,0.07,25396.96049
1/1/2017 21:10,11.29,72.2,0.075,0.051,0.119,25309.42249
1/1/2017 21:20,11.49,73.1,0.077,0.044,0.085,24900.91185
1/1/2017 21:30,12.24,70.1,0.077,0.073,0.089,24827.96353
1/1/2017 21:40,11.84,68.78,0.074,0.066,0.093,24455.92705
1/1/2017 21:50,12.2,68.78,0.074,0.066,0.122,24127.65957
1/1/2017 22:00,13.1,65.44,0.074,0.04,0.141,24000
1/1/2017 22:10,13.2,63.84,0.074,0.081,0.093,23872.34043
1/1/2017 22:20,13.18,63.97,0.075,0.081,0.093,23306.99088
1/1/2017 22:30,12.64,66.77,0.072,0.044,0.141,22975.07599
1/1/2017 22:40,12.39,68.04,0.074,0.084,0.115,22489.9696
1/1/2017 22:50,12.24,69.18,0.077,0.059,0.119,21760.48632
1/1/2017 23:00,12.11,69.94,0.074,0.088,0.082,21253.49544
1/1/2017 23:10,12.07,70.7,0.076,0.033,0.078,20768.38906
1/1/2017 23:20,11.99,70.8,0.075,0.055,0.134,20337.99392
1/1/2017 23:30,11.32,74.7,0.075,0.07,0.1,19823.70821
1/1/2017 23:40,11.37,74.8,0.074,0.084,0.082,19488.1459
1/1/2017 23:50,11.41,74.1,0.076,0.077,0.122,18962.91793
1/2/2017 0:00,11.01,75.8,0.076,0.033,0.163,18047.41641
1/2/2017 0:10,10.74,77.3,0.078,0.084,0.108,17507.59878
1/2/2017 0:20,10.47,78.2,0.078,0.088,0.13,17120.97264
1/2/2017 0:30,10.31,79.2,0.076,0.091,0.134,16785.41033
1/2/2017 0:40,10.63,79.3,0.079,0.037,0.152,16453.49544
1/2/2017 0:50,10.84,78.4,0.073,0.062,0.156,16132.5228
1/2/2017 1:00,10.94,78.1,0.074,0.084,0.108,15720.36474
1/2/2017 1:10,11.12,77.9,0.073,0.055,0.145,15304.55927
1/2/2017 1:20,11.02,77.5,0.081,0.062,0.178,15136.77812
1/2/2017 1:30,10.5,78.9,0.076,0.066,0.145,14637.08207
1/2/2017 1:40,10.22,79.8,0.078,0.088,0.126,14414.58967
1/2/2017 1:50,10.42,81.3,0.075,0.073,0.13,14250.45593
1/2/2017 2:00,10.86,80,0.076,0.066,0.159,14294.22492
1/2/2017 2:10,11.17,77.3,0.077,0.066,0.13,14057.14286
1/2/2017 2:20,11.1,75.6,0.077,0.077,0.156,13823.70821
1/2/2017 2:30,11.14,75,0.081,0.07,0.156,13783.58663
1/2/2017 2:40,11.21,75.2,0.077,0.062,0.137,13608.51064
1/2/2017 2:50,10.71,77.4,0.079,0.07,0.148,13448.02432
1/2/2017 3:00,10.7,77.7,0.079,0.062,0.159,13524.62006
1/2/2017 3:10,10.58,78.6,0.075,0.055,0.137,13480.85106
1/2/2017 3:20,10.59,79.5,0.078,0.084,0.145,13517.32523
1/2/2017 3:30,10.68,79.4,0.079,0.059,0.156,13484.49848
1/2/2017 3:40,10.52,79.8,0.076,0.066,0.145,13437.08207
1/2/2017 3:50,10.34,80.6,0.078,0.088,0.119,13353.19149
1/2/2017 4:00,10.18,81.7,0.079,0.059,0.159,13090.57751
1/2/2017 4:10,10.41,82.3,0.074,0.077,0.126,13218.23708
1/2/2017 4:20,10.41,81.4,0.078,0.095,0.134,13196.35258
1/2/2017 4:30,10.39,81.5,0.074,0.088,0.119,13280.24316
1/2/2017 4:40,10.16,81.9,0.075,0.073,0.122,13287.53799
1/2/2017 4:50,9.97,82.8,0.077,0.066,0.178,13418.84498
1/2/2017 5:00,10.03,83.8,0.08,0.029,0.163,13517.32523
1/2/2017 5:10,9.98,83,0.078,0.073,0.115,13612.15805
1/2/2017 5:20,9.74,82.8,0.081,0.106,0.126,13736.17021
1/2/2017 5:30,9.54,83.7,0.078,0.081,0.174,13834.65046
1/2/2017 5:40,9.53,83.9,0.072,0.066,0.182,14057.14286
1/2/2017 5:50,9.56,84.1,0.073,0.077,0.134,14706.38298
1/2/2017 6:00,9.58,84.5,0.075,0.048,0.134,15089.3617
1/2/2017 6:10,9.44,84.1,0.075,0.07,0.145,14961.70213
1/2/2017 6:20,9.4,84.4,0.077,0.07,0.122,15176.8997
1/2/2017 6:30,9.38,84.6,0.076,0.044,0.141,15545.28875
1/2/2017 6:40,9.16,84.7,0.077,0.048,0.145,15749.54407
1/2/2017 6:50,9.06,85.6,0.076,0.059,0.141,15567.17325
1/2/2017 7:00,9.17,85.8,0.078,0.073,0.163,15607.29483
1/2/2017 7:10,9.46,86.2,0.076,0.07,0.152,16001.21581
1/2/2017 7:20,9.74,85.4,0.072,0.077,0.111,15964.74164
1/2/2017 7:30,9.8,84.4,0.077,0.081,0.122,15698.48024
1/2/2017 7:40,9.58,83.9,0.079,0.073,0.13,15483.28267
1/2/2017 7:50,9.51,83.7,0.082,0.081,0.137,15501.51976
1/2/2017 8:00,9.44,83.2,0.084,0.124,0.223,15537.99392
1/2/2017 8:10,9.18,82.5,0.083,0.871,0.89,15906.38298
1/2/2017 8:20,8.96,83.4,0.083,2.95,2.867,16289.3617
1/2/2017 8:30,8.71,83.9,0.081,6.657,6.472,16737.99392
1/2/2017 8:40,8.52,85.1,0.081,13.02,11.56,16891.18541
1/2/2017 8:50,8.43,85.4,0.079,39.1,19.49,17135.56231
1/2/2017 9:00,8.44,85.9,0.08,64.11,24.49,17248.63222
1/2/2017 9:10,8.69,86.7,0.079,92.3,27.88,17668.08511
1/2/2017 9:20,9.02,86.7,0.082,117.2,30.43,18102.12766
1/2/2017 9:30,9.17,86.9,0.079,134.7,33.24,18302.73556
1/2/2017 9:40,10.48,87,0.079,169.2,35.2,18587.23404
1/2/2017 9:50,11.13,83.5,0.08,194,36.92,19236.47416
1/2/2017 10:00,11.68,81.7,0.08,218.3,39.07,19393.31307
1/2/2017 10:10,12.22,78,0.075,246.6,40.01,19634.04255
1/2/2017 10:20,12.61,74.8,0.076,270.6,40.59,19998.78419
1/2/2017 10:30,13.07,72.7,0.075,288.3,42.31,20038.90578
1/2/2017 10:40,13.61,70.2,0.077,309.8,43.74,20119.14894
1/2/2017 10:50,14,69.22,0.077,337.2,43.39,20498.48024
1/2/2017 11:00,14.55,64.11,0.077,360.7,41.43,20618.84498
1/2/2017 11:10,14.94,58.46,0.077,381.4,41.13,20655.31915
1/2/2017 11:20,15.08,57.23,0.076,396.6,40.66,20808.51064
1/2/2017 11:30,15.18,55.83,0.076,410.8,41.23,21009.11854
1/2/2017 11:40,15.28,56.49,0.075,425.6,41.84,21020.06079
1/2/2017 11:50,15.27,55.93,0.076,440.2,41.83,20870.51672
1/2/2017 12:00,15.21,55.69,0.077,452.5,41.73,20757.44681
1/2/2017 12:10,15.18,57.2,0.078,460.5,42.38,20429.17933
1/2/2017 12:20,15.11,57.86,0.074,469.9,43.43,19608.51064
1/2/2017 12:30,15.1,58.33,0.076,476.2,43.25,19604.86322
1/2/2017 12:40,15.26,58.8,0.076,482.3,44.1,19706.99088
1/2/2017 12:50,15.15,60.87,0.075,485.1,44.53,19597.56839
1/2/2017 13:00,15.23,60.53,0.076,487.1,44.09,19593.92097
1/2/2017 13:10,15.22,60.2,0.077,487.6,44.43,19568.38906
1/2/2017 13:20,15.22,59.83,0.076,486.9,44.29,19608.51064
1/2/2017 13:30,15.33,59.16,0.076,484.1,43.72,19728.87538
1/2/2017 13:40,15.41,58.13,0.076,481.1,43.82,19462.61398
1/2/2017 13:50,15.43,58,0.077,477.2,43.68,19469.90881
1/2/2017 14:00,15.56,56.03,0.075,470.9,42.8,19517.32523
1/2/2017 14:10,15.59,55.73,0.075,463.4,42.58,19914.89362
1/2/2017 14:20,15.47,56.29,0.077,451.8,42.83,19936.77812
1/2/2017 14:30,15.55,55.99,0.074,441.9,41.88,19878.41945
1/2/2017 14:40,15.57,56.53,0.076,427.9,42.14,20053.49544
1/2/2017 14:50,15.64,55.35,0.077,413.9,41.5,21669.30091
1/2/2017 15:00,15.59,55.76,0.077,399.4,40.61,21559.87842
1/2/2017 15:10,15.58,57.03,0.077,381.1,42.48,21574.46809
1/2/2017 15:20,15.49,57.19,0.075,364.3,45.96,21260.79027
1/2/2017 15:30,15.45,57.86,0.075,345.8,57.35,21406.68693
1/2/2017 15:40,15.36,57.72,0.075,324.6,79.5,21275.37994
1/2/2017 15:50,15.38,58.02,0.074,302.9,121.3,20936.17021
1/2/2017 16:00,15.37,58.59,0.077,280.3,184,20728.26748
1/2/2017 16:10,15.23,59.76,0.077,260.6,238,20750.15198
1/2/2017 16:20,15.23,61.12,0.075,238.2,253.4,20611.55015
1/2/2017 16:30,15.24,61.63,0.075,216.8,248.1,20545.89666
1/2/2017 16:40,15.19,61.72,0.075,192,227.3,20604.25532
1/2/2017 16:50,15.17,61.76,0.077,165.5,200.6,20607.90274
1/2/2017 17:00,15.22,59.95,0.076,142.6,175,21198.78419
1/2/2017 17:10,15.17,61.92,0.076,119.9,148.2,22008.51064
1/2/2017 17:20,15.02,62.32,0.076,98.7,123.7,23908.81459
1/2/2017 17:30,14.9,61.82,0.079,77.5,98.6,25783.58663
1/2/2017 17:40,14.81,61.79,0.078,58.1,75.3,26764.74164
1/2/2017 17:50,14.68,62.05,0.079,22.4,25.24,27195.13678
1/2/2017 18:00,14.54,64.02,0.074,11.04,11.2,27206.07903
1/2/2017 18:10,14.38,64.55,0.077,6.504,6.524,27114.89362
1/2/2017 18:20,14.23,65.55,0.076,3.071,3.089,26888.7538
1/2/2017 18:30,14.11,65.79,0.081,0.933,0.946,26950.75988
1/2/2017 18:40,14.03,66.72,0.074,0.143,0.189,26979.93921
1/2/2017 18:50,13.95,67.52,0.074,0.037,0.119,26786.62614
1/2/2017 19:00,13.87,68.59,0.075,0.066,0.1,26731.91489
1/2/2017 19:10,13.74,69.46,0.074,0.081,0.093,26888.7538
1/2/2017 19:20,13.55,69.9,0.076,0.029,0.104,27045.59271
1/2/2017 19:30,13.43,69.86,0.076,0.04,0.108,26874.16413
1/2/2017 19:40,13.35,69.86,0.076,0.073,0.078,26866.8693
1/2/2017 19:50,13.2,70.5,0.076,0.055,0.122,26739.20973
1/2/2017 20:00,13.42,68.89,0.073,0.055,0.096,26531.30699
1/2/2017 20:10,13.55,68.12,0.077,0.055,0.074,26881.45897
1/2/2017 20:20,13.42,68.52,0.075,0.055,0.093,26921.58055
1/2/2017 20:30,13.3,69.03,0.075,0.055,0.093,26859.57447
1/2/2017 20:40,13.33,68.72,0.076,0.066,0.108,26808.51064
1/2/2017 20:50,13.45,68.59,0.075,0.066,0.122,26691.79331
1/2/2017 21:00,13.47,66.99,0.074,0.048,0.078,26564.13374
1/2/2017 21:10,13.29,66.99,0.075,0.051,0.067,26316.10942
1/2/2017 21:20,13.15,66.42,0.078,0.055,0.093,26082.67477
1/2/2017 21:30,13.03,66.62,0.074,0.07,0.085,25710.6383
1/2/2017 21:40,12.93,67.29,0.076,0.07,0.111,25572.03647
1/2/2017 21:50,12.88,67.46,0.075,0.051,0.119,25003.03951
1/2/2017 22:00,12.86,67.76,0.074,0.084,0.093,24755.0152
1/2/2017 22:10,12.87,67.96,0.075,0.066,0.134,24295.44073
1/2/2017 22:20,12.92,68.52,0.074,0.037,0.148,23700.91185
1/2/2017 22:30,12.96,68.62,0.075,0.102,0.063,23401.82371
1/2/2017 22:40,12.88,69.33,0.075,0.062,0.152,22869.30091
1/2/2017 22:50,12.77,69.86,0.075,0.11,0.1,22271.12462
1/2/2017 23:00,12.82,70.1,0.075,0.077,0.1,21753.19149
1/2/2017 23:10,12.75,70.4,0.071,0.051,0.152,21136.77812
1/2/2017 23:20,12.54,71.5,0.077,0.051,0.1,20593.31307
1/2/2017 23:30,12.23,72.9,0.077,0.059,0.111,20221.2766
1/2/2017 23:40,12.19,72.8,0.077,0.07,0.122,19455.31915
1/2/2017 23:50,12.31,72.6,0.072,0.044,0.152,19079.63526
1/3/2017 0:00,12.08,74,0.076,0.117,0.093,18579.93921
1/3/2017 0:10,12.16,74,0.072,0.07,0.141,18076.59574
1/3/2017 0:20,12.07,74.1,0.074,0.102,0.119,17595.13678
1/3/2017 0:30,11.48,76.8,0.077,0.07,0.145,17190.27356
1/3/2017 0:40,11.45,77.7,0.074,0.073,0.115,16737.99392
1/3/2017 0:50,11.8,76.6,0.076,0.018,0.23,16037.68997
1/3/2017 1:00,12.23,75.1,0.074,0.062,0.145,15749.54407
1/3/2017 1:10,12.39,71,0.078,0.062,0.148,15578.1155
1/3/2017 1:20,12.42,71.4,0.077,0.059,0.159,15432.21884
1/3/2017 1:30,12.4,71.5,0.075,0.062,0.156,14994.52888
1/3/2017 1:40,11.84,73.4,0.079,0.073,0.152,14837.68997
1/3/2017 1:50,11.51,73,0.076,0.044,0.148,14710.0304
1/3/2017 2:00,11.35,73.6,0.081,0.095,0.134,14538.60182
1/3/2017 2:10,11.27,73.8,0.077,0.055,0.159,14155.6231
1/3/2017 2:20,11.33,74.5,0.073,0.044,0.13,14111.8541
1/3/2017 2:30,11.44,75,0.078,0.081,0.119,13940.42553
1/3/2017 2:40,12.26,75.5,0.076,0.073,0.163,13816.41337
1/3/2017 2:50,13.08,70.9,0.076,0.062,0.174,13889.3617
1/3/2017 3:00,12.78,71.8,0.078,0.055,0.156,13944.07295
1/3/2017 3:10,12.34,73.2,0.076,0.088,0.152,13706.99088
1/3/2017 3:20,12.2,73.8,0.072,0.084,0.178,13696.04863
1/3/2017 3:30,12.04,74.7,0.077,0.077,0.134,13586.62614
1/3/2017 3:40,11.96,74.9,0.077,0.07,0.137,13579.33131
1/3/2017 3:50,11.92,75.2,0.077,0.059,0.182,13462.61398
1/3/2017 4:00,11.85,75.1,0.083,0.077,0.156,13586.62614
1/3/2017 4:10,11.66,75.5,0.084,0.07,0.156,13550.15198
1/3/2017 4:20,11.55,76.1,0.077,0.055,0.156,13641.33739
1/3/2017 4:30,11.6,75.1,0.081,0.073,0.137,13747.11246
1/3/2017 4:40,11.17,77.8,0.076,0.077,0.148,13615.80547
1/3/2017 4:50,10.83,78.5,0.076,0.066,0.148,13626.74772
1/3/2017 5:00,10.74,78.6,0.077,0.048,0.189,13739.81763
1/3/2017 5:10,10.57,80.3,0.081,0.04,0.152,13841.94529
1/3/2017 5:20,10.49,80.3,0.08,0.084,0.141,13885.71429
1/3/2017 5:30,10.69,81.6,0.078,0.073,0.074,13940.42553
1/3/2017 5:40,11.22,80,0.076,0.077,0.171,14144.68085
1/3/2017 5:50,11.36,77.9,0.077,0.062,0.174,14648.02432
1/3/2017 6:00,11.44,77.5,0.079,0.102,0.122,15403.03951
1/3/2017 6:10,11.49,76.7,0.073,0.084,0.159,15326.44377
1/3/2017 6:20,11.33,76.8,0.075,0.062,0.145,15516.10942
1/3/2017 6:30,11.16,77.3,0.082,0.048,0.163,15702.12766
1/3/2017 6:40,10.89,77.5,0.082,0.099,0.111,16034.04255
1/3/2017 6:50,10.27,80.2,0.078,0.077,0.148,16001.21581
1/3/2017 7:00,10.15,80.8,0.08,0.055,0.193,16034.04255
1/3/2017 7:10,10,81.6,0.077,0.062,0.145,16486.32219
1/3/2017 7:20,9.9,81.5,0.076,0.048,0.171,16639.51368
1/3/2017 7:30,9.67,81.6,0.08,0.084,0.145,16329.48328
1/3/2017 7:40,9.27,81.5,0.08,0.059,0.167,15982.97872
1/3/2017 7:50,9.03,81.8,0.079,0.07,0.122,15899.08815
1/3/2017 8:00,8.85,82.7,0.082,0.146,0.223,15957.44681
1/3/2017 8:10,8.68,83.1,0.083,0.834,0.849,16249.24012
1/3/2017 8:20,8.54,83.7,0.078,2.88,2.815,16635.86626
1/3/2017 8:30,8.38,84.9,0.081,6.306,6.119,17084.49848
1/3/2017 8:40,8.5,84.9,0.079,12.91,11.68,17427.35562
1/3/2017 8:50,8.48,85.7,0.082,38,20.54,17595.13678
1/3/2017 9:00,8.4,85.3,0.082,64.8,27.42,18032.82675
1/3/2017 9:10,8.51,85.5,0.083,85.3,33.31,18470.51672
1/3/2017 9:20,8.8,85,0.084,109.4,38.03,18838.90578
1/3/2017 9:30,9.09,84.1,0.081,135.3,40,19105.16717
1/3/2017 9:40,9.62,84.5,0.082,161.3,41.16,19141.64134
1/3/2017 9:50,10.89,85.9,0.085,191.6,40.65,19254.71125
1/3/2017 10:00,12.43,83.3,0.079,220.3,41.27,19473.55623
1/3/2017 10:10,13.02,77.5,0.084,245.9,42.92,19728.87538
1/3/2017 10:20,13.38,74.4,0.078,269.7,43.12,20254.10334
1/3/2017 10:30,13.64,73.2,0.079,294.9,43.18,20538.60182
1/3/2017 10:40,13.88,72.2,0.084,319,43.25,20994.52888
1/3/2017 10:50,14.16,72.3,0.081,339.3,43.08,21089.3617
1/3/2017 11:00,14.54,69.24,0.084,361.2,43.97,21155.0152
1/3/2017 11:10,14.75,67.1,0.078,380.3,44.96,21246.20061
1/3/2017 11:20,14.87,66.57,0.08,397.2,45.17,21195.13678
1/3/2017 11:30,15,65.1,0.083,413.4,44.82,21373.86018
1/3/2017 11:40,15.08,64.4,0.079,428.2,44.18,21424.92401
1/3/2017 11:50,15.18,64.23,0.077,440.5,45.02,21479.63526
1/3/2017 12:00,15.28,64.43,0.074,452.5,44.71,21508.81459
1/3/2017 12:10,15.19,63.6,0.074,462.8,45.04,21822.4924
1/3/2017 12:20,15.18,64.77,0.075,470.7,44.71,21811.55015
1/3/2017 12:30,15.21,65.33,0.076,478,45.15,21789.66565
1/3/2017 12:40,15.31,64.2,0.074,484,44.76,21833.43465
1/3/2017 12:50,15.35,63.13,0.073,488.8,44.76,21848.02432
1/3/2017 13:00,15.43,62.93,0.073,492.7,44.55,21672.94833
1/3/2017 13:10,15.39,62.9,0.074,493.3,44.78,21669.30091
1/3/2017 13:20,15.41,62.83,0.074,491.9,44.84,21702.12766
1/3/2017 13:30,15.57,62.7,0.077,490.1,44.76,21472.34043
1/3/2017 13:40,15.37,63.4,0.076,487.1,44.94,21344.68085
1/3/2017 13:50,15.49,63.46,0.075,480.4,45.25,21417.62918
1/3/2017 14:00,15.57,63.7,0.073,472.9,45.01,21541.64134
1/3/2017 14:10,15.48,63.76,0.075,465.8,44.23,21545.28875
1/3/2017 14:20,15.36,64.16,0.073,455.2,44.07,21483.28267
1/3/2017 14:30,15.35,64.19,0.074,443.9,43.33,21764.13374
1/3/2017 14:40,15.41,64.1,0.074,430.9,43.09,21698.48024
1/3/2017 14:50,15.36,65.23,0.075,415.4,43.03,21592.70517
