,name,locationStatus,timestamp,rssiOne,rssiTwo
521,FF:FF:C0:21:F1:31,INSIDE,1551367632096,-83,-83
524,FF:FF:C0:21:F1:31,INSIDE,1551367633173,-85,-85
528,FF:FF:C0:21:F1:31,INSIDE,1551367634538,-78,-78
532,FF:FF:C0:21:F1:31,INSIDE,1551367635333,-87,-87
536,FF:FF:C0:21:F1:31,INSIDE,1551367637505,-88,-88
540,FF:FF:C0:21:F1:31,INSIDE,1551367637505,-88,-88
544,FF:FF:C0:21:F1:31,INSIDE,1551367639931,-79,-79
548,FF:FF:C0:21:F1:31,INSIDE,1551367639931,-79,-79
552,FF:FF:C0:21:F1:31,INSIDE,1551367640055,-85,-85
556,FF:FF:C0:21:F1:31,INSIDE,1551367641365,-88,-88
560,FF:FF:C0:21:F1:31,INSIDE,1551367642016,-80,-80
564,FF:FF:C0:21:F1:31,INSIDE,1551367643241,-87,-87
568,FF:FF:C0:21:F1:31,INSIDE,1551367645376,-93,-93
572,FF:FF:C0:21:F1:31,INSIDE,1551367645376,-93,-93
576,FF:FF:C0:21:F1:31,INSIDE,1551367648335,-89,-89
580,FF:FF:C0:21:F1:31,INSIDE,1551367648335,-89,-89
584,FF:FF:C0:21:F1:31,INSIDE,1551367648335,-89,-89
588,FF:FF:C0:21:F1:31,INSIDE,1551367651456,-95,-95
592,FF:FF:C0:21:F1:31,INSIDE,1551367651456,-95,-95
596,FF:FF:C0:21:F1:31,INSIDE,1551367651456,-95,-95
599,FF:FF:C0:21:F1:31,INSIDE,1551367653076,-94,-94
603,FF:FF:C0:21:F1:31,INSIDE,1551367653076,-94,-94
607,FF:FF:C0:21:F1:31,INSIDE,1551367655136,-86,-86
611,FF:FF:C0:21:F1:31,INSIDE,1551367655136,-86,-86
615,FF:FF:C0:21:F1:31,INSIDE,1551367656051,-85,-85
619,FF:FF:C0:21:F1:31,INSIDE,1551367657298,-88,-88
623,FF:FF:C0:21:F1:31,INSIDE,1551367658189,-80,-80
627,FF:FF:C0:21:F1:31,INSIDE,1551367659255,-88,-88
631,FF:FF:C0:21:F1:31,INSIDE,1551367662214,-85,-85
635,FF:FF:C0:21:F1:31,INSIDE,1551367662214,-85,-85
639,FF:FF:C0:21:F1:31,INSIDE,1551367662214,-85,-85
643,FF:FF:C0:21:F1:31,INSIDE,1551367665176,-92,-92
647,FF:FF:C0:21:F1:31,INSIDE,1551367665176,-92,-92
651,FF:FF:C0:21:F1:31,INSIDE,1551367665176,-92,-92
655,FF:FF:C0:21:F1:31,INSIDE,1551367667149,-92,-92
659,FF:FF:C0:21:F1:31,INSIDE,1551367667149,-92,-92
672,FF:FF:C0:21:F1:31,INSIDE,1551367675951,-91,-91
676,FF:FF:C0:21:F1:31,INSIDE,1551367675951,-91,-91
680,FF:FF:C0:21:F1:31,INSIDE,1551367675951,-91,-91
684,FF:FF:C0:21:F1:31,INSIDE,1551367675951,-91,-91
688,FF:FF:C0:21:F1:31,INSIDE,1551367675951,-91,-91
692,FF:FF:C0:21:F1:31,INSIDE,1551367676116,-93,-93
696,FF:FF:C0:21:F1:31,INSIDE,1551367677619,-92,-92
700,FF:FF:C0:21:F1:31,INSIDE,1551367678072,-92,-92
704,FF:FF:C0:21:F1:31,INSIDE,1551367679066,-89,-89
708,FF:FF:C0:21:F1:31,INSIDE,1551367681218,-86,-86
712,FF:FF:C0:21:F1:31,INSIDE,1551367681218,-86,-86
716,FF:FF:C0:21:F1:31,INSIDE,1551367682345,-89,-89
720,FF:FF:C0:21:F1:31,INSIDE,1551367684054,-87,-87
724,FF:FF:C0:21:F1:31,INSIDE,1551367684054,-87,-87
728,FF:FF:C0:21:F1:31,INSIDE,1551367685539,-85,-85
732,FF:FF:C0:21:F1:31,INSIDE,1551367686584,-88,-88
736,FF:FF:C0:21:F1:31,INSIDE,1551367687446,-90,-90
739,FF:FF:C0:21:F1:31,INSIDE,1551367689142,-88,-88
742,FF:FF:C0:21:F1:31,INSIDE,1551367689142,-88,-88
745,FF:FF:C0:21:F1:31,INSIDE,1551367690023,-89,-89
749,FF:FF:C0:21:F1:31,INSIDE,1551367691276,-93,-93
775,FF:FF:C0:21:F1:31,INSIDE,1551367704666,-85,-85
779,FF:FF:C0:21:F1:31,INSIDE,1551367704666,-85,-85
783,FF:FF:C0:21:F1:31,INSIDE,1551367704666,-85,-85
787,FF:FF:C0:21:F1:31,INSIDE,1551367704666,-85,-85
791,FF:FF:C0:21:F1:31,INSIDE,1551367704666,-85,-85
795,FF:FF:C0:21:F1:31,INSIDE,1551367705217,-89,-89
799,FF:FF:C0:21:F1:31,INSIDE,1551367707029,-88,-88
803,FF:FF:C0:21:F1:31,INSIDE,1551367707029,-88,-88
807,FF:FF:C0:21:F1:31,INSIDE,1551367708153,-78,-78
811,FF:FF:C0:21:F1:31,INSIDE,1551367710243,-93,-93
815,FF:FF:C0:21:F1:31,INSIDE,1551367710243,-93,-93
818,FF:FF:C0:21:F1:31,INSIDE,1551367711794,-95,-95
822,FF:FF:C0:21:F1:31,INSIDE,1551367712756,-91,-91
826,FF:FF:C0:21:F1:31,INSIDE,1551367713240,-91,-91
830,FF:FF:C0:21:F1:31,INSIDE,1551367714021,-94,-94
834,FF:FF:C0:21:F1:31,INSIDE,1551367716607,-87,-87
838,FF:FF:C0:21:F1:31,INSIDE,1551367716607,-87,-87
842,FF:FF:C0:21:F1:31,INSIDE,1551367718151,-92,-92
846,FF:FF:C0:21:F1:31,INSIDE,1551367718151,-92,-92
850,FF:FF:C0:21:F1:31,INSIDE,1551367720710,-84,-84
854,FF:FF:C0:21:F1:31,INSIDE,1551367720710,-84,-84
858,FF:FF:C0:21:F1:31,INSIDE,1551367721186,-89,-89
862,FF:FF:C0:21:F1:31,INSIDE,1551367722017,-88,-88
866,FF:FF:C0:21:F1:31,INSIDE,1551367723026,-89,-89
870,FF:FF:C0:21:F1:31,INSIDE,1551367726632,-91,-91
874,FF:FF:C0:21:F1:31,INSIDE,1551367726632,-91,-91
878,FF:FF:C0:21:F1:31,INSIDE,1551367726632,-91,-91
882,FF:FF:C0:21:F1:31,INSIDE,1551367727138,-94,-94
886,FF:FF:C0:21:F1:31,INSIDE,1551367732073,-89,-89
890,FF:FF:C0:21:F1:31,INSIDE,1551367732073,-89,-89
894,FF:FF:C0:21:F1:31,INSIDE,1551367732073,-89,-89
898,FF:FF:C0:21:F1:31,INSIDE,1551367732073,-89,-89
901,FF:FF:C0:21:F1:31,INSIDE,1551367732073,-89,-89
904,FF:FF:C0:21:F1:31,INSIDE,1551367733352,-94,-94
907,FF:FF:C0:21:F1:31,INSIDE,1551367734505,-92,-92
910,FF:FF:C0:21:F1:31,INSIDE,1551367735020,-86,-86
913,FF:FF:C0:21:F1:31,INSIDE,1551367736261,-86,-86
917,FF:FF:C0:21:F1:31,INSIDE,1551367737942,-86,-86
921,FF:FF:C0:21:F1:31,INSIDE,1551367738034,-91,-91
925,FF:FF:C0:21:F1:31,INSIDE,1551367739060,-83,-83
932,FF:FF:C0:21:F1:31,INSIDE,1551367745241,-93,-93
935,FF:FF:C0:21:F1:31,INSIDE,1551367745241,-93,-93
938,FF:FF:C0:21:F1:31,INSIDE,1551367745241,-93,-93
941,FF:FF:C0:21:F1:31,INSIDE,1551367745241,-93,-93
944,FF:FF:C0:21:F1:31,INSIDE,1551367745241,-93,-93
947,FF:FF:C0:21:F1:31,INSIDE,1551367749144,-90,-90
951,FF:FF:C0:21:F1:31,INSIDE,1551367749144,-90,-90
955,FF:FF:C0:21:F1:31,INSIDE,1551367749144,-90,-90
959,FF:FF:C0:21:F1:31,INSIDE,1551367749144,-90,-90
963,FF:FF:C0:21:F1:31,INSIDE,1551367750348,-92,-92
967,FF:FF:C0:21:F1:31,INSIDE,1551367751164,-92,-92
970,FF:FF:C0:21:F1:31,INSIDE,1551367755742,-90,-90
974,FF:FF:C0:21:F1:31,INSIDE,1551367755742,-90,-90
978,FF:FF:C0:21:F1:31,INSIDE,1551367755742,-90,-90
982,FF:FF:C0:21:F1:31,INSIDE,1551367755742,-90,-90
986,FF:FF:C0:21:F1:31,INSIDE,1551367756154,-93,-93
990,FF:FF:C0:21:F1:31,INSIDE,1551367757874,-93,-93
994,FF:FF:C0:21:F1:31,INSIDE,1551367761673,-92,-92
998,FF:FF:C0:21:F1:31,INSIDE,1551367761673,-92,-92
1002,FF:FF:C0:21:F1:31,INSIDE,1551367761673,-92,-92
1006,FF:FF:C0:21:F1:31,INSIDE,1551367761673,-92,-92
1010,FF:FF:C0:21:F1:31,INSIDE,1551367762266,-95,-95
1014,FF:FF:C0:21:F1:31,INSIDE,1551367764488,-83,-83
1018,FF:FF:C0:21:F1:31,INSIDE,1551367764488,-83,-83
1022,FF:FF:C0:21:F1:31,INSIDE,1551367767646,-86,-86
1026,FF:FF:C0:21:F1:31,INSIDE,1551367767646,-86,-86
1030,FF:FF:C0:21:F1:31,INSIDE,1551367767646,-86,-86
1033,FF:FF:C0:21:F1:31,INSIDE,1551367768871,-85,-85
1035,FF:FF:C0:21:F1:31,INSIDE,1551367769365,-88,-88
1037,FF:FF:C0:21:F1:31,INSIDE,1551367770177,-79,-79
1039,FF:FF:C0:21:F1:31,INSIDE,1551367771432,-77,-77
1042,FF:FF:C0:21:F1:31,INSIDE,1551367772111,-80,-80
1045,FF:FF:C0:21:F1:31,INSIDE,1551367773187,-90,-90
1048,FF:FF:C0:21:F1:31,INSIDE,1551367774474,-83,-83
1052,FF:FF:C0:21:F1:31,INSIDE,1551367775753,-80,-80
1056,FF:FF:C0:21:F1:31,INSIDE,1551367776003,-82,-82
1060,FF:FF:C0:21:F1:31,INSIDE,1551367777829,-90,-90
1064,FF:FF:C0:21:F1:31,INSIDE,1551367778355,-91,-91
1068,FF:FF:C0:21:F1:31,INSIDE,1551367779325,-90,-90
1072,FF:FF:C0:21:F1:31,INSIDE,1551367780187,-83,-83
1076,FF:FF:C0:21:F1:31,INSIDE,1551367781068,-80,-80
1080,FF:FF:C0:21:F1:31,INSIDE,1551367782572,-86,-86
1084,FF:FF:C0:21:F1:31,INSIDE,1551367784229,-86,-86
1088,FF:FF:C0:21:F1:31,INSIDE,1551367784229,-86,-86
1091,FF:FF:C0:21:F1:31,INSIDE,1551367786448,-89,-89
1094,FF:FF:C0:21:F1:31,INSIDE,1551367786448,-89,-89
1097,FF:FF:C0:21:F1:31,INSIDE,1551367789161,-81,-81
1101,FF:FF:C0:21:F1:31,INSIDE,1551367789161,-81,-81
1105,FF:FF:C0:21:F1:31,INSIDE,1551367789161,-81,-81
1109,FF:FF:C0:21:F1:31,INSIDE,1551367790278,-89,-89
1112,FF:FF:C0:21:F1:31,INSIDE,1551367791749,-85,-85
1115,FF:FF:C0:21:F1:31,INSIDE,1551367792590,-86,-86
1118,FF:FF:C0:21:F1:31,INSIDE,1551367793012,-96,-96
1121,FF:FF:C0:21:F1:31,INSIDE,1551367796310,-91,-91
1124,FF:FF:C0:21:F1:31,INSIDE,1551367796310,-91,-91
1127,FF:FF:C0:21:F1:31,INSIDE,1551367796310,-91,-91
1130,FF:FF:C0:21:F1:31,INSIDE,1551367797947,-95,-95
1133,FF:FF:C0:21:F1:31,INSIDE,1551367798334,-89,-89
1137,FF:FF:C0:21:F1:31,INSIDE,1551367799466,-92,-92
1141,FF:FF:C0:21:F1:31,INSIDE,1551367802396,-88,-88
1145,FF:FF:C0:21:F1:31,INSIDE,1551367802396,-88,-88
1149,FF:FF:C0:21:F1:31,INSIDE,1551367802396,-88,-88
1153,FF:FF:C0:21:F1:31,INSIDE,1551367803915,-82,-82
1157,FF:FF:C0:21:F1:31,INSIDE,1551367805392,-89,-89
1161,FF:FF:C0:21:F1:31,INSIDE,1551367805392,-89,-89
1165,FF:FF:C0:21:F1:31,INSIDE,1551367806077,-85,-85
1169,FF:FF:C0:21:F1:31,INSIDE,1551367807473,-82,-82
1173,FF:FF:C0:21:F1:31,INSIDE,1551367809884,-87,-87
1177,FF:FF:C0:21:F1:31,INSIDE,1551367809884,-87,-87
1181,FF:FF:C0:21:F1:31,INSIDE,1551367810515,-94,-94
1184,FF:FF:C0:21:F1:31,INSIDE,1551367811593,-91,-91
1187,FF:FF:C0:21:F1:31,INSIDE,1551367812390,-81,-81
1190,FF:FF:C0:21:F1:31,INSIDE,1551367814243,-86,-86
1193,FF:FF:C0:21:F1:31,INSIDE,1551367814243,-86,-86
1196,FF:FF:C0:21:F1:31,INSIDE,1551367815025,-86,-86
1199,FF:FF:C0:21:F1:31,INSIDE,1551367817114,-80,-80
1202,FF:FF:C0:21:F1:31,INSIDE,1551367817114,-80,-80
1205,FF:FF:C0:21:F1:31,INSIDE,1551367820290,-80,-80
1208,FF:FF:C0:21:F1:31,INSIDE,1551367820290,-80,-80
1211,FF:FF:C0:21:F1:31,INSIDE,1551367820290,-80,-80
1214,FF:FF:C0:21:F1:31,INSIDE,1551367822092,-85,-85
1217,FF:FF:C0:21:F1:31,INSIDE,1551367822092,-85,-85
1220,FF:FF:C0:21:F1:31,INSIDE,1551367824795,-86,-86
1223,FF:FF:C0:21:F1:31,INSIDE,1551367824795,-86,-86
1226,FF:FF:C0:21:F1:31,INSIDE,1551367825032,-87,-87
1229,FF:FF:C0:21:F1:31,INSIDE,1551367826071,-86,-86
1233,FF:FF:C0:21:F1:31,INSIDE,1551367827020,-86,-86
1237,FF:FF:C0:21:F1:31,INSIDE,1551367829321,-85,-85
1241,FF:FF:C0:21:F1:31,INSIDE,1551367829321,-85,-85
1245,FF:FF:C0:21:F1:31,INSIDE,1551367831261,-87,-87
1249,FF:FF:C0:21:F1:31,INSIDE,1551367831261,-87,-87
1252,FF:FF:C0:21:F1:31,INSIDE,1551367832273,-90,-90
1255,FF:FF:C0:21:F1:31,INSIDE,1551367833090,-87,-87
1259,FF:FF:C0:21:F1:31,INSIDE,1551367834033,-89,-89
1262,FF:FF:C0:21:F1:31,INSIDE,1551367835112,-91,-91
1265,FF:FF:C0:21:F1:31,INSIDE,1551367837991,-93,-93
1269,FF:FF:C0:21:F1:31,INSIDE,1551367837991,-93,-93
1273,FF:FF:C0:21:F1:31,INSIDE,1551367838350,-90,-90
1277,FF:FF:C0:21:F1:31,INSIDE,1551367841282,-90,-90
1281,FF:FF:C0:21:F1:31,INSIDE,1551367841282,-90,-90
1285,FF:FF:C0:21:F1:31,INSIDE,1551367841282,-90,-90
1289,FF:FF:C0:21:F1:31,INSIDE,1551367842405,-92,-92
1293,FF:FF:C0:21:F1:31,INSIDE,1551367843621,-84,-84
1297,FF:FF:C0:21:F1:31,INSIDE,1551367844253,-79,-79
1301,FF:FF:C0:21:F1:31,INSIDE,1551367845352,-84,-84
1305,FF:FF:C0:21:F1:31,INSIDE,1551367846955,-85,-85
1309,FF:FF:C0:21:F1:31,INSIDE,1551367848231,-80,-80
1313,FF:FF:C0:21:F1:31,INSIDE,1551367848231,-80,-80
1317,FF:FF:C0:21:F1:31,INSIDE,1551367849113,-86,-86
1321,FF:FF:C0:21:F1:31,INSIDE,1551367851154,-80,-80
1324,FF:FF:C0:21:F1:31,INSIDE,1551367851154,-80,-80
1327,FF:FF:C0:21:F1:31,INSIDE,1551367852071,-85,-85
1330,FF:FF:C0:21:F1:31,INSIDE,1551367853416,-77,-77
1333,FF:FF:C0:21:F1:31,INSIDE,1551367854035,-86,-86
1336,FF:FF:C0:21:F1:31,INSIDE,1551367857259,-86,-86
1338,FF:FF:C0:21:F1:31,INSIDE,1551367857259,-86,-86
1340,FF:FF:C0:21:F1:31,INSIDE,1551367857259,-86,-86
1343,FF:FF:C0:21:F1:31,INSIDE,1551367858087,-85,-85
1346,FF:FF:C0:21:F1:31,INSIDE,1551367859368,-96,-96
1350,FF:FF:C0:21:F1:31,INSIDE,1551367861558,-96,-96
1354,FF:FF:C0:21:F1:31,INSIDE,1551367861558,-96,-96
1358,FF:FF:C0:21:F1:31,INSIDE,1551367862150,-96,-96
1362,FF:FF:C0:21:F1:31,INSIDE,1551367863794,-92,-92
1366,FF:FF:C0:21:F1:31,INSIDE,1551367864284,-88,-88
1369,FF:FF:C0:21:F1:31,INSIDE,1551367867932,-87,-87
1372,FF:FF:C0:21:F1:31,INSIDE,1551367867932,-87,-87
1376,FF:FF:C0:21:F1:31,INSIDE,1551367867932,-87,-87
1380,FF:FF:C0:21:F1:31,INSIDE,1551367868159,-89,-89
1384,FF:FF:C0:21:F1:31,INSIDE,1551367869796,-82,-82
1388,FF:FF:C0:21:F1:31,INSIDE,1551367870193,-89,-89
1392,FF:FF:C0:21:F1:31,INSIDE,1551367871104,-87,-87
1395,FF:FF:C0:21:F1:31,INSIDE,1551367876951,-85,-85
1398,FF:FF:C0:21:F1:31,INSIDE,1551367876951,-85,-85
1401,FF:FF:C0:21:F1:31,INSIDE,1551367876951,-85,-85
1404,FF:FF:C0:21:F1:31,INSIDE,1551367876951,-85,-85
1407,FF:FF:C0:21:F1:31,INSIDE,1551367876951,-85,-85
1410,FF:FF:C0:21:F1:31,INSIDE,1551367877122,-79,-79
1413,FF:FF:C0:21:F1:31,INSIDE,1551367878760,-81,-81
1417,FF:FF:C0:21:F1:31,INSIDE,1551367879161,-89,-89
1421,FF:FF:C0:21:F1:31,INSIDE,1551367880036,-84,-84
1425,FF:FF:C0:21:F1:31,INSIDE,1551367881369,-84,-84
1429,FF:FF:C0:21:F1:31,INSIDE,1551367882020,-90,-90
1433,FF:FF:C0:21:F1:31,INSIDE,1551367883304,-75,-75
1437,FF:FF:C0:21:F1:31,INSIDE,1551367886467,-76,-76
1441,FF:FF:C0:21:F1:31,INSIDE,1551367886467,-76,-76
1445,FF:FF:C0:21:F1:31,INSIDE,1551367886467,-76,-76
1449,FF:FF:C0:21:F1:31,INSIDE,1551367890701,-86,-86
1453,FF:FF:C0:21:F1:31,INSIDE,1551367890701,-86,-86
1457,FF:FF:C0:21:F1:31,INSIDE,1551367890701,-86,-86
1461,FF:FF:C0:21:F1:31,INSIDE,1551367890701,-86,-86
1464,FF:FF:C0:21:F1:31,INSIDE,1551367893527,-90,-90
1467,FF:FF:C0:21:F1:31,INSIDE,1551367893527,-90,-90
1470,FF:FF:C0:21:F1:31,INSIDE,1551367893527,-90,-90
1474,FF:FF:C0:21:F1:31,INSIDE,1551367894528,-85,-85
1478,FF:FF:C0:21:F1:31,INSIDE,1551367895628,-93,-93
